feat1	feat2	R	p	Padj	name_int	type	sign	color
RNASEH2A	MZT1	0.533833731397659	1.9459515756548e-06	0.000120444061165365	RNASEH2A (interacts with) MZT1	prot-prot	NA	prot-prot_NA
RRAS	MZT1	0.472071315487537	3.6959791391844e-05	0.0015831984035739	RRAS (interacts with) MZT1	prot-prot	NA	prot-prot_NA
RRM2B	MZT1	0.449846907532149	9.34641572496453e-05	0.00345844316739322	RRM2B (interacts with) MZT1	prot-prot	NA	prot-prot_NA
SAMD9L	MZT1	0.522736418511066	3.44848014632859e-06	0.000199902867173179	SAMD9L (interacts with) MZT1	prot-prot	NA	prot-prot_NA
TACC3	MZT1	0.590062111801242	7.63379084389726e-08	7.11563516774162e-06	TACC3 (interacts with) MZT1	prot-prot	NA	prot-prot_NA
TIMP3	MZT1	0.501950835447467	9.55325651785799e-06	0.000485797281937808	TIMP3 (interacts with) MZT1	prot-prot	NA	prot-prot_NA
PAGR1	NDRG1	0.569521476686204	2.67247807439475e-07	2.14466365470178e-05	PAGR1 (interacts with) NDRG1	prot-prot	NA	prot-prot_NA
RANBP1	NDRG1	0.536143260831126	1.72305027223985e-06	0.000108450811252743	RANBP1 (interacts with) NDRG1	prot-prot	NA	prot-prot_NA
SCG2	NDRG1	0.494147493657598	1.37702246045812e-05	0.000667206354425746	SCG2 (interacts with) NDRG1	prot-prot	NA	prot-prot_NA
SERPINI1	NDRG1	-0.57116612719797	2.42494301527785e-07	1.97377295189652e-05	SERPINI1 (interacts with) NDRG1	prot-prot	NA	prot-prot_NA
STC2	NDRG1	0.703717959933514	1.08661968312163e-11	2.58050490346195e-09	STC2 (interacts with) NDRG1	prot-prot	NA	prot-prot_NA
NT5C	NEXN	0.633767824337328	3.8863601226069e-09	4.94067960141313e-07	NT5C (interacts with) NEXN	prot-prot	NA	prot-prot_NA
PLEKHO1	NEXN	0.564657510279066	3.55158755072082e-07	2.75127506191586e-05	PLEKHO1 (interacts with) NEXN	prot-prot	NA	prot-prot_NA
PPP1CC	NEXN	0.812474849094567	0	0	PPP1CC (interacts with) NEXN	prot-prot	NA	prot-prot_NA
PPP1R14A	NEXN	0.913008485696789	0	0	PPP1R14A (interacts with) NEXN	prot-prot	NA	prot-prot_NA
PRTFDC1	NEXN	0.890543259557344	0	0	PRTFDC1 (interacts with) NEXN	prot-prot	NA	prot-prot_NA
PSRC1	NEXN	0.743784445805266	1.62536650805123e-13	5.25024049393152e-11	PSRC1 (interacts with) NEXN	prot-prot	NA	prot-prot_NA
PSTPIP2	NEXN	0.839174175487709	0	0	PSTPIP2 (interacts with) NEXN	prot-prot	NA	prot-prot_NA
RBPMS2	NEXN	0.836234800104978	0	0	RBPMS2 (interacts with) NEXN	prot-prot	NA	prot-prot_NA
RNASEH2A	NEXN	0.594336403980436	5.81706873781229e-08	5.60534053234595e-06	RNASEH2A (interacts with) NEXN	prot-prot	NA	prot-prot_NA
RRAS	NEXN	0.712559815964769	4.57101023698669e-12	1.15081904790018e-09	RRAS (interacts with) NEXN	prot-prot	NA	prot-prot_NA
SAMD9L	NEXN	0.621275478960721	9.54015533238817e-09	1.1035639141249e-06	SAMD9L (interacts with) NEXN	prot-prot	NA	prot-prot_NA
SNX5	NEXN	0.578024669757677	1.60754087819015e-07	1.37148338046256e-05	SNX5 (interacts with) NEXN	prot-prot	NA	prot-prot_NA
SPARC	NEXN	0.745814014521914	1.28785870856518e-13	4.2400271328146e-11	SPARC (interacts with) NEXN	prot-prot	NA	prot-prot_NA
TACC3	NEXN	0.83410025369609	0	0	TACC3 (interacts with) NEXN	prot-prot	NA	prot-prot_NA
TIMP3	NEXN	0.619315895372233	1.09441522511133e-08	1.24632297032634e-06	TIMP3 (interacts with) NEXN	prot-prot	NA	prot-prot_NA
TSC22D1	NEXN	0.491488058787508	1.55659594973656e-05	0.000738197303586979	TSC22D1 (interacts with) NEXN	prot-prot	NA	prot-prot_NA
taurine	NEXN	0.483474761613157	2.23835591524058e-05	0.00100932361551147	taurine (interacts with) NEXN	met-prot	pos	met-prot_pos
NPM1	NFKB1	0.601807381768998	3.58279059753386e-08	3.62943047513489e-06	NPM1 (interacts with) NFKB1	prot-prot	NA	prot-prot_NA
SAMD9L	NFKB1	0.440490250128395	0.000135563334504152	0.00472036126110728	SAMD9L (interacts with) NFKB1	prot-prot	NA	prot-prot_NA
SNRPB2	NFKB1	0.439720406983907	0.000139708408553707	0.00484498572810155	SNRPB2 (interacts with) NFKB1	prot-prot	NA	prot-prot_NA
PIK3IP1	NPC2	0.484874464176363	2.10212208231475e-05	0.000952912534401461	PIK3IP1 (interacts with) NPC2	prot-prot	NA	prot-prot_NA
PLA2G15	NPC2	0.506184935701164	7.80455775295508e-06	0.00040902253693038	PLA2G15 (interacts with) NPC2	prot-prot	NA	prot-prot_NA
SGSH	NPC2	0.457300323681218	6.8961109230381e-05	0.00267510768132354	SGSH (interacts with) NPC2	prot-prot	NA	prot-prot_NA
TNFRSF10B	NPC2	0.722753914793106	1.61648472385423e-12	4.39273309085466e-10	TNFRSF10B (interacts with) NPC2	prot-prot	NA	prot-prot_NA
TNFRSF1B	NPC2	0.529070072609571	2.49391370266139e-06	0.000150161087653797	TNFRSF1B (interacts with) NPC2	prot-prot	NA	prot-prot_NA
TNFRSF10B	NPDC1	0.444877963432771	0.000114023031791977	0.00406964761142176	TNFRSF10B (interacts with) NPDC1	prot-prot	NA	prot-prot_NA
PARP1	NPM1	0.648954597148106	1.23357768444521e-09	1.82583717213562e-07	PARP1 (interacts with) NPM1	prot-prot	NA	prot-prot_NA
PSME1	NPM1	0.525080920304435	3.060970508173e-06	0.000180910754084885	PSME1 (interacts with) NPM1	prot-prot	NA	prot-prot_NA
SNRPB2	NPM1	0.634852593823812	3.58796192756472e-09	4.63009358290764e-07	SNRPB2 (interacts with) NPM1	prot-prot	NA	prot-prot_NA
TCOF1	NPM1	0.464858717522526	5.02978060517023e-05	0.00204536446462029	TCOF1 (interacts with) NPM1	prot-prot	NA	prot-prot_NA
PAGR1	NT5C	0.458035167526901	6.68990683669879e-05	0.00260298193282462	PAGR1 (interacts with) NT5C	prot-prot	NA	prot-prot_NA
PLEKHO1	NT5C	0.508214504417811	7.07691263945875e-06	0.000373556251965675	PLEKHO1 (interacts with) NT5C	prot-prot	NA	prot-prot_NA
PPP1CC	NT5C	0.69472487096492	2.53943532868561e-11	5.52649993564801e-09	PPP1CC (interacts with) NT5C	prot-prot	NA	prot-prot_NA
PPP1R14A	NT5C	0.569416498993964	2.68906180878048e-07	2.15124944702438e-05	PPP1R14A (interacts with) NT5C	prot-prot	NA	prot-prot_NA
PRTFDC1	NT5C	0.591321844108127	7.04903770909482e-08	6.61862114696727e-06	PRTFDC1 (interacts with) NT5C	prot-prot	NA	prot-prot_NA
PSRC1	NT5C	0.639961508179512	2.45248377162e-09	3.28019704454174e-07	PSRC1 (interacts with) NT5C	prot-prot	NA	prot-prot_NA
PSTPIP2	NT5C	0.640451404076634	2.36374053663724e-09	3.17805533931122e-07	PSTPIP2 (interacts with) NT5C	prot-prot	NA	prot-prot_NA
RANBP1	NT5C	0.465282698667954	4.9404371250894e-05	0.00202357040289456	RANBP1 (interacts with) NT5C	prot-prot	NA	prot-prot_NA
RBPMS2	NT5C	0.58684279590587	9.34378259209723e-08	8.52391960799491e-06	RBPMS2 (interacts with) NT5C	prot-prot	NA	prot-prot_NA
RRAS	NT5C	0.45709436704021	6.9549499873478e-05	0.00268980595896222	RRAS (interacts with) NT5C	prot-prot	NA	prot-prot_NA
SAMD9L	NT5C	0.556189309771673	5.7649707385643e-07	4.17026615679806e-05	SAMD9L (interacts with) NT5C	prot-prot	NA	prot-prot_NA
SPARC	NT5C	0.459784795730907	6.22168386716915e-05	0.00245238437005224	SPARC (interacts with) NT5C	prot-prot	NA	prot-prot_NA
TACC3	NT5C	0.63933164202607	2.57124765923322e-09	3.41238449039324e-07	TACC3 (interacts with) NT5C	prot-prot	NA	prot-prot_NA
TIMP3	NT5C	0.520741842358499	3.81387729730953e-06	0.000219105970905836	TIMP3 (interacts with) NT5C	prot-prot	NA	prot-prot_NA
PLEKHO1	PAGR1	0.476161315720409	3.09386137606893e-05	0.0013466162735161	PLEKHO1 (interacts with) PAGR1	prot-prot	NA	prot-prot_NA
PPP1CC	PAGR1	0.451071647274954	8.89523039928619e-05	0.00331719639278067	PPP1CC (interacts with) PAGR1	prot-prot	NA	prot-prot_NA
PSRC1	PAGR1	0.549120811827487	8.55065153348988e-07	5.87900217884927e-05	PSRC1 (interacts with) PAGR1	prot-prot	NA	prot-prot_NA
PSTPIP2	PAGR1	0.536068585425597	1.72986573621081e-06	0.000108746516783093	PSTPIP2 (interacts with) PAGR1	prot-prot	NA	prot-prot_NA
RANBP1	PAGR1	0.642294132595067	2.05653671869754e-09	2.80914164554005e-07	RANBP1 (interacts with) PAGR1	prot-prot	NA	prot-prot_NA
RBPMS2	PAGR1	0.487673869302773	1.85249289637035e-05	0.000855611826956665	RBPMS2 (interacts with) PAGR1	prot-prot	NA	prot-prot_NA
RRM2B	PAGR1	0.470492520339428	3.95620580733169e-05	0.00167787555957519	RRM2B (interacts with) PAGR1	prot-prot	NA	prot-prot_NA
SAMD9L	PAGR1	0.476861167002012	3.00045575136743e-05	0.00131151836076792	SAMD9L (interacts with) PAGR1	prot-prot	NA	prot-prot_NA
SERPINI1	PAGR1	-0.575155279503106	1.91140455907401e-07	1.6014639176842e-05	SERPINI1 (interacts with) PAGR1	prot-prot	NA	prot-prot_NA
STC2	PAGR1	0.592651561543172	6.4779272612725e-08	6.13849343429807e-06	STC2 (interacts with) PAGR1	prot-prot	NA	prot-prot_NA
TACC3	PAGR1	0.497576764937451	1.17391819944856e-05	0.000579178085722174	TACC3 (interacts with) PAGR1	prot-prot	NA	prot-prot_NA
SERPINI1	PAM	0.640381418948473	2.37622832521822e-09	3.18650357136313e-07	SERPINI1 (interacts with) PAM	prot-prot	NA	prot-prot_NA
PSME1	PARP1	0.474586650336803	3.31398569501928e-05	0.00143512904971493	PSME1 (interacts with) PARP1	prot-prot	NA	prot-prot_NA
SAMD9L	PARP1	0.493447642375995	1.42230659225806e-05	0.000686557016714041	SAMD9L (interacts with) PARP1	prot-prot	NA	prot-prot_NA
SNRPB2	PARP1	0.620470649986878	1.00947312731137e-08	1.1572888352391e-06	SNRPB2 (interacts with) PARP1	prot-prot	NA	prot-prot_NA
TNFRSF10B	PIK3IP1	0.455550695477211	7.41095911873657e-05	0.00282783700102757	TNFRSF10B (interacts with) PIK3IP1	prot-prot	NA	prot-prot_NA
TNFRSF19	PIK3IP1	0.445791669964307	0.000109954831729375	0.00394698671244419	TNFRSF19 (interacts with) PIK3IP1	prot-prot	NA	prot-prot_NA
TNFRSF1B	PIK3IP1	0.672154667133234	1.87728055323078e-10	3.4312145627734e-08	TNFRSF1B (interacts with) PIK3IP1	prot-prot	NA	prot-prot_NA
ULBP2	PIK3IP1	0.546986265418599	9.61459194925851e-07	6.48038638469707e-05	ULBP2 (interacts with) PIK3IP1	prot-prot	NA	prot-prot_NA
PTPRK	PLA2G15	0.440503892922754	0.000135490909624281	0.00472036126110728	PTPRK (interacts with) PLA2G15	prot-prot	NA	prot-prot_NA
SGSH	PLA2G15	0.462479223165077	5.55959774770631e-05	0.00222383909908253	SGSH (interacts with) PLA2G15	prot-prot	NA	prot-prot_NA
SMPD1	PLA2G15	0.61847607383431	1.16040843600729e-08	1.31274399280472e-06	SMPD1 (interacts with) PLA2G15	prot-prot	NA	prot-prot_NA
TNFRSF10B	PLA2G15	0.456285539322894	7.19054169673328e-05	0.00276220060990442	TNFRSF10B (interacts with) PLA2G15	prot-prot	NA	prot-prot_NA
2R,3R-dihydroxybutyrate	PLA2G15	0.443863179074447	0.000118703637052908	0.00420746638994987	2R,3R-dihydroxybutyrate (interacts with) PLA2G15	met-prot	pos	met-prot_pos
2R,3R-dihydroxybutyrate	PLAT	0.49481235237512	1.33525083889641e-05	0.000650033015030516	2R,3R-dihydroxybutyrate (interacts with) PLAT	met-prot	pos	met-prot_pos
PPP1CC	PLEKHO1	0.681217741229989	8.58855209173726e-11	1.69656936704471e-08	PPP1CC (interacts with) PLEKHO1	prot-prot	NA	prot-prot_NA
PPP1R14A	PLEKHO1	0.537363310296562	1.61520975527907e-06	0.000102289979076613	PPP1R14A (interacts with) PLEKHO1	prot-prot	NA	prot-prot_NA
PRTFDC1	PLEKHO1	0.501111013909544	9.94096074347084e-06	0.000502033179729265	PRTFDC1 (interacts with) PLEKHO1	prot-prot	NA	prot-prot_NA
PSRC1	PLEKHO1	0.491872976992389	1.52931962937863e-05	0.000726603664800061	PSRC1 (interacts with) PLEKHO1	prot-prot	NA	prot-prot_NA
PSTPIP2	PLEKHO1	0.547581139007961	9.30619564964985e-07	6.31395255701475e-05	PSTPIP2 (interacts with) PLEKHO1	prot-prot	NA	prot-prot_NA
RBPMS2	PLEKHO1	0.584638264368822	1.07173549590556e-07	9.57292783821033e-06	RBPMS2 (interacts with) PLEKHO1	prot-prot	NA	prot-prot_NA
RNASEH2A	PLEKHO1	0.49264712316751	1.47580503204736e-05	0.000703921972680062	RNASEH2A (interacts with) PLEKHO1	prot-prot	NA	prot-prot_NA
RRAS	PLEKHO1	0.481466901137321	2.44817242500694e-05	0.00109337509346397	RRAS (interacts with) PLEKHO1	prot-prot	NA	prot-prot_NA
SAMD9L	PLEKHO1	0.624634765112414	7.52271023252149e-09	8.82115062881972e-07	SAMD9L (interacts with) PLEKHO1	prot-prot	NA	prot-prot_NA
SPARC	PLEKHO1	0.494287463913918	1.36812848272605e-05	0.000664150083863988	SPARC (interacts with) PLEKHO1	prot-prot	NA	prot-prot_NA
TACC3	PLEKHO1	0.648569678943225	1.27099220037508e-09	1.85977662140353e-07	TACC3 (interacts with) PLEKHO1	prot-prot	NA	prot-prot_NA
TIMP3	PLEKHO1	0.562872889510979	3.93771941054055e-07	2.99173474741661e-05	TIMP3 (interacts with) PLEKHO1	prot-prot	NA	prot-prot_NA
PPP1R14A	PPP1CC	0.80789082320007	0	0	PPP1R14A (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
PRTFDC1	PPP1CC	0.800332429358761	0	0	PRTFDC1 (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
PSRC1	PPP1CC	0.749383256058088	8.4821039081362e-14	2.90427237814583e-11	PSRC1 (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
PSTPIP2	PPP1CC	0.761420698101653	1.97619698383278e-14	7.8074982376655e-12	PSTPIP2 (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
RANBP1	PPP1CC	0.471808868961007	3.73810613254477e-05	0.00159857727699833	RANBP1 (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
RBPMS2	PPP1CC	0.796798180386668	0	0	RBPMS2 (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
RNASEH2A	PPP1CC	0.617396705444895	1.25078569723769e-08	1.40877968004666e-06	RNASEH2A (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
RRAS	PPP1CC	0.697145456639892	2.02691197159766e-11	4.48971986025785e-09	RRAS (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
RRM2B	PPP1CC	0.464088881112764	5.19584182394617e-05	0.00210456179872141	RRM2B (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
SAMD9L	PPP1CC	0.719954509666696	2.16049400592055e-12	5.74937679503004e-10	SAMD9L (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
SNX5	PPP1CC	0.543207068497944	1.18099079804423e-06	7.76641323784275e-05	SNX5 (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
SPARC	PPP1CC	0.597865453591112	4.63391305327576e-08	4.56809547823883e-06	SPARC (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
TACC3	PPP1CC	0.835814889336016	0	0	TACC3 (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
TIMP3	PPP1CC	0.663756451754002	3.78275188950283e-10	6.30786159236576e-08	TIMP3 (interacts with) PPP1CC	prot-prot	NA	prot-prot_NA
taurine	PPP1CC	0.505030181086519	8.24918040831513e-06	0.000430129853574685	taurine (interacts with) PPP1CC	met-prot	pos	met-prot_pos
PRTFDC1	PPP1R14A	0.833610357798968	0	0	PRTFDC1 (interacts with) PPP1R14A	prot-prot	NA	prot-prot_NA
PSRC1	PPP1R14A	0.771638526813052	5.32907051820075e-15	2.26199224640323e-12	PSRC1 (interacts with) PPP1R14A	prot-prot	NA	prot-prot_NA
PSTPIP2	PPP1R14A	0.831860729594961	0	0	PSTPIP2 (interacts with) PPP1R14A	prot-prot	NA	prot-prot_NA
RBPMS2	PPP1R14A	0.841658647537398	0	0	RBPMS2 (interacts with) PPP1R14A	prot-prot	NA	prot-prot_NA
RNASEH2A	PPP1R14A	0.564557471436802	3.57225166780495e-07	2.75896008508966e-05	RNASEH2A (interacts with) PPP1R14A	prot-prot	NA	prot-prot_NA
RRAS	PPP1R14A	0.67996395736971	9.58559898123212e-11	1.87192533717141e-08	RRAS (interacts with) PPP1R14A	prot-prot	NA	prot-prot_NA
SAMD9L	PPP1R14A	0.608853118712274	2.24240723767366e-08	2.37954619270494e-06	SAMD9L (interacts with) PPP1R14A	prot-prot	NA	prot-prot_NA
SNX5	PPP1R14A	0.527425422097804	2.7145788195071e-06	0.000162305900081356	SNX5 (interacts with) PPP1R14A	prot-prot	NA	prot-prot_NA
SPARC	PPP1R14A	0.734861341964832	4.42312853010662e-13	1.3184058854277e-10	SPARC (interacts with) PPP1R14A	prot-prot	NA	prot-prot_NA
TACC3	PPP1R14A	0.862689178549558	0	0	TACC3 (interacts with) PPP1R14A	prot-prot	NA	prot-prot_NA
TIMP3	PPP1R14A	0.639226664333829	2.5915662948961e-09	3.43048569345009e-07	TIMP3 (interacts with) PPP1R14A	prot-prot	NA	prot-prot_NA
TSC22D1	PPP1R14A	0.438964220103228	0.000143893268963913	0.00496997867786588	TSC22D1 (interacts with) PPP1R14A	prot-prot	NA	prot-prot_NA
taurine	PPP1R14A	0.487288951097892	1.88509828218386e-05	0.000867550607284616	taurine (interacts with) PPP1R14A	met-prot	pos	met-prot_pos
PSRC1	PRTFDC1	0.753897296824425	4.9737991503207e-14	1.74968715315391e-11	PSRC1 (interacts with) PRTFDC1	prot-prot	NA	prot-prot_NA
PSTPIP2	PRTFDC1	0.785040678855743	8.88178419700125e-16	4.30347581469797e-13	PSTPIP2 (interacts with) PRTFDC1	prot-prot	NA	prot-prot_NA
RBPMS2	PRTFDC1	0.783221065523576	1.11022302462516e-15	5.32907051820075e-13	RBPMS2 (interacts with) PRTFDC1	prot-prot	NA	prot-prot_NA
RNASEH2A	PRTFDC1	0.553097306444981	6.85758972274186e-07	4.86472110718263e-05	RNASEH2A (interacts with) PRTFDC1	prot-prot	NA	prot-prot_NA
RRAS	PRTFDC1	0.719890822272515	2.17470486063576e-12	5.75736297125013e-10	RRAS (interacts with) PRTFDC1	prot-prot	NA	prot-prot_NA
SAMD9L	PRTFDC1	0.619945761525676	1.04727619909539e-08	1.1979533537982e-06	SAMD9L (interacts with) PRTFDC1	prot-prot	NA	prot-prot_NA
SNX5	PRTFDC1	0.577709736680955	1.63851269441295e-07	1.39327834412333e-05	SNX5 (interacts with) PRTFDC1	prot-prot	NA	prot-prot_NA
SPARC	PRTFDC1	0.626489371008661	6.5899445900186e-09	7.76283381062742e-07	SPARC (interacts with) PRTFDC1	prot-prot	NA	prot-prot_NA
TACC3	PRTFDC1	0.772198407838334	4.88498130835069e-15	2.09077199997409e-12	TACC3 (interacts with) PRTFDC1	prot-prot	NA	prot-prot_NA
TIMP3	PRTFDC1	0.586177937188347	9.73942451132359e-08	8.85339544958548e-06	TIMP3 (interacts with) PRTFDC1	prot-prot	NA	prot-prot_NA
taurine	PRTFDC1	0.565322368996588	3.41709202267282e-07	2.65509601035516e-05	taurine (interacts with) PRTFDC1	met-prot	pos	met-prot_pos
PSMG3	PSME1	0.728387717610008	8.92175222588776e-13	2.4503807182973e-10	PSMG3 (interacts with) PSME1	prot-prot	NA	prot-prot_NA
RANBP1	PSME1	0.479332336054875	2.6911879992042e-05	0.00119154668654421	RANBP1 (interacts with) PSME1	prot-prot	NA	prot-prot_NA
RRM2B	PSME1	0.500691103140583	1.01402749157486e-05	0.00050959346347637	RRM2B (interacts with) PSME1	prot-prot	NA	prot-prot_NA
SAMD9L	PSME1	0.561823112588575	4.18300431848095e-07	3.13176533232043e-05	SAMD9L (interacts with) PSME1	prot-prot	NA	prot-prot_NA
TGM2	PSME1	0.635097541772373	3.523665359495e-09	4.5585756388832e-07	TGM2 (interacts with) PSME1	prot-prot	NA	prot-prot_NA
RANBP1	PSMG3	0.576525033046582	1.76014599784224e-07	1.48930969438513e-05	RANBP1 (interacts with) PSMG3	prot-prot	NA	prot-prot_NA
TGM2	PSMG3	0.793858805003937	2.22044604925031e-16	1.20044325357364e-13	TGM2 (interacts with) PSMG3	prot-prot	NA	prot-prot_NA
PSTPIP2	PSRC1	0.733391654273467	5.19584375524573e-13	1.49082980597442e-10	PSTPIP2 (interacts with) PSRC1	prot-prot	NA	prot-prot_NA
RANBP1	PSRC1	0.486733328103028	1.93310681260161e-05	0.000887259748840205	RANBP1 (interacts with) PSRC1	prot-prot	NA	prot-prot_NA
RBPMS2	PSRC1	0.747668620418161	1.03916875104915e-13	3.46569526323923e-11	RBPMS2 (interacts with) PSRC1	prot-prot	NA	prot-prot_NA
RNASEH2A	PSRC1	0.513502873809115	5.46769203579878e-06	0.000298745386126197	RNASEH2A (interacts with) PSRC1	prot-prot	NA	prot-prot_NA
RRAS	PSRC1	0.650062549780362	1.13165032900042e-09	1.69946084495502e-07	RRAS (interacts with) PSRC1	prot-prot	NA	prot-prot_NA
SAMD9L	PSRC1	0.693535123786195	2.83471024431492e-11	6.09166184719725e-09	SAMD9L (interacts with) PSRC1	prot-prot	NA	prot-prot_NA
SPARC	PSRC1	0.568681655148281	2.80789686168958e-07	2.23009994610919e-05	SPARC (interacts with) PSRC1	prot-prot	NA	prot-prot_NA
TACC3	PSRC1	0.761105765024932	2.06501482580279e-14	8.03478495857813e-12	TACC3 (interacts with) PSRC1	prot-prot	NA	prot-prot_NA
TIMP3	PSRC1	0.551920216953897	7.32262474434364e-07	5.15191790232177e-05	TIMP3 (interacts with) PSRC1	prot-prot	NA	prot-prot_NA
TSC22D1	PSRC1	0.472417111363835	3.64114572577456e-05	0.0015623161610341	TSC22D1 (interacts with) PSRC1	prot-prot	NA	prot-prot_NA
taurine	PSRC1	0.44739742804654	0.000103128081983872	0.00374668696831531	taurine (interacts with) PSRC1	met-prot	pos	met-prot_pos
RANBP1	PSTPIP2	0.518454364942986	4.27748730258415e-06	0.00024141950314365	RANBP1 (interacts with) PSTPIP2	prot-prot	NA	prot-prot_NA
RBPMS2	PSTPIP2	0.819473361910594	0	0	RBPMS2 (interacts with) PSTPIP2	prot-prot	NA	prot-prot_NA
RNASEH2A	PSTPIP2	0.448398638794507	9.9071727033273e-05	0.00363451707173493	RNASEH2A (interacts with) PSTPIP2	prot-prot	NA	prot-prot_NA
RRAS	PSTPIP2	0.690479314866023	3.75106612438003e-11	7.89568672738354e-09	RRAS (interacts with) PSTPIP2	prot-prot	NA	prot-prot_NA
SAMD9L	PSTPIP2	0.670719972005949	2.11936246330424e-10	3.79269881934864e-08	SAMD9L (interacts with) PSTPIP2	prot-prot	NA	prot-prot_NA
SNX5	PSTPIP2	0.52896509491733	2.5074800231728e-06	0.000150624764900766	SNX5 (interacts with) PSTPIP2	prot-prot	NA	prot-prot_NA
SPARC	PSTPIP2	0.639016708949348	2.63266253242023e-09	3.47592667519545e-07	SPARC (interacts with) PSTPIP2	prot-prot	NA	prot-prot_NA
TACC3	PSTPIP2	0.778602047064999	2.22044604925031e-15	1.0182331168705e-12	TACC3 (interacts with) PSTPIP2	prot-prot	NA	prot-prot_NA
TIMP3	PSTPIP2	0.565497331816989	3.38250546683128e-07	2.6322042541887e-05	TIMP3 (interacts with) PSTPIP2	prot-prot	NA	prot-prot_NA
taurine	PSTPIP2	0.52641063773948	2.85973375513393e-06	0.000170389704946263	taurine (interacts with) PSTPIP2	met-prot	pos	met-prot_pos
SLIT2	PTPRK	0.486391909674369	1.96316903966487e-05	0.000897848280295527	SLIT2 (interacts with) PTPRK	prot-prot	NA	prot-prot_NA
SAMD9L	RANBP1	0.541322205621323	1.30733431302765e-06	8.47786493902781e-05	SAMD9L (interacts with) RANBP1	prot-prot	NA	prot-prot_NA
SERPINI1	RANBP1	-0.48683830671364	1.92394983811184e-05	0.000884637991812211	SERPINI1 (interacts with) RANBP1	prot-prot	NA	prot-prot_NA
STC2	RANBP1	0.457216842085924	6.91990479688709e-05	0.00268028891680332	STC2 (interacts with) RANBP1	prot-prot	NA	prot-prot_NA
RNASEH2A	RBPMS2	0.548898162020497	8.65621932799598e-07	5.93569325348296e-05	RNASEH2A (interacts with) RBPMS2	prot-prot	NA	prot-prot_NA
RRAS	RBPMS2	0.767883543757349	8.88178419700125e-15	3.67877771256439e-12	RRAS (interacts with) RBPMS2	prot-prot	NA	prot-prot_NA
SAMD9L	RBPMS2	0.671664771236112	1.95681248982282e-10	3.52638208692281e-08	SAMD9L (interacts with) RBPMS2	prot-prot	NA	prot-prot_NA
SNX5	RBPMS2	0.541842358498819	1.27125418547536e-06	8.26476138810308e-05	SNX5 (interacts with) RBPMS2	prot-prot	NA	prot-prot_NA
SPARC	RBPMS2	0.68167264456303	8.25191026621042e-11	1.64270585764561e-08	SPARC (interacts with) RBPMS2	prot-prot	NA	prot-prot_NA
TACC3	RBPMS2	0.800577377307322	0	0	TACC3 (interacts with) RBPMS2	prot-prot	NA	prot-prot_NA
TIMP3	RBPMS2	0.700813577114863	1.43425271659225e-11	3.27392086774125e-09	TIMP3 (interacts with) RBPMS2	prot-prot	NA	prot-prot_NA
TSC22D1	RBPMS2	0.488583675968857	1.77750134158217e-05	0.000826176189173394	TSC22D1 (interacts with) RBPMS2	prot-prot	NA	prot-prot_NA
taurine	RBPMS2	0.530329804916455	2.33639878688408e-06	0.000141506417092413	taurine (interacts with) RBPMS2	met-prot	pos	met-prot_pos
RRAS	RNASEH2A	0.549567834272317	8.34234712199233e-07	5.7511805125574e-05	RRAS (interacts with) RNASEH2A	prot-prot	NA	prot-prot_NA
SAMD9L	RNASEH2A	0.501780262290763	9.630840392294e-06	0.00048781061395288	SAMD9L (interacts with) RNASEH2A	prot-prot	NA	prot-prot_NA
SNX5	RNASEH2A	0.491019954703022	1.59037781701787e-05	0.000751442545372935	SNX5 (interacts with) RNASEH2A	prot-prot	NA	prot-prot_NA
TACC3	RNASEH2A	0.585553193559223	1.0125593385979e-07	9.12369256673473e-06	TACC3 (interacts with) RNASEH2A	prot-prot	NA	prot-prot_NA
TSC22D1	RNASEH2A	0.525592910464609	2.98196443204723e-06	0.000176647858396708	TSC22D1 (interacts with) RNASEH2A	prot-prot	NA	prot-prot_NA
SAMD9L	RRAS	0.625602533507742	7.02135327657061e-09	8.25209849621662e-07	SAMD9L (interacts with) RRAS	prot-prot	NA	prot-prot_NA
SNX5	RRAS	0.582438828111064	1.22765621446419e-07	1.08151669253655e-05	SNX5 (interacts with) RRAS	prot-prot	NA	prot-prot_NA
SPARC	RRAS	0.562300431308642	4.06974270728e-07	3.0738527271456e-05	SPARC (interacts with) RRAS	prot-prot	NA	prot-prot_NA
TACC3	RRAS	0.665406923364832	3.30199423359545e-10	5.54217071364256e-08	TACC3 (interacts with) RRAS	prot-prot	NA	prot-prot_NA
TIMP3	RRAS	0.597783201695534	4.65868290611127e-08	4.58371559497844e-06	TIMP3 (interacts with) RRAS	prot-prot	NA	prot-prot_NA
