,SUID,adjustedPValue_All_genes,description_All_genes,N_All_genes,name,nn_All_genes,nodeFillColor_All_genes,nodeFontSize_All_genes,nodeSize_All_genes,nodeType_All_genes,pValue_All_genes,selected,shared.name,X_All_genes,xx_All_genes,top,names_2,L1,L2
1089,1580536,0.010347,regulation of fibroblast proliferation,14261,48145,43,1.98517497704918,14,5.29150262212918,ellipse,0.0013748,false,48145,565,7,NA,NA,L1,L2
582,1578746,0.010377,negative regulation of cell communication,14261,10648,328,1.98394003225218,14,10,ellipse,0.0013815,false,10648,565,25,NA,NA,L1,L2
613,1578812,0.01061,positive regulation of fibroblast proliferation,14261,48146,32,1.97427830215535,14,4.89897948556636,ellipse,0.0014154,false,48146,565,6,NA,NA,NA,L2
552,1578682,0.010763,regulation of DNA binding,14261,51101,157,1.96805807153478,14,7.74596669241483,ellipse,0.0014387,false,51101,565,15,NA,NA,NA,NA
423,1578429,0.010799,regulation of nucleocytoplasmic transport,14261,46822,82,1.96659782498359,14,6.32455532033676,ellipse,0.0014465,false,46822,565,10,NA,NA,NA,NA
324,1578256,0.010809,multicellular organismal process,14261,32501,4369,1.96622501317754,14,28.7054001888146,ellipse,0.0014506,false,32501,565,206,NA,NA,NA,L2
619,1578828,0.011041,cellular nitrogen compound metabolic process,14261,34641,2077,1.9569732164819,14,20.7846096908265,ellipse,0.0014848,false,34641,565,108,NA,NA,L1,L2
4,1577744,0.01106,purine ribonucleoside monophosphate catabolic process,14261,9169,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,9169,565,2,NA,NA,NA,NA
40,1577799,0.01106,nuclear membrane organization,14261,71763,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,71763,565,2,NA,NA,NA,L2
150,1577970,0.01106,avoidance of defenses of other organism involved in symbiotic interaction,14261,51832,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,51832,565,2,NA,NA,NA,NA
163,1577990,0.01106,purine nucleoside monophosphate catabolic process,14261,9128,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,9128,565,2,NA,NA,NA,NA
197,1578044,0.01106,ribonucleoside monophosphate catabolic process,14261,9158,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,9158,565,2,NA,NA,NA,NA
207,1578061,0.01106,evasion or tolerance of defenses of other organism involved in symbiotic interaction,14261,51834,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,51834,565,2,NA,NA,NA,NA
208,1578062,0.01106,evasion or tolerance of host defenses,14261,44415,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,44415,565,2,NA,NA,NA,NA
245,1578122,0.01106,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,14261,2291,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,2291,565,2,NA,NA,NA,NA
397,1578379,0.01106,regulation of phosphatidylinositol biosynthetic process,14261,10511,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,10511,565,2,NA,NA,NA,NA
436,1578458,0.01106,AMP catabolic process,14261,6196,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,6196,565,2,NA,NA,NA,NA
515,1578608,0.01106,positive regulation of nitrogen compound metabolic process,14261,51173,677,1.95623689246667,14,13.114877048604,ellipse,0.001523,false,51173,565,43,NA,NA,NA,L2
540,1578653,0.01106,negative regulation of platelet-derived growth factor receptor signaling pathway,14261,10642,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,10642,565,2,NA,NA,NA,NA
578,1578739,0.01106,glucosamine catabolic process,14261,6043,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,6043,565,2,NA,NA,NA,NA
625,1578842,0.01106,negative regulation of multicellular organismal process,14261,51241,174,1.95623689246667,14,8,ellipse,0.001517,false,51241,565,16,NA,NA,L1,L2
714,1579026,0.01106,amino sugar catabolic process,14261,46348,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,46348,565,2,NA,NA,NA,NA
736,1579082,0.01106,avoidance of host defenses,14261,44413,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,44413,565,2,NA,NA,NA,NA
779,1579184,0.01106,tryptophan catabolic process to acetyl-CoA,14261,19442,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,19442,565,2,NA,NA,NA,NA
789,1579210,0.01106,positive regulation of cell adhesion,14261,45785,69,1.95623689246667,14,6,ellipse,0.0015351,false,45785,565,9,NA,NA,L1,L2
803,1579257,0.01106,evasion of host defenses by virus,14261,19049,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,19049,565,2,NA,NA,NA,NA
897,1579548,0.01106,regulation of isotype switching to IgA isotypes,14261,48296,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,48296,565,2,NA,NA,NA,NA
908,1579581,0.01106,axon target recognition,14261,7412,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,7412,565,2,NA,NA,NA,L2
973,1579812,0.01106,nuclear fragmentation involved in apoptotic nuclear change,14261,30264,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,30264,565,2,NA,NA,NA,NA
1007,1579972,0.01106,positive regulation of isotype switching to IgA isotypes,14261,48298,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,48298,565,2,NA,NA,NA,NA
1014,1579997,0.01106,negative regulation of homotypic cell-cell adhesion,14261,34111,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,34111,565,2,NA,NA,NA,NA
1062,1580310,0.01106,uropod organization,14261,32796,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,32796,565,2,NA,NA,NA,L2
1072,1580437,0.01106,regulation of cellular extravasation,14261,2691,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,2691,565,2,NA,NA,NA,NA
1079,1580467,0.01106,negative regulation of phosphatidylinositol biosynthetic process,14261,10512,2,1.95623689246667,14,2.82842712474619,ellipse,0.001567,false,10512,565,2,NA,NA,NA,NA
6,1577747,0.011102,regulation of stress-activated protein kinase signaling cascade,14261,70302,83,1.9546027191906,14,6.32455532033676,ellipse,0.0015877,false,70302,565,10,NA,NA,NA,L2
517,1578612,0.011102,leukocyte mediated immunity,14261,2443,83,1.9546027191906,14,6.32455532033676,ellipse,0.0015877,false,2443,565,10,NA,NA,NA,L2
673,1578936,0.011102,positive regulation of defense response,14261,31349,83,1.9546027191906,14,6.32455532033676,ellipse,0.0015877,false,31349,565,10,NA,NA,NA,L2
773,1579172,0.011102,regulation of oxidoreductase activity,14261,51341,44,1.9546027191906,14,5.29150262212918,ellipse,0.0015801,false,51341,565,7,NA,NA,NA,NA
824,1579324,0.011102,cellular response to peptide hormone stimulus,14261,71375,83,1.9546027191906,14,6.32455532033676,ellipse,0.0015877,false,71375,565,10,NA,NA,NA,NA
585,1578752,0.01128,establishment of localization,14261,51234,2607,1.94770628913051,14,22.8910462845192,ellipse,0.0016161,false,51234,565,131,NA,NA,NA,L2
1080,1580475,0.011655,negative regulation of MAPKKK cascade,14261,43409,33,1.93350334527419,14,4.89897948556636,ellipse,0.0016729,false,43409,565,6,NA,NA,NA,NA
70,1577845,0.011879,negative regulation of cell cycle,14261,45786,176,1.92522532903196,14,8,ellipse,0.0017083,false,45786,565,16,NA,NA,L1,L2
357,1578310,0.011888,tube development,14261,35295,297,1.92487647376308,14,9.59166304662544,ellipse,0.001721,false,35295,565,23,NA,NA,NA,NA
672,1578932,0.011888,post-Golgi vesicle-mediated transport,14261,6892,57,1.92487647376308,14,5.65685424949238,ellipse,0.0017224,false,6892,565,8,NA,NA,NA,NA
1015,1580007,0.011888,integrin-mediated signaling pathway,14261,7229,57,1.92487647376308,14,5.65685424949238,ellipse,0.0017224,false,7229,565,8,NA,NA,NA,NA
1099,1580636,0.011888,protein heterooligomerization,14261,51291,57,1.92487647376308,14,5.65685424949238,ellipse,0.0017224,false,51291,565,8,NA,NA,NA,NA
45,1577807,0.012021,cell cycle process,14261,22402,582,1.92007162322236,14,12.328828005938,ellipse,0.0017447,false,22402,565,38,NA,NA,L1,L2
1040,1580199,0.012037,gland development,14261,48732,193,1.91946444500324,14,8.24621125123532,ellipse,0.0017504,false,48732,565,17,NA,NA,NA,NA
638,1578868,0.012054,regulation of nervous system development,14261,51960,227,1.91888104083073,14,8.71779788708135,ellipse,0.0017559,false,51960,565,19,NA,NA,NA,L2
229,1578096,0.012124,positive regulation of leukocyte chemotaxis,14261,2690,23,1.91634674706602,14,4.47213595499958,ellipse,0.0017824,false,2690,565,5,NA,NA,NA,NA
800,1579242,0.012124,nucleobase metabolic process,14261,9112,23,1.91634674706602,14,4.47213595499958,ellipse,0.0017824,false,9112,565,5,NA,NA,NA,L2
847,1579399,0.012124,production of small RNA involved in gene silencing by RNA,14261,70918,14,1.91634674706602,14,4,ellipse,0.0017763,false,70918,565,4,NA,NA,NA,NA
906,1579577,0.012124,dsRNA fragmentation,14261,31050,14,1.91634674706602,14,4,ellipse,0.0017763,false,31050,565,4,NA,NA,NA,NA
920,1579627,0.012124,cellular response to dsRNA,14261,71359,14,1.91634674706602,14,4,ellipse,0.0017763,false,71359,565,4,NA,NA,NA,L2
547,1578668,0.012257,alcohol biosynthetic process,14261,46165,45,1.91162436564744,14,5.29150262212918,ellipse,0.0018084,false,46165,565,7,NA,NA,NA,NA
1041,1580204,0.012257,regulation of translational initiation,14261,6446,45,1.91162436564744,14,5.29150262212918,ellipse,0.0018084,false,6446,565,7,NA,NA,NA,L2
601,1578785,0.012635,regulation of anatomical structure size,14261,90066,317,1.89841611679985,14,9.79795897113271,ellipse,0.0018676,false,90066,565,24,NA,NA,NA,L2
192,1578036,0.012675,cytoskeleton organization,14261,7010,448,1.8970484438895,14,11.13552872566,ellipse,0.0018769,false,7010,565,31,NA,NA,NA,L2
182,1578020,0.012858,regulation of retinal cell programmed cell death,14261,46668,7,1.89081494740158,14,3.46410161513775,ellipse,0.0019212,false,46668,565,3,NA,NA,L1,L2
347,1578292,0.012858,negative regulation of response to biotic stimulus,14261,2832,7,1.89081494740158,14,3.46410161513775,ellipse,0.0019212,false,2832,565,3,NA,NA,NA,L2
385,1578357,0.012858,antigen processing and presentation of exogenous antigen,14261,19884,7,1.89081494740158,14,3.46410161513775,ellipse,0.0019212,false,19884,565,3,NA,NA,NA,L2
444,1578473,0.012858,tetrahydrobiopterin metabolic process,14261,46146,7,1.89081494740158,14,3.46410161513775,ellipse,0.0019212,false,46146,565,3,NA,NA,NA,NA
1000,1579916,0.012858,chronic inflammatory response,14261,2544,7,1.89081494740158,14,3.46410161513775,ellipse,0.0019212,false,2544,565,3,NA,NA,NA,L2
164,1577992,0.012895,negative regulation of hydrolase activity,14261,51346,58,1.88958450002556,14,5.65685424949238,ellipse,0.0019301,false,51346,565,8,NA,NA,NA,NA
275,1578172,0.012971,regulation of DNA metabolic process,14261,51052,130,1.88703028954592,14,7.21110255092798,ellipse,0.0019449,false,51052,565,13,NA,NA,NA,L2
531,1578638,0.013078,monosaccharide biosynthetic process,14261,46364,34,1.88345944491535,14,4.89897948556636,ellipse,0.0019645,false,46364,565,6,NA,NA,NA,NA
361,1578317,0.0137,regulation of multi-organism process,14261,43900,46,1.86328687324108,14,5.29150262212918,ellipse,0.0020615,false,43900,565,7,NA,NA,L1,L2
560,1578699,0.01382,regulation of cellular response to stress,14261,80135,131,1.85950305103056,14,7.21110255092798,ellipse,0.0020833,false,80135,565,13,NA,NA,NA,L2
409,1578402,0.014328,regulation of leukocyte mediated cytotoxicity,14261,1910,24,1.84381111899649,14,4.47213595499958,ellipse,0.002179,false,1910,565,5,NA,NA,NA,L2
556,1578690,0.014328,positive regulation of mitosis,14261,45840,24,1.84381111899649,14,4.47213595499958,ellipse,0.002179,false,45840,565,5,NA,NA,NA,L2
573,1578729,0.014328,regulation of immunoglobulin production,14261,2637,24,1.84381111899649,14,4.47213595499958,ellipse,0.002179,false,2637,565,5,NA,NA,NA,NA
731,1579062,0.014328,positive regulation of nuclear division,14261,51785,24,1.84381111899649,14,4.47213595499958,ellipse,0.002179,false,51785,565,5,NA,NA,NA,L2
827,1579337,0.014328,apoptotic nuclear change,14261,30262,24,1.84381111899649,14,4.47213595499958,ellipse,0.002179,false,30262,565,5,NA,NA,NA,NA
256,1578140,0.015272,positive regulation of protein import into nucleus, translocation,14261,33160,15,1.81610800064322,14,4,ellipse,0.002347,false,33160,565,4,NA,NA,NA,NA
360,1578315,0.015272,regulation of viral genome replication,14261,45069,15,1.81610800064322,14,4,ellipse,0.002347,false,45069,565,4,NA,NA,NA,L2
561,1578702,0.015272,ribonucleotide catabolic process,14261,9261,15,1.81610800064322,14,4,ellipse,0.002347,false,9261,565,4,NA,NA,NA,NA
839,1579377,0.015272,nucleoside diphosphate metabolic process,14261,9132,15,1.81610800064322,14,4,ellipse,0.002347,false,9132,565,4,NA,NA,NA,NA
974,1579815,0.015272,response to vitamin,14261,33273,102,1.81610800064322,14,6.6332495807108,ellipse,0.0023355,false,33273,565,11,NA,NA,NA,L2
1048,1580239,0.015272,purine base metabolic process,14261,6144,15,1.81610800064322,14,4,ellipse,0.002347,false,6144,565,4,NA,NA,NA,NA
115,1577915,0.016205,mitotic cell cycle,14261,278,380,1.7903489558142,14,10.3923048454133,ellipse,0.0024948,false,278,565,27,NA,NA,NA,L2
272,1578167,0.016277,regulation of DNA replication,14261,6275,74,1.78842603843981,14,6,ellipse,0.0025145,false,6275,565,9,NA,NA,NA,NA
915,1579599,0.016277,B cell activation,14261,42113,74,1.78842603843981,14,6,ellipse,0.0025145,false,42113,565,9,NA,NA,NA,NA
109,1577905,0.016817,actin cytoskeleton organization,14261,30036,235,1.77424794096151,14,8.71779788708135,ellipse,0.0026024,false,30036,565,19,NA,NA,NA,L2
584,1578750,0.016919,negative regulation of proteolysis,14261,45861,25,1.77162264629953,14,4.47213595499958,ellipse,0.0026363,false,45861,565,5,NA,NA,NA,L2
696,1578988,0.016919,porphyrin biosynthetic process,14261,6779,25,1.77162264629953,14,4.47213595499958,ellipse,0.0026363,false,6779,565,5,NA,NA,NA,NA
703,1579002,0.016919,tetrapyrrole biosynthetic process,14261,33014,25,1.77162264629953,14,4.47213595499958,ellipse,0.0026363,false,33014,565,5,NA,NA,NA,NA
856,1579426,0.016919,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,14261,2824,25,1.77162264629953,14,4.47213595499958,ellipse,0.0026363,false,2824,565,5,NA,NA,NA,NA
968,1579789,0.017048,exocrine system development,14261,35272,36,1.76832076952136,14,4.89897948556636,ellipse,0.0026609,false,35272,565,6,NA,NA,NA,NA
84,1577867,0.017062,cell projection organization,14261,30030,363,1.76796564127873,14,10.1980390271856,ellipse,0.0026677,false,30030,565,26,NA,NA,L1,L2
1066,1580339,0.01762,regulation of protein catabolic process,14261,42176,75,1.75399960396618,14,6,ellipse,0.0027596,false,42176,565,9,NA,NA,L1,L2
963,1579770,0.01781,regulation of cell size,14261,8361,219,1.7493377896063,14,8.48528137423857,ellipse,0.0027941,false,8361,565,18,NA,NA,NA,NA
558,1578694,0.018098,cellular macromolecule catabolic process,14261,44265,441,1.74237260518097,14,10.9544511501033,ellipse,0.0028441,false,44265,565,30,NA,NA,NA,L2
476,1578536,0.018545,regulation of inflammatory response,14261,50727,90,1.73178444204002,14,6.32455532033676,ellipse,0.0029192,false,50727,565,10,NA,NA,NA,NA
65,1577837,0.018661,response to UV,14261,9411,62,1.72906152804773,14,5.65685424949238,ellipse,0.0029657,false,9411,565,8,NA,NA,NA,NA
240,1578114,0.018661,deoxyribonucleotide biosynthetic process,14261,9263,8,1.72906152804773,14,3.46410161513775,ellipse,0.0029838,false,9263,565,3,NA,NA,NA,NA
481,1578544,0.018661,myeloid leukocyte activation,14261,2274,49,1.72906152804773,14,5.29150262212918,ellipse,0.0029874,false,2274,565,7,NA,NA,NA,L2
496,1578571,0.018661,purine base biosynthetic process,14261,9113,8,1.72906152804773,14,3.46410161513775,ellipse,0.0029838,false,9113,565,3,NA,NA,NA,NA
593,1578768,0.018661,positive regulation of isotype switching,14261,45830,8,1.72906152804773,14,3.46410161513775,ellipse,0.0029838,false,45830,565,3,NA,NA,NA,NA
608,1578800,0.018661,activation of caspase activity by cytochrome c,14261,8635,8,1.72906152804773,14,3.46410161513775,ellipse,0.0029838,false,8635,565,3,NA,NA,NA,NA
632,1578856,0.018661,lymphocyte apoptosis,14261,70227,8,1.72906152804773,14,3.46410161513775,ellipse,0.0029838,false,70227,565,3,NA,NA,NA,NA
802,1579253,0.018661,liver development,14261,1889,62,1.72906152804773,14,5.65685424949238,ellipse,0.0029657,false,1889,565,8,NA,NA,NA,NA
939,1579688,0.018661,cell adhesion mediated by integrin,14261,33627,8,1.72906152804773,14,3.46410161513775,ellipse,0.0029838,false,33627,565,3,NA,NA,NA,L2
1075,1580450,0.018661,SMAD protein complex assembly,14261,7183,8,1.72906152804773,14,3.46410161513775,ellipse,0.0029838,false,7183,565,3,NA,NA,NA,NA
219,1578080,0.018785,regulation of epidermal growth factor receptor activity,14261,7176,16,1.7261843675775,14,4,ellipse,0.0030323,false,7176,565,4,NA,NA,NA,L2
590,1578763,0.018785,regulation of bone resorption,14261,45124,16,1.7261843675775,14,4,ellipse,0.0030323,false,45124,565,4,NA,NA,NA,L2
938,1579686,0.018785,regulation of collagen biosynthetic process,14261,32965,16,1.7261843675775,14,4,ellipse,0.0030323,false,32965,565,4,NA,NA,NA,NA
964,1579773,0.018785,regulation of bone remodeling,14261,46850,16,1.7261843675775,14,4,ellipse,0.0030323,false,46850,565,4,NA,NA,NA,NA
1103,1580694,0.018785,regulation of release of sequestered calcium ion into cytosol,14261,51279,16,1.7261843675775,14,4,ellipse,0.0030323,false,51279,565,4,NA,NA,NA,NA
977,1579831,0.019386,protein folding,14261,6457,170,1.7125207542605,14,7.74596669241483,ellipse,0.0031344,false,6457,565,15,NA,NA,NA,NA
148,1577966,0.019424,embryo implantation,14261,7566,26,1.71166532176312,14,4.47213595499958,ellipse,0.0031592,false,7566,565,5,NA,NA,NA,NA
304,1578218,0.019424,negative regulation of immune system process,14261,2683,91,1.71166532176312,14,6.32455532033676,ellipse,0.0031665,false,2683,565,10,NA,NA,L1,L2
769,1579156,0.019424,regulation of macrophage derived foam cell differentiation,14261,10743,26,1.71166532176312,14,4.47213595499958,ellipse,0.0031592,false,10743,565,5,NA,NA,NA,NA
855,1579425,0.019424,positive regulation of adaptive immune response,14261,2821,26,1.71166532176312,14,4.47213595499958,ellipse,0.0031592,false,2821,565,5,NA,NA,NA,NA
1027,1580081,0.019424,regulation of neuron apoptosis,14261,43523,91,1.71166532176312,14,6.32455532033676,ellipse,0.0031665,false,43523,565,10,NA,NA,L1,L2
1044,1580220,0.0201,hepaticobiliary system development,14261,61008,63,1.69680025238757,14,5.65685424949238,ellipse,0.0032821,false,61008,565,8,NA,NA,NA,NA
1100,1580653,0.020214,actin filament organization,14261,7015,77,1.69434168628506,14,6,ellipse,0.0033061,false,7015,565,9,NA,NA,NA,NA
653,1578898,0.020776,anatomical structure homeostasis,14261,60249,107,1.68243083327166,14,6.6332495807108,ellipse,0.0034036,false,60249,565,11,NA,NA,NA,NA
903,1579566,0.020976,organelle fission,14261,48285,241,1.67827776560295,14,8.71779788708135,ellipse,0.0034419,false,48285,565,19,NA,NA,NA,L2
837,1579373,0.021464,acute-phase response,14261,6953,38,1.66828775559759,14,4.89897948556636,ellipse,0.0035277,false,6953,565,6,NA,NA,NA,NA
463,1578513,0.021537,amine metabolic process,14261,9308,409,1.66682369910018,14,10.5830052442584,ellipse,0.0035454,false,9308,565,28,NA,NA,NA,L2
122,1577925,0.021891,negative regulation of protein ubiquitination,14261,31397,78,1.65973303112003,14,6,ellipse,0.0036096,false,31397,565,9,NA,NA,NA,NA
799,1579234,0.021943,response to heat,14261,9408,64,1.65869881758874,14,5.65685424949238,ellipse,0.003624,false,9408,565,8,NA,NA,L1,L2
618,1578826,0.022668,negative regulation of lymphocyte activation,14261,51250,51,1.6445933315077,14,5.29150262212918,ellipse,0.0037618,false,51250,565,7,NA,NA,NA,NA
718,1579035,0.022668,positive regulation of lipid metabolic process,14261,45834,51,1.6445933315077,14,5.29150262212918,ellipse,0.0037618,false,45834,565,7,NA,NA,NA,L2
872,1579476,0.022668,pyruvate metabolic process,14261,6090,27,1.6445933315077,14,4.47213595499958,ellipse,0.0037529,false,6090,565,5,NA,NA,NA,NA
329,1578264,0.023006,branching involved in salivary gland morphogenesis,14261,60445,17,1.63816014094011,14,4,ellipse,0.0038425,false,60445,565,4,NA,NA,NA,NA
466,1578518,0.023006,regulation of protein tyrosine kinase activity,14261,61097,17,1.63816014094011,14,4,ellipse,0.0038425,false,61097,565,4,NA,NA,NA,NA
529,1578635,0.023006,regulation of collagen metabolic process,14261,10712,17,1.63816014094011,14,4,ellipse,0.0038425,false,10712,565,4,NA,NA,NA,L2
650,1578892,0.023006,positive regulation of acute inflammatory response,14261,2675,17,1.63816014094011,14,4,ellipse,0.0038425,false,2675,565,4,NA,NA,NA,NA
866,1579458,0.023519,regeneration,14261,31099,79,1.62858430241441,14,6,ellipse,0.0039344,false,31099,565,9,NA,NA,NA,NA
100,1577892,0.02383,regulation of protein secretion,14261,50708,65,1.62287177544573,14,5.65685424949238,ellipse,0.0039929,false,50708,565,8,NA,NA,NA,NA
772,1579168,0.023938,regulation of neurogenesis,14261,50767,209,1.62090673223038,14,8.24621125123532,ellipse,0.0040174,false,50767,565,17,NA,NA,NA,NA
1104,1580696,0.023989,mononuclear cell proliferation,14261,32943,39,1.61998609351103,14,4.89897948556636,ellipse,0.0040323,false,32943,565,6,NA,NA,NA,NA
314,1578238,0.024958,induction of apoptosis by intracellular signals,14261,8629,52,1.60278172862907,14,5.29150262212918,ellipse,0.0042019,false,8629,565,7,NA,NA,NA,NA
283,1578185,0.024982,negative regulation of cell size,14261,45792,110,1.602380877594,14,6.6332495807108,ellipse,0.0042125,false,45792,565,11,NA,NA,NA,L2
85,1577868,0.025052,cell projection assembly,14261,30031,80,1.60115561607108,14,6,ellipse,0.0042818,false,30031,565,9,NA,NA,NA,L2
101,1577893,0.025052,regulation of immunoglobulin secretion,14261,51023,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,51023,565,3,NA,NA,NA,NA
377,1578343,0.025052,regulation of fever,14261,31620,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,31620,565,3,NA,NA,NA,NA
398,1578381,0.025052,regulation of meiosis,14261,40020,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,40020,565,3,NA,NA,NA,NA
414,1578412,0.025052,purine nucleoside biosynthetic process,14261,42451,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,42451,565,3,NA,NA,NA,NA
415,1578413,0.025052,purine ribonucleoside biosynthetic process,14261,46129,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,46129,565,3,NA,NA,NA,NA
421,1578425,0.025052,nucleoside biosynthetic process,14261,9163,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,9163,565,3,NA,NA,NA,NA
498,1578574,0.025052,regulation of defense response to virus by host,14261,50691,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,50691,565,3,NA,NA,NA,NA
614,1578815,0.025052,B cell homeostasis,14261,1782,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,1782,565,3,NA,NA,NA,NA
762,1579139,0.025052,positive regulation of fever,14261,31622,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,31622,565,3,NA,NA,NA,NA
833,1579362,0.025052,negative regulation of growth,14261,45926,126,1.60115561607108,14,6.92820323027551,ellipse,0.0042665,false,45926,565,12,NA,NA,L1,L2
857,1579429,0.025052,generation of neurons,14261,48699,593,1.60115561607108,14,12.1655250605964,ellipse,0.0042583,false,48699,565,37,NA,NA,NA,NA
892,1579536,0.025052,regulation of mitochondrial membrane permeability,14261,46902,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,46902,565,3,NA,NA,NA,L2
978,1579832,0.025052,protein refolding,14261,42026,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,42026,565,3,NA,NA,NA,NA
1013,1579993,0.025052,deoxyribonucleoside triphosphate metabolic process,14261,9200,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,9200,565,3,NA,NA,NA,NA
1033,1580166,0.025052,response to arsenic,14261,46685,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,46685,565,3,NA,NA,NA,L2
1034,1580179,0.025052,ribonucleoside biosynthetic process,14261,42455,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,42455,565,3,NA,NA,NA,NA
1084,1580487,0.025052,neutrophil activation,14261,42119,9,1.60115561607108,14,3.46410161513775,ellipse,0.0043447,false,42119,565,3,NA,NA,NA,NA
36,1577793,0.02519,protein catabolic process,14261,30163,339,1.59876867076071,14,9.79795897113271,ellipse,0.0044203,false,30163,565,24,NA,NA,NA,NA
165,1577993,0.02519,negative regulation of peptidase activity,14261,10466,28,1.59876867076071,14,4.47213595499958,ellipse,0.0044224,false,10466,565,5,NA,NA,NA,NA
228,1578095,0.02519,regulation of leukocyte chemotaxis,14261,2688,28,1.59876867076071,14,4.47213595499958,ellipse,0.0044224,false,2688,565,5,NA,NA,NA,NA
243,1578119,0.02519,organ morphogenesis,14261,9887,635,1.59876867076071,14,12.4899959967968,ellipse,0.0044136,false,9887,565,39,NA,NA,NA,NA
408,1578400,0.02519,regulation of cell killing,14261,31341,28,1.59876867076071,14,4.47213595499958,ellipse,0.0044224,false,31341,565,5,NA,NA,L1,L2
532,1578639,0.02519,hexose biosynthetic process,14261,19319,28,1.59876867076071,14,4.47213595499958,ellipse,0.0044224,false,19319,565,5,NA,NA,NA,NA
806,1579264,0.02519,regulation of morphogenesis of a branching structure,14261,60688,28,1.59876867076071,14,4.47213595499958,ellipse,0.0044224,false,60688,565,5,NA,NA,NA,L2
1071,1580433,0.02519,response to interleukin-1,14261,70555,28,1.59876867076071,14,4.47213595499958,ellipse,0.0044224,false,70555,565,5,NA,NA,NA,L2
15,1577761,0.025327,regulation of phospholipid biosynthetic process,14261,71071,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,71071,565,2,NA,NA,NA,NA
16,1577762,0.025327,negative regulation of phospholipid biosynthetic process,14261,71072,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,71072,565,2,NA,NA,NA,NA
91,1577878,0.025327,positive regulation of peptidyl-threonine phosphorylation,14261,10800,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,10800,565,2,NA,NA,NA,L2
193,1578037,0.025327,cleavage of cytoskeletal proteins involved in apoptosis,14261,6923,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,6923,565,2,NA,NA,NA,NA
276,1578174,0.025327,adenosine metabolic process,14261,46085,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,46085,565,2,NA,NA,NA,NA
321,1578250,0.025327,salivary gland cavitation,14261,60662,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,60662,565,2,NA,NA,NA,NA
337,1578277,0.025327,regulation of cytoskeleton organization,14261,51493,143,1.59641081057923,14,7.21110255092798,ellipse,0.0044716,false,51493,565,13,NA,NA,NA,NA
388,1578364,0.025327,negative regulation of plasminogen activation,14261,10757,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,10757,565,2,NA,NA,NA,NA
548,1578670,0.025327,negative regulation of protein amino acid phosphorylation,14261,1933,40,1.59641081057923,14,4.89897948556636,ellipse,0.0045884,false,1933,565,6,NA,NA,L1,L2
