"","ID","EQUATION","GENE.ASSOCIATION","SUBSYSTEM"
"8520","MAR01560","H2O[e] + Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})[e] => glucose[e] + Glycogen, Structure 5 (Glycogenin-2[1,4-Glc])[e]","ENSG00000090402","Starch and sucrose metabolism"
"8521","MAR01561","octanoyl-CoA[c] <=> octanoyl-CoA[x]",NA,"Transport reactions"
"8522","MAR01562","oleoyl-CoA[c] <=> oleoyl-CoA[x]",NA,"Transport reactions"
"8523","MAR01563","4-oxo-13-cis-retinoate[c] <=> 4-oxo-13-cis-retinoate[n]",NA,"Transport reactions"
"8524","MAR01564","13-cis-oxo-retinoate[c] <=> 13-cis-oxo-retinoate[n]",NA,"Transport reactions"
"8525","MAR01566","oxalate[x] => oxalate[c]",NA,"Transport reactions"
"8526","MAR01567","5beta-cholestane-3alpha,7alpha,26-triol[m] + H+[m] + NADPH[m] + O2[m] => 3alpha,7alpha-dihydroxy-5beta-cholestan-26-al[m] + 2 H2O[m] + NADP+[m]","ENSG00000135929","Bile acid biosynthesis"
"8527","MAR01569","H+[r] + NADPH[r] + O2[r] + 24-hydroxycholesterol[r] => H2O[r] + NADP+[r] + cholest-5-ene-3beta,7alpha,24(S)-triol[r]","ENSG00000146233","Bile acid biosynthesis"
"8528","MAR01571","cholesterol[r] + H+[r] + NADPH[r] + O2[r] => H2O[r] + NADP+[r] + 24-hydroxycholesterol[r]","ENSG00000036530","Bile acid biosynthesis"
"8529","MAR01574","26-hydroxycholesterol[r] + H+[r] + NADPH[r] + O2[r] => H2O[r] + NADP+[r] + cholest-5-ene-3beta,7alpha,27-triol[r]","ENSG00000172817","Bile acid biosynthesis"
"8530","MAR01575","20-OH-LTB4[r] + NADPH[r] + 1.5 O2[r] => 20-COOH-LTB4[r] + 2 H2O[r] + NADP+[r]",NA,"Eicosanoid metabolism"
"8531","MAR01578","cholesterol[m] + H+[m] + NADPH[m] + O2[m] <=> H2O[m] + NADP+[m] + 20-hydroxycholesterol[m]",NA,"Cholesterol metabolism"
"8532","MAR01579","phosphatidate-LD-TAG pool[c] <=> phosphatidate-LD-TAG pool[r]",NA,"Transport reactions"
"8533","MAR01580","phosphatidate-LD-TAG pool[c] <=> phosphatidate-LD-TAG pool[g]",NA,"Transport reactions"
"8534","MAR01582","phosphatidate-LD-TAG pool[c] <=> phosphatidate-LD-TAG pool[n]",NA,"Transport reactions"
"8535","MAR01583","ATP[c] + H2O[c] + PC-LD pool[m] => ADP[c] + H+[c] + PC-LD pool[c] + Pi[c]","ENSG00000206190","Transport reactions"
"8536","MAR01586","H2O[m] + PC-LD pool[m] => choline[m] + H+[m] + phosphatidate-LD-PC pool[m]","ENSG00000075651","Glycerophospholipid metabolism"
"8537","MAR01587","O-propanoylcarnitine[x] => O-propanoylcarnitine[c]",NA,"Fatty acid oxidation"
"8538","MAR01588","O-propanoylcarnitine[c] <=> O-propanoylcarnitine[m]","ENSG00000178537","Fatty acid oxidation"
"8539","MAR01591","ATP[r] + CoA[r] + H+[r] + Pseudoecgonine[r] => AMP[r] + PPi[r] + Pseudoecgonyl Coenzyme A[r]",NA,"Alkaloids biosynthesis"
"8540","MAR01594","ATP[c] + H2O[c] + PE-LD pool[e] => ADP[c] + H+[c] + PE-LD pool[c] + Pi[c]","ENSG00000005471 or ENSG00000124406 or ENSG00000206190","Transport reactions"
"8541","MAR01596","ATP[c] + H2O[c] + PE-LD pool[c] => ADP[c] + H+[c] + PE-LD pool[m] + Pi[c]","ENSG00000124406 or ENSG00000206190","Transport reactions"
"8542","MAR01597","[protein]-L-lysine[e] <=> [protein]-L-lysine[n]",NA,"Transport reactions"
"8543","MAR01600","3 CoA[x] + 3 H2O[x] + 3 NAD+[x] + 2 O2[x] + Pristanoyl Coenzyme A[x] => acetyl-CoA[x] + 5 H+[x] + 2 H2O2[x] + 3 NADH[x] + 2 propanoyl-CoA[x] + 4,8-Dimethylnonanoyl Coenzyme A[x]","ENSG00000060971 and ENSG00000087008 and ENSG00000113790 and ENSG00000133835","Fatty acid oxidation"
"8544","MAR01601","PE-LD pool[e] <=> PE-LD pool[c]",NA,"Transport reactions"
"8545","MAR01603","PE-LD pool[m] + 3 SAM[m] => 3 H+[m] + 3 SAH[m] + PC-LD pool[m]","ENSG00000133027","Glycerophospholipid metabolism"
"8546","MAR01606","PE-LD pool[r] + 3 SAM[r] => 3 H+[r] + PC-LD pool[r] + 3 SAH[r]","ENSG00000133027","Glycerophospholipid metabolism"
"8547","MAR01607","PG-CL pool[e] <=> PG-CL pool[c]",NA,"Transport reactions"
"8548","MAR01612","H2O[c] + PGP-CL pool[c] => Pi[c] + PG-CL pool[c]","ENSG00000110536","Glycerophospholipid metabolism"
"8549","MAR01615","sn-glycerol-3-phosphate[c] + CDP-diacylglycerol-CL pool[c] => CMP[c] + H+[c] + PGP-CL pool[c]","ENSG00000087157","Glycerophospholipid metabolism"
"8550","MAR01616","AKG[m] + phenylalanine[m] <=> glutamate[m] + phenylpyruvate[m]","ENSG00000125166 or ENSG00000198650","Phenylalanine metabolism"
"8551","MAR01617","Phytanate[e] <=> Phytanate[c]",NA,"Transport reactions"
"8552","MAR01618","ATP[r] + 1-phosphatidyl-1D-myo-inositol-4-phosphate[r] => ADP[r] + H+[r] + 1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate[r]","ENSG00000133056","Inositol phosphate metabolism"
"8553","MAR01621","Pi[r] <=> Pi[c]","ENSG00000137700","Transport reactions"
"8554","MAR01626","Pi[c] <=> Pi[x]",NA,"Transport reactions"
"8555","MAR01628","ATP[x] + (R)-5-phosphomevalonate[x] => ADP[x] + (R)-5-diphosphomevalonate[x]","ENSG00000163344","Cholesterol metabolism"
"8556","MAR01633","palmitoyl-CoA[c] <=> palmitoyl-CoA[x]",NA,"Transport reactions"
"8557","MAR01634","ATP[m] + pantothenate[m] => ADP[m] + H+[m] + D-4-phosphopantothenate[m]","ENSG00000125779","CoA synthesis"
"8558","MAR01636","ATP[c] + H2O[c] + Na+[e] + pantothenate[e] => ADP[c] + H+[c] + Na+[c] + pantothenate[c] + Pi[c]","ENSG00000138074","Transport reactions"
"8559","MAR01640","propanoate[e] => propanoate[c]",NA,"Transport reactions"
"8560","MAR01641","propanoate[c] => propanoate[m]",NA,"Transport reactions"
"8561","MAR01643","3 O2[m] + 2 protoporphyrinogen IX[m] => 6 H2O[m] + 2 protoporphyrin[m]","ENSG00000143224","Heme synthesis"
"8562","MAR01645","2(S)-pristanal[x] <=> 2(S)-pristanal[c]",NA,"Transport reactions"
"8563","MAR01647","Pristanoyl Coenzyme A[x] <=> Pristanoyl Coenzyme A[c]",NA,"Transport reactions"
"8564","MAR01648","pristanic acid[x] <=> pristanic acid[c]",NA,"Transport reactions"
"8565","MAR01649","O2[r] + AKG[r] + proline[r] => CO2[r] + succinate[r] + trans-4-hydroxy-L-proline[r]","(ENSG00000122884 and ENSG00000185624) or (ENSG00000072682 and ENSG00000185624)","Arginine and proline metabolism"
"8566","MAR01650","H+[l] + proline[l] <=> H+[c] + proline[c]","ENSG00000123643","Transport reactions"
"8567","MAR01654","proline[c] => proline[m]",NA,"Transport reactions"
"8568","MAR01655","H2O[x] + acrylyl-CoA[x] => 3-hydroxypropionyl-CoA[x]","ENSG00000113790","Beta-alanine metabolism"
"8569","MAR01657","PS-LD pool[c] <=> PS-LD pool[g]",NA,"Transport reactions"
"8570","MAR01658","H+[m] + PS-LD pool[m] => CO2[m] + PE-LD pool[m]","ENSG00000241878","Glycerophospholipid metabolism"
"8571","MAR01661","ATP[c] + H2O[c] + PS-LD pool[e] => ADP[c] + H+[c] + Pi[c] + PS-LD pool[c]","ENSG00000124406 or ENSG00000206190","Transport reactions"
"8572","MAR01664","ATP[c] + H2O[c] + PS-LD pool[c] => ADP[c] + H+[c] + Pi[c] + PS-LD pool[m]","ENSG00000124406 or ENSG00000206190","Transport reactions"
"8573","MAR01669","PS-LD pool[e] <=> PS-LD pool[c]",NA,"Transport reactions"
"8574","MAR01671","pentadecanoylcarnitine[c] <=> pentadecanoylcarnitine[m]","ENSG00000178537","Fatty acid oxidation"
"8575","MAR01674","H2O[x] + Pristanoyl Coenzyme A[x] => CoA[x] + H+[x] + pristanic acid[x]","ENSG00000119673","Fatty acid oxidation"
"8576","MAR01675","H2O[x] + phytanoyl-CoA[x] => CoA[x] + H+[x] + Phytanate[x]","ENSG00000119673","Fatty acid oxidation"
"8577","MAR01677","H2O[x] + (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[x] => CoA[x] + H+[x] + adrenic acid[x]","ENSG00000119673","Fatty acid oxidation"
"8578","MAR01680","pyridoxamine-phosphate[c] <=> pyridoxamine-phosphate[m]",NA,"Transport reactions"
"8579","MAR01683","pyridoxal-phosphate[c] <=> pyridoxal-phosphate[m]",NA,"Transport reactions"
"8580","MAR01686","retinoate[c] <=> retinoate[n]",NA,"Transport reactions"
"8581","MAR01688","13-cis-retinoate[c] <=> 13-cis-retinoate[n]",NA,"Transport reactions"
"8582","MAR01690","9-cis-retinol[c] + NADP+[c] => 9-cis-retinal[c] + H+[c] + NADPH[c]","ENSG00000072042 or ENSG00000080511 or ENSG00000139988 or ENSG00000160439 or ENSG00000170786 or ENSG00000240857","Vitamin A metabolism"
"8583","MAR01698","retinyl-ester[c] => retinyl-ester[e]",NA,"Transport reactions"
"8584","MAR01705","Fatty Acid 9-Cis-Retinol[c] => Fatty Acid 9-Cis-Retinol[e]",NA,"Transport reactions"
"8585","MAR01707","H+[e] + ribose[e] => H+[c] + ribose[c]",NA,"Transport reactions"
"8586","MAR01709","4,8-Dimethylnonanoyl Coenzyme A[c] <=> 4,8-Dimethylnonanoyl Coenzyme A[x]","ENSG00000116171","Transport reactions"
"8587","MAR01711","7 3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[x] + 3 CO2[x] + 8 CoA[x] + 2 H2O[x] => 8 propanoyl-CoA[x] + 7 Chenodeoxyglycocholoyl Coenzyme A[x]","ENSG00000116171","Bile acid biosynthesis"
"8588","MAR01712","Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)[g] <=> Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)[l]",NA,"Transport reactions"
"8589","MAR01713","2 H2O[c] + de-Fuc, GlcNAc removed PA6 (wo peptide linkage)[c] => 2 N-acetylneuraminate[c] + l2n2m2mn[c]","ENSG00000115488 or ENSG00000204099","N-glycan metabolism"
"8590","MAR01714","H+[r] + NADPH[r] + O2[r] + squalene[r] => H2O[r] + NADP+[r] + squalene 2,3-oxide[r]","ENSG00000104549","Cholesterol metabolism"
"8591","MAR01715","H+[r] + NADPH[r] + 2 farnesyl-PP[r] => NADP+[r] + 2 PPi[r] + squalene[r]","ENSG00000079459","Cholesterol metabolism"
"8592","MAR01719","stearoyl-CoA[c] <=> stearoyl-CoA[x]",NA,"Transport reactions"
"8593","MAR01721","(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[c] <=> (6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[m]","ENSG00000178537","Fatty acid oxidation"
"8594","MAR01724","4-hydroxyphenyllactate[m] => H2O[m] + 4-coumarate[m]",NA,"Ubiquinone synthesis"
"8595","MAR01728","TAG-VLDL pool[e] <=> TAG-VLDL pool[c]",NA,"Transport reactions"
"8596","MAR01731","taurocholate[e] <=> taurocholate[c]",NA,"Transport reactions"
"8597","MAR01732","taurocholate[x] <=> taurocholate[c]",NA,"Transport reactions"
"8598","MAR01733","taurochenodeoxycholate[e] <=> taurochenodeoxycholate[c]",NA,"Transport reactions"
"8599","MAR01734","taurochenodeoxycholate[x] <=> taurochenodeoxycholate[c]",NA,"Transport reactions"
"8600","MAR01736","CoA[m] + (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[m] <=> L-carnitine[m] + (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[m]","ENSG00000157184","Fatty acid oxidation"
"8601","MAR01755","(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[c] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[m]","ENSG00000178537","Fatty acid oxidation"
"8602","MAR01757","CoA[m] + (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[m] <=> L-carnitine[m] + (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[m]","ENSG00000157184","Fatty acid oxidation"
"8603","MAR01763","(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[c] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[m]","ENSG00000178537","Fatty acid oxidation"
"8604","MAR01773","CoA[m] + (9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[m] <=> L-carnitine[m] + (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[m]","ENSG00000157184","Fatty acid oxidation"
"8605","MAR01775","(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[c] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[m]","ENSG00000178537","Fatty acid oxidation"
"8606","MAR01779","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[m] <=> 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[x]",NA,"Transport reactions"
"8607","MAR01780","H2O[c] + THF[e] <=> H2O[e] + THF[c]","ENSG00000173638","Transport reactions"
"8608","MAR01782","H2O[c] + thiamin-P[e] <=> H2O[e] + thiamin-P[c]","ENSG00000173638","Transport reactions"
"8609","MAR01788","H2O[m] + thiamin-P[c] <=> H2O[c] + thiamin-P[m]",NA,"Transport reactions"
"8610","MAR01789","2 H2O[m] + thiamin-PP[c] => 2 H2O[c] + thiamin-PP[m]",NA,"Transport reactions"
"8611","MAR01791","thiamin[c] + H+[i] => H+[m] + thiamin[m]",NA,"Transport reactions"
"8612","MAR01793","3 H2O[e] + thiamin-PPP[c] => 3 H2O[c] + thiamin-PPP[e]","ENSG00000173638","Transport reactions"
"8613","MAR01795","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] <=> (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[x]",NA,"Transport reactions"
"8614","MAR01799","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[c] <=> (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[m]","ENSG00000178537","Fatty acid oxidation"
"8615","MAR01801","H+[c] + NADPH[c] + ubiquinone[c] => NADP+[c] + ubiquinol[c]","ENSG00000198431","Miscellaneous"
"8616","MAR01808","H+[c] + NADH[c] + ubiquinone[c] => NAD+[c] + ubiquinol[c]","ENSG00000198431","Miscellaneous"
"8617","MAR01812","H2O[c] + trehalose[c] => 2 glucose[c]","ENSG00000118094 or ENSG00000142102","Starch and sucrose metabolism"
"8618","MAR01814","tetradecenoylcarnitine(5)[c] <=> tetradecenoylcarnitine(5)[m]","ENSG00000178537","Fatty acid oxidation"
"8619","MAR01816","5,6-dihydroxyindole-2-carboxylate[c] => Melanin[c]","ENSG00000107165","Tyrosine metabolism"
"8620","MAR01818","dolichyl-phosphate[c] + UDP-glucose[c] => UDP[c] + dolichyl-D-glucosyl-phosphate[c]","ENSG00000120697","N-glycan metabolism"
"8621","MAR01820","bilirubin[r] + UDP-glucuronate[r] <=> bilirubin-monoglucuronoside[r] + UDP[r]","ENSG00000242366","Steroid metabolism"
"8622","MAR01821","valine[c] <=> valine[m]",NA,"Transport reactions"
"8623","MAR01822","vitamin D3[m] => vitamin D3[c]",NA,"Transport reactions"
"8624","MAR01823","vitamin D3[c] => vitamin D3[m]",NA,"Transport reactions"
"8625","MAR01824","26-hydroxycholesterol[r] <=> 26-hydroxycholesterol[m]",NA,"Transport reactions"
"8626","MAR01825","5beta-cholestane-3alpha,7alpha-diol[c] <=> 5beta-cholestane-3alpha,7alpha-diol[r]",NA,"Transport reactions"
"8627","MAR01826","7alpha,12alpha-dihydroxycholest-4-en-3-one[m] <=> 7alpha,12alpha-dihydroxycholest-4-en-3-one[r]",NA,"Transport reactions"
"8628","MAR01827","cholesterol-ester pool[e] <=> cholesterol-ester pool[c]",NA,"Transport reactions"
"8629","MAR01828","Cholesterol Ester[e] <=> Cholesterol Ester[c]",NA,"Transport reactions"
"8630","MAR01829","cholest-5-ene-3beta,7alpha,24(S)-triol[r] <=> cholest-5-ene-3beta,7alpha,24(S)-triol[c]",NA,"Transport reactions"
"8631","MAR01849","cholest-5-ene-3beta,7alpha,24(S)-triol[c] <=> cholest-5-ene-3beta,7alpha,24(S)-triol[e]",NA,"Transport reactions"
"8632","MAR01851","cholest-5-ene-3beta,7alpha,25-triol[r] <=> cholest-5-ene-3beta,7alpha,25-triol[c]",NA,"Transport reactions"
"8633","MAR01856","cholest-5-ene-3beta,7alpha,25-triol[c] <=> cholest-5-ene-3beta,7alpha,25-triol[e]",NA,"Transport reactions"
"8634","MAR01858","cholest-5-ene-3beta,7alpha,27-triol[r] <=> cholest-5-ene-3beta,7alpha,27-triol[c]",NA,"Transport reactions"
"8635","MAR01860","cholest-5-ene-3beta,7alpha,27-triol[c] <=> cholest-5-ene-3beta,7alpha,27-triol[e]",NA,"Transport reactions"
"8636","MAR01869","4-aminobutanal[e] <=> ",NA,"Exchange/demand reactions"
"8637","MAR01871","6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[e] <=> ",NA,"Exchange/demand reactions"
"8638","MAR01873","CTP[e] <=> ",NA,"Exchange/demand reactions"
"8639","MAR01912","dGMP[e] <=> ",NA,"Exchange/demand reactions"
"8640","MAR01918","dGTP[e] <=> ",NA,"Exchange/demand reactions"
"8641","MAR01921","glycerone[e] <=> ",NA,"Exchange/demand reactions"
"8642","MAR01922","DHAP[e] <=> ",NA,"Exchange/demand reactions"
"8643","MAR01923","dTMP[e] <=> ",NA,"Exchange/demand reactions"
"8644","MAR01938","dTTP[e] <=> ",NA,"Exchange/demand reactions"
"8645","MAR01939","FAD[e] <=> ",NA,"Exchange/demand reactions"
"8646","MAR01946","formaldehyde[e] <=> ",NA,"Exchange/demand reactions"
"8647","MAR01947","glucose-1-phosphate[e] <=> ",NA,"Exchange/demand reactions"
"8648","MAR01954","isomaltose[e] <=> ",NA,"Exchange/demand reactions"
"8649","MAR01955","3-keto-beta-D-galactose[e] <=> ",NA,"Exchange/demand reactions"
"8650","MAR01956","lactose-6-phosphate[e] <=> ",NA,"Exchange/demand reactions"
"8651","MAR01957","3-ketolactose[e] <=> ",NA,"Exchange/demand reactions"
"8652","MAR01961","gamma-glutamyl-beta-cyanoalanine[e] <=> ",NA,"Exchange/demand reactions"
"8653","MAR01964","uroporphyrinogen I[e] <=> ",NA,"Exchange/demand reactions"
"8654","MAR01965","coproporphyrinogen I[e] <=> ",NA,"Exchange/demand reactions"
"8655","MAR01966","gamma-glutamyl-3-aminopropiononitrile[e] <=> ",NA,"Exchange/demand reactions"
"8656","MAR01972","GM2[e] <=> ",NA,"Exchange/demand reactions"
"8657","MAR01975","GM1[e] <=> ",NA,"Exchange/demand reactions"
"8658","MAR01984","PRPP[e] <=> ",NA,"Exchange/demand reactions"
"8659","MAR01986","UDP-glucose[e] <=> ",NA,"Exchange/demand reactions"
"8660","MAR02006","2 ATP[m] + CO2[m] + H2O[m] + NH4+[m] => 2 ADP[m] + carbamoyl-phosphate[m] + 3 H+[m] + Pi[m]","ENSG00000021826","Urea cycle"
"8661","MAR02021","H2O[e] + UDP-glucose[e] => 2 H+[e] + UMP[e] + glucose-1-phosphate[e]","ENSG00000154269 or ENSG00000197594","Starch and sucrose metabolism"
"8662","MAR02023","arginine[c] + 2 NADPH[c] + 2 O2[c] => citrulline[c] + 2 H2O[c] + 2 NADP+[c] + NO[c]","ENSG00000007171 or ENSG00000089250 or ENSG00000164867","Arginine and proline metabolism"
"8663","MAR02026","2 farnesyl-PP[r] <=> PPi[r] + presqualene-PP[r]","ENSG00000079459","Cholesterol metabolism"
"8664","MAR02027","cysteine[c] + H2O[c] <=> H+[c] + H2S[c] + NH4+[c] + pyruvate[c]","ENSG00000116761","Cysteine and methionine metabolism"
"8665","MAR02028","NADP+[m] + palmitoyl-CoA[m] <=> (2E)-hexadecenoyl-CoA[m] + H+[m] + NADPH[m]","ENSG00000115425 or ENSG00000116353","Fatty acid oxidation"
"8666","MAR02035","palmitoyl-CoA[m] + ubiquinone[m] => (2E)-hexadecenoyl-CoA[m] + ubiquinol[m]","ENSG00000072778 or ENSG00000087008 or ENSG00000115361 or ENSG00000117054 or ENSG00000161533","Fatty acid oxidation"
"8667","MAR02119","O2[c] + tetrahydrobiopterin[c] + tryptophan[c] => 5-hydroxy-L-tryptophan[c] + dihydrobiopterin[c] + H2O[c]","ENSG00000129167 or ENSG00000139287","Biopterin metabolism"
"8668","MAR02120","H2O[e] + dGTP[e] <=> H+[e] + PPi[e] + dGMP[e]","ENSG00000125877","Pyrimidine metabolism"
"8669","MAR02121","L-carnitine[x] + palmitoyl-CoA[x] <=> CoA[x] + L-palmitoylcarnitine[x]","ENSG00000110090 and ENSG00000157184","Fatty acid oxidation"
"8670","MAR02122","L-carnitine[x] + linoleoyl-CoA[x] => CoA[x] + linoleic-carnitine[x]","ENSG00000110090 and ENSG00000157184","Fatty acid oxidation"
"8671","MAR02123","arachidonyl-CoA[x] + L-carnitine[x] => CoA[x] + arachidonyl-carnitine[x]","ENSG00000110090 and ENSG00000157184","Fatty acid oxidation"
"8672","MAR02124","H2O[e] + dTDP[e] <=> H+[e] + Pi[e] + dTMP[e]","ENSG00000138185 or ENSG00000168032 or ENSG00000188833","Pyrimidine metabolism"
"8673","MAR02125","H2O[e] + dTTP[e] <=> H+[e] + Pi[e] + dTDP[e]","ENSG00000138185 or ENSG00000168032 or ENSG00000188833","Pyrimidine metabolism"
"8674","MAR02126","2 ferrocytochrome B5[c] + 2 H+[c] + O2[c] + palmitoyl-CoA[c] => 2 ferricytochrome B5[c] + 2 H2O[c] + palmitoleoyl-CoA[c]","ENSG00000099194 or ENSG00000145284","Miscellaneous"
"8675","MAR02128","2 ferrocytochrome B5[c] + 2 H+[c] + O2[c] + stearoyl-CoA[c] => 2 ferricytochrome B5[c] + 2 H2O[c] + oleoyl-CoA[c]","ENSG00000099194 or ENSG00000145284","Miscellaneous"
"8676","MAR02146","H2O[m] + methylmalonyl-CoA[m] <=> CoA[m] + H+[m] + methylmalonate[m]",NA,"Valine, leucine, and isoleucine metabolism"
"8677","MAR02147","H+[r] + NADPH[r] + presqualene-PP[r] <=> NADP+[r] + PPi[r] + squalene[r]","ENSG00000079459","Cholesterol metabolism"
"8678","MAR02148","NADP+[m] + octanoyl-CoA[m] <=> (2E)-octenoyl-CoA[m] + H+[m] + NADPH[m]","ENSG00000115425 or ENSG00000116353","Fatty acid oxidation"
"8679","MAR02149","lauroyl-CoA[m] + NADP+[m] <=> (2E)-dodecenoyl-CoA[m] + H+[m] + NADPH[m]","ENSG00000115425 or ENSG00000116353","Fatty acid oxidation"
"8680","MAR02183","myristoyl-CoA[m] + NADP+[m] <=> (2E)-tetradecenoyl-CoA[m] + H+[m] + NADPH[m]","ENSG00000115425 or ENSG00000116353","Fatty acid oxidation"
"8681","MAR02184","25-hydroxycholesterol[r] + NADP+[r] <=> 7alpha-hydroxycholest-4-en-3-one[r] + H+[r] + NADPH[r]","ENSG00000099377","Bile acid biosynthesis"
"8682","MAR02185","HMA[c] + NADP+[c] => 3-oxotetradecanoyl-[ACP][c] + H+[c] + NADPH[c]","ENSG00000169710","Fatty acid biosynthesis"
"8683","MAR02186","3 H2O[e] + 6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[e] <=> dihydroneopterin[e] + 2 H+[e] + 3 Pi[e]","ENSG00000162551","Miscellaneous"
"8684","MAR02187","decanoyl-CoA[m] + NADP+[m] <=> (2E)-decenoyl-CoA[m] + H+[m] + NADPH[m]","ENSG00000115425 or ENSG00000116353","Fatty acid oxidation"
"8685","MAR02188","H2O[m] + NAD+[m] + 3,4-dihydroxymandelaldehyde[m] <=> 2 H+[m] + NADH[m] + 3,4-dihydroxymandelate[m]","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","Miscellaneous"
"8686","MAR02189","H2O[m] + NADP+[m] + 3,4-dihydroxymandelaldehyde[m] => 2 H+[m] + NADPH[m] + 3,4-dihydroxymandelate[m]","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","Miscellaneous"
"8687","MAR02192","H2O[m] + NAD+[m] + 3-methoxy-4-hydroxyphenylacetaldehyde[m] <=> 2 H+[m] + NADH[m] + homovanillate[m]","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","Miscellaneous"
"8688","MAR02195","H2O[m] + NADP+[m] + 3-methoxy-4-hydroxyphenylacetaldehyde[m] => 2 H+[m] + NADPH[m] + homovanillate[m]","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","Miscellaneous"
"8689","MAR02196","H2O[m] + NAD+[m] + 3-methoxy-4-hydroxyphenylglycolaldehyde[m] <=> 2 H+[m] + NADH[m] + vanillylmandelate[m]","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","Miscellaneous"
"8690","MAR02197","H2O[m] + NADP+[m] + 3-methoxy-4-hydroxyphenylglycolaldehyde[m] => 2 H+[m] + NADPH[m] + vanillylmandelate[m]","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","Miscellaneous"
"8691","MAR02198","4 H+[e] + uroporphyrinogen I[e] <=> 4 CO2[e] + coproporphyrinogen I[e]","ENSG00000126088","Miscellaneous"
"8692","MAR02199","NADP+[r] + 14-demethyllanosterol[r] <=> H+[r] + NADPH[r] + 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[r]","ENSG00000149809","Cholesterol metabolism"
"8693","MAR02200","2 H+[r] + 3 NADPH[r] + 3 O2[r] + lanosterol[r] => formate[r] + 4 H2O[r] + 3 NADP+[r] + 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[r]","ENSG00000001630","Cholesterol metabolism"
"8694","MAR02206","NADP+[r] + lathosterol[r] <=> H+[r] + NADPH[r] + 5alpha-cholesta-7,24-dien-3beta-ol[r]","ENSG00000116133","Cholesterol metabolism"
"8695","MAR02207","(2E)-hexenoyl-CoA[m] + H+[m] + NADPH[m] <=> hexanoyl-CoA[m] + NADP+[m]","ENSG00000115425 or ENSG00000116353","Fatty acid oxidation"
"8696","MAR02216","isocitrate[m] + malate[c] <=> isocitrate[c] + malate[m]","ENSG00000100075","Transport reactions"
"8697","MAR02220","citrate[c] + succinate[m] <=> citrate[m] + succinate[c]","ENSG00000100075","Transport reactions"
"8698","MAR02221","ATP[r] + cholesterol[r] + H2O[r] => ADP[r] + cholesterol[e] + H+[r] + Pi[r]","ENSG00000138075 and ENSG00000143921","Transport reactions"
"8699","MAR02222","acetone[m] => acetone[e]",NA,"Transport reactions"
"8700","MAR02223","arachidonate[l] => arachidonate[r]",NA,"Transport reactions"
"8701","MAR02224","palmitate[l] => palmitate[r]",NA,"Transport reactions"
"8702","MAR02225","HCO3-[c] <=> HCO3-[m]",NA,"Transport reactions"
"8703","MAR02226","citrulline[c] + ornithine[e] <=> citrulline[e] + ornithine[c]","ENSG00000021488","Transport reactions"
"8704","MAR02271","citrulline[c] + ornithine[m] => citrulline[m] + ornithine[c]","ENSG00000120329","Transport reactions"
"8705","MAR02272","stearidonic acid[l] => stearidonic acid[r]","ENSG00000083807","Transport reactions"
