Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Protein Pathway Groups,"Abundance: F17: 127N, Sample, B","Abundance: F17: 127C, Sample, A","Abundance: F17: 128C, Sample, B","Abundance: F17: 129C, Sample, A","Abundance: F17: 130N, Sample, B","Abundance: F17: 130C, Sample, A","Abundance: F17: 131N, Sample, B","Abundance: F17: 132N, Sample, A","Abundance: F17: 132C, Sample, A","Abundance: F17: 133N, Sample, B","Abundance: F17: 133C, Sample, A","Abundance: F17: 134N, Sample, B","Abundances (Normalized): F17: 127N, Sample, B","Abundances (Normalized): F17: 127C, Sample, A","Abundances (Normalized): F17: 128C, Sample, B","Abundances (Normalized): F17: 129C, Sample, A","Abundances (Normalized): F17: 130N, Sample, B","Abundances (Normalized): F17: 130C, Sample, A","Abundances (Normalized): F17: 131N, Sample, B","Abundances (Normalized): F17: 132N, Sample, A","Abundances (Normalized): F17: 132C, Sample, A","Abundances (Normalized): F17: 133N, Sample, B","Abundances (Normalized): F17: 133C, Sample, A","Abundances (Normalized): F17: 134N, Sample, B"
0,High,Master Protein,Q9HA64,Ketosamine-3-kinase OS=Homo sapiens OX=9606 GN=FN3KRP PE=1 SV=2,0.002,0,4.433,8,2,2,2,309,34.4,7.33,0,2,0,15679.625064204,18045.5199683498,11178.8733870486,12814.7574126713,15897.0336311107,15358.7207667486,15866.3986895582,12357.6460581211,12372.6774517826,8716.08513977053,11875.2330762335,16779.8255044923,16661.1655582447,18045.5199683498,11787.9438857631,16395.0338121218,17197.8755368641,23654.3841862134,21242.2882244219,13605.5533024447,17767.6154529953,10884.0292727238,15827.4284029352,21532.2628228877
0,High,Master Protein,O76096,Cystatin-F OS=Homo sapiens OX=9606 GN=CST7 PE=1 SV=1,0.002,0,4.421,5,1,3,1,145,16.4,8.48,45,1,0,228108.544608785,275693.306690238,135641.255238529,176139.583060541,208984.592143015,265172.038115906,423274.310059099,481471.309129811,191926.601733758,387087.957418518,764379.093994571,474718.702192967,242388.080800078,275693.306690238,143031.542623849,225350.689594414,226085.638880715,408398.678528923,566689.081006514,530091.534354841,275613.590356247,483368.00204466,1018772.03632425,609170.092968046
0,High,Master Protein,Q9HAB8,Phosphopantothenate--cysteine ligase OS=Homo sapiens OX=9606 GN=PPCS PE=1 SV=2,0.002,0,4.416,3,1,4,1,311,34,6.71,32,1,0,32238.5285429085,28787.9032844976,29930.6581821165,24891.5592081297,25250.9612719486,24063.7754099852,21981.3669768675,26102.8912820799,23434.5753428465,24833.6320524519,27308.2016975203,27898.0357992187,34256.6521334651,28787.9032844976,31561.4022002888,31845.936814238,27317.2278060285,37061.2759462939,29429.1440688871,28738.829143991,33652.9037161598,31010.4793462419,36396.6420200574,35799.4091720613
0,High,Master Protein,Q99969,Retinoic acid receptor responder protein 2 OS=Homo sapiens OX=9606 GN=RARRES2 PE=1 SV=1,0.002,0,4.416,7,1,1,1,163,18.6,9.09,19,1,0,2706.91890820312,3552.71603027342,3108.62652648925,1282.9252331543,3389.87392653807,2089.14335838163,1782.68574338379,1307.07466699219,1766.20048461914,2929.38498896483,2399.18888320464,1191.74454931641,2876.37133526093,3552.71603027342,3277.99714580403,1641.35784226324,3667.26467510085,3217.5465893112,2386.69940894955,1439.06646689809,2536.32822369304,3658.00832136093,3197.66273472448,1529.27435668237
0,High,Master Protein,Q9UI08,Ena/VASP-like protein OS=Homo sapiens OX=9606 GN=EVL PE=1 SV=2,0.002,0,4.413,4,1,1,1,416,44.6,8.84,0,1,0,14517.3283108157,15750.9335865237,18111.9397102298,13243.080462304,13606.4211039187,16295.2931289936,18508.1639213016,18015.9421708365,12365.8255065302,15334.6148766347,13852.6983129265,21849.5539388672,15426.1093271985,15750.9335865237,19098.7518665226,16943.0247459412,14719.8239669953,25096.824791208,24779.1424010966,19835.2388752867,17757.7758100543,19148.7800459499,18463.0136796309,28037.856403727
0,High,Master Protein,Q9Y224,"RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1",0.002,0,4.403,12,1,1,1,244,28.1,6.65,0,1,0,5861.10564799807,5572.20873032227,5993.93951191407,5399.31790744615,6994.80718857431,6074.83578684065,6943.34628925783,5098.14471838918,5162.88664965807,4429.46723774404,5539.24661103501,5775.88098398438,6228.0093532719,5572.20873032227,6320.51372036836,6907.81704282934,7567.18682396459,9356.02005872698,9295.9067778532,5612.96863362075,7414.09326930375,5531.2046985634,7382.76281227863,7411.74497598772
0,High,Master Protein,P12081,"Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2",0.002,0,4.399,3,1,1,1,509,57.4,5.88,36,1,0,27524.562517677,33731.8530640158,30387.1957727592,23973.1954751943,29737.93870298,17769.6054180171,18883.9693968749,29921.431946483,18828.7848219573,17747.0742192622,14765.4455840329,20422.1384941406,29247.5930481412,33731.8530640158,32042.8138161028,30670.9942095178,32171.3711126502,27367.453304132,25282.2791484228,32942.9759776792,27038.8207780792,22161.2882630398,19679.5322936802,26206.1636662147
0,High,Master Protein,Q9UMX5,Neudesin OS=Homo sapiens OX=9606 GN=NENF PE=1 SV=1,0.002,0,4.384,27,2,2,2,172,18.8,5.69,17,2,0,46731.1294280266,50285.2818907302,45448.5037069336,40620.823345594,51005.4449034665,27902.5650343131,33308.4610514649,43685.6031316746,41278.7800524878,36867.9395737042,32853.2561990098,47697.0401885743,49656.4861044807,50285.2818907302,47924.7230771862,51969.7525892076,55179.1808149372,42973.5004058004,44594.1100946109,48097.0889732549,59277.8315930079,46038.0695129114,43787.1456463268,61205.9526446963
0,High,Master Protein,Q96G23,Ceramide synthase 2 OS=Homo sapiens OX=9606 GN=CERS2 PE=1 SV=1,0.002,0,4.371,2,1,1,1,380,44.8,8.98,28,1,0,55757.2309029819,51585.2831049341,62717.572382378,41357.6851618518,59971.7495969281,25725.5156232426,36589.6850247062,50003.1841192371,31873.620091114,43120.6644418941,24592.4178714847,31929.1218339845,59247.6192090006,51585.2831049341,66134.6808660786,52912.4840045103,64879.191252229,39620.5673104008,48987.08588781,55052.6357225734,45771.6793378611,53846.0290966403,32777.0184060625,40972.1926398638
0,High,Master Protein,Q9H9P8,"L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=3",0.002,0,4.366,6,1,1,1,463,50.3,8.15,40,1,0,8387.3688631493,8537.4769420168,9294.74569160153,9294.74569160153,9278.14547142345,7296.7579555664,7512.85143984373,7441.12544677733,6927.04166601566,8376.13597412108,5548.7017426758,6184.85863037112,8912.41599558564,8537.4769420168,9801.16124867969,11891.5766394609,10037.3689037299,11237.9356729015,10058.3729676131,8192.5496506492,9947.48412607406,10459.5248523524,7395.36470548985,7936.554615297
0,High,Master Protein,Q6ZU35,Capping protein-inhibiting regulator of actin dynamics OS=Homo sapiens OX=9606 GN=CRACD PE=1 SV=3,0.002,0,4.346,2,1,1,1,1233,136.7,5.6,33,1,0,2578.68801592168,2672.11686328125,2515.70026640625,1812.65250371606,2281.07537109375,3571.51229531251,4407.10845834962,1937.23692260743,2619.84288295899,3313.34315039063,1840.97067451172,2112.39583806152,2740.11322212147,2672.11686328125,2652.7658509983,2319.08401626599,2467.73399569989,5500.58336512041,5900.33503760122,2132.86414629735,3762.18979869837,4137.46805602912,2453.66397069313,2710.6755287138
0,High,Master Protein,Q9UHD8,Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9 PE=1 SV=2,0.002,0,4.322,2,1,1,1,586,65.4,8.97,0,1,0,31013.5679568608,33780.3535217273,27148.5323935543,28044.0138431022,32685.4041317128,24993.7372749027,30285.8341918938,29531.1552744145,25858.7300039066,23946.6408134769,23294.1024389652,27468.7893046875,32955.0093299609,33780.3535217273,28627.6948808463,35879.1462357795,35360.025346441,38493.5355443009,40547.3498812712,32513.2881520565,37134.0781009407,29902.8675624144,31046.6107230542,35248.5900748319
0,High,Master Protein,P67812,Signal peptidase complex catalytic subunit SEC11A OS=Homo sapiens OX=9606 GN=SEC11A PE=1 SV=1,0.002,0,4.32,7,1,2,1,179,20.6,9.48,17,1,0,39121.1194945301,36338.7429197308,39935.0130480469,32168.1683901115,34192.8761133533,23064.4166446286,35488.7929816406,32258.894682641,27000.1158249019,34217.5440484123,29025.5506662906,29934.6893033204,41570.0915074993,36338.7429197308,42110.8350178641,41155.5358752567,36990.852588627,35522.1362917216,47513.1870818912,35516.4817812684,38773.1497109441,42728.443457293,38685.5417554626,38412.8903740995
0,High,Master Protein,Q9UIB8,SLAM family member 5 OS=Homo sapiens OX=9606 GN=CD84 PE=1 SV=1,0.002,0,4.316,3,1,2,1,345,38.8,7.06,24,1,0,66280.8251942132,72344.3598286399,59489.3322632829,49481.0071077506,62196.7564211429,46567.1480581053,56573.9643691433,75788.671119436,45297.8646688473,62826.5051648443,51811.218576562,59750.0597847656,70429.9877947321,72344.3598286399,62730.5530925455,63305.3563532346,67286.2686554391,71719.3330975501,75742.4845197168,83442.00827465,65049.3834834386,78453.2861200463,69054.5058968606,76672.6680575072
0,High,Master Protein,O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1",0.002,0,4.313,5,1,3,1,264,30.2,7.5,14,1,0,13977.6785778329,10709.4493945314,14193.204206543,10229.9838222656,10575.6018972657,11738.343806836,10224.3448731445,11381.1925444336,8112.88831933595,11068.8056356982,10805.3110565977,11234.5980269531,14852.6776598039,10709.4493945314,14966.5077108524,13088.1081289655,11440.9951804255,18078.5430201904,13688.5808147605,12530.4949729416,11650.4031106291,13821.9398527125,14401.4257254466,14416.4977973751
0,High,Master Protein,Q9HB71,Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2,0.002,0,4.304,9,2,2,2,228,26.2,8.25,0,2,0,25926.372643359,29548.3221757319,21190.2547162382,24495.2401264894,22988.4483936032,31250.3385065585,25614.4222350586,23879.0352216797,26120.1260388429,29786.1891099615,25243.9975887452,29671.91679375,27549.3568989674,29548.3221757319,22344.7859969001,31338.8913404425,24869.5752574305,48129.4975154263,34293.1594286256,26290.4023137975,37509.4523275611,37194.8815318988,33645.4503145178,38075.6945708902
0,High,Master Protein,O14976,Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2,0.002,0,4.289,2,1,2,1,1311,143.1,5.73,33,1,0,11727.1613010414,15804.3162572754,12279.1483224609,9523.15895244139,10492.096420459,11349.4620454101,10331.5642546875,13074.4593157469,9973.75013056635,10934.8929488822,11093.3263345459,10934.1860267578,12461.2785806311,15804.3162572754,12948.1662756668,12183.805591911,11350.6565153579,17479.6156272468,13832.1285126687,14394.7522274388,14322.6684470492,13654.7191819731,14785.2953439554,14031.0021233215
0,High,Master Protein,Q13568,Interferon regulatory factor 5 OS=Homo sapiens OX=9606 GN=IRF5 PE=1 SV=2,0.002,0,4.286,2,1,1,1,498,56,5.77,25,1,0,9115.57743566918,9931.51723410671,9329.1241797915,9919.80449560557,7337.08365626239,7832.76743865975,8488.3020254195,6414.19457354743,6873.44478167732,10634.1937082521,10276.9991019288,10301.2235132812,9686.21023734883,9931.51723410671,9837.4128167608,12691.2687363302,7937.47150896252,12063.4584773783,11364.3279541796,7061.91662653265,9870.51704808197,13279.2272856892,13697.2863133393,13218.7698868442
0,High,Master Protein,P52790,Hexokinase-3 OS=Homo sapiens OX=9606 GN=HK3 PE=1 SV=2,0.002,0,4.281,3,3,3,1,923,99,5.4,38,3,0,23109.5671842029,25082.9249512926,28480.1659570311,23524.0009479485,21281.3092529287,22757.7468454095,26185.5554296874,29641.2628665517,15759.2927088864,26589.08360165,22687.9741048312,23314.2039023438,24556.220142942,25082.9249512926,30031.8812580576,30096.3005789436,23022.7422477818,35049.8257810219,35057.8052800389,32634.5146952656,22630.9183080129,33202.5628036579,30238.7568687416,29917.3293427435
0,High,Master Protein,Q15102,Platelet-activating factor acetylhydrolase IB subunit alpha1 OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=1,0.002,0,4.274,7,2,2,2,231,25.7,6.84,20,2,0,60200.7225235853,61620.2645183927,66197.0417420211,56695.7328697995,51871.0916302737,58435.8824591304,58853.019515039,51531.2261868167,53762.0760832031,61042.2320234903,57347.0541445307,59573.5856009321,63969.2722615702,61620.2645183927,69803.7258712063,72535.7825723854,56115.6627405582,89998.6942233666,78793.7343487236,56734.9834529625,77204.2993542519,76225.2123013981,76432.7224371153,76446.2122754288
0,High,Master Protein,Q13459,Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=3,0.002,0,4.273,1,1,1,1,2157,243.2,8.75,22,1,0,5489.32663124999,6771.15867656252,5324.06715908203,5445.90701015631,4432.07684970704,5432.68878925788,5045.32018740234,5207.97903398442,4578.10226375849,4313.54608652341,4018.33915312495,5146.41139027766,5832.95706574861,6771.15867656252,5614.1439966575,6967.42253434292,4794.75025340012,8367.03197726309,6754.78712606832,5733.89430411174,6574.32159239135,5386.45058212455,5355.68227053009,6603.99493549529
0,High,Master Protein,O60831,PRA1 family protein 2 OS=Homo sapiens OX=9606 GN=PRAF2 PE=1 SV=1,0.002,0,4.272,6,1,2,1,178,19.2,9.19,41,1,0,76318.6186415063,85520.0643668732,82614.6307376228,80463.8169376465,78678.7527313503,74891.8422881831,76508.9169426276,66138.0136683724,76096.7148369136,74888.2362228511,69893.220445898,67163.1030468751,81096.1445287104,85520.0643668732,87115.8119034079,102944.35991747,85116.9739127567,115342.966175497,102431.843371188,72816.8023303681,109277.654067004,93515.1208554656,93154.3772957154,86185.2577917952
0,High,Master Protein,O43615,Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2,0.002,0,4.263,3,1,1,1,452,51.3,8.32,20,1,0,41546.3503326442,43721.8683136991,37841.2916062501,34599.1596150868,33125.9511000014,36641.5555445788,37066.0422000003,36568.6128328112,32021.8504659658,39826.7206250962,39863.9637395577,38574.2974804687,44147.141171973,43721.8683136991,39903.039114485,44265.7144020099,35836.6219307209,56432.657719021,49624.8434919996,40261.4064809138,45984.5435549301,49732.7855532574,53131.0861769773,49499.436769193
0,High,Master Protein,P35236,Tyrosine-protein phosphatase non-receptor type 7 OS=Homo sapiens OX=9606 GN=PTPN7 PE=1 SV=3,0.002,0,4.263,2,1,1,1,360,40.5,6.79,40,1,0,23156.2033723401,24725.8841196547,24077.5377240248,18350.4225093746,25271.8600317641,19439.5662914057,20276.1804359629,16337.1567304684,20869.5030172166,18548.448651562,14400.9011179685,17657.9989394531,24605.7757444552,24725.8841196547,25389.3799286587,23477.2916739282,27339.8366951157,29939.4055308175,27146.2023196583,17986.9253142031,29969.3664326153,23161.9878477382,19193.6638143602,22659.1554238025
0,High,Master Protein,P55160,Nck-associated protein 1-like OS=Homo sapiens OX=9606 GN=NCKAP1L PE=1 SV=3,0.002,0,4.247,1,1,3,1,1127,128.1,6.86,0,1,0,75967.0819359359,77917.0087910138,61018.6984506887,61163.0628484865,65946.8091723626,66400.6168934844,70100.3883164062,71699.3343386708,54712.2855721838,71638.7866540991,72325.9114778296,70726.2259558593,80722.6017158354,77917.0087910138,64343.2453714302,78251.2263917164,71343.1853084893,102265.398665266,93851.9624015866,78939.71962836,78568.8347885418,89457.4385750161,96396.6920264821,90757.5400795914
0,High,Master Protein,O00148,ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2,0.002,0,4.237,2,1,1,1,427,49.1,5.68,40,1,0,47003.69086875,49117.1713957032,44145.7977726563,27640.8373441406,32413.6812442944,41652.8764136716,49642.11759375,57915.803859375,17578.2781195313,48021.8177613277,53780.9382134611,61523.9734183586,49946.1098212527,49117.1713957032,46551.0404240932,35363.3274715325,35066.0675863471,64150.7294854241,66461.9735473473,63764.2923868031,25243.0476079883,59966.2419380016,71679.767761343,78948.9953395401
0,High,Master Protein,P29597,Non-receptor tyrosine-protein kinase TYK2 OS=Homo sapiens OX=9606 GN=TYK2 PE=1 SV=3,0.002,0,4.227,1,1,1,1,1187,133.6,7.15,37,1,0,9503.01238315415,10221.8814694086,8273.36728066409,8857.0819766603,8170.03577768543,8330.91869091809,8273.36728066409,9755.94425646991,6971.66353608406,9156.70273659684,10888.6758257505,9767.01685781248,10097.8985128442,10221.8814694086,8724.13398686191,11331.6353800419,8838.58345505327,12830.6747893822,11076.5685270488,10741.1248851759,10011.5627566905,11434.2412939503,14512.5351164474,12533.2634669944
0,High,Master Protein,P18433,Receptor-type tyrosine-protein phosphatase alpha OS=Homo sapiens OX=9606 GN=PTPRA PE=1 SV=3,0.002,0,4.223,1,1,2,1,802,90.7,6.65,36,1,0,36082.8878574419,34891.0408349077,28960.2665367392,23792.2415349612,27032.404384432,20634.0307838806,23327.4315954342,29635.8493470699,23937.2250981448,25554.1642221681,19982.6281939457,23963.674884961,38341.6673517848,34891.0408349077,30538.1396704374,30439.4840940297,29244.4450237448,31779.0328299191,31231.2853837342,32628.5545045045,34374.7270720572,31910.2288440234,26633.0450115648,30750.7456312388
0,High,Master Protein,P00390,"Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2",0.002,0,4.212,2,1,1,1,522,56.2,8.5,36,1,0,30721.6463756128,25973.7555721083,35448.4613263639,15443.9083476563,21942.5275313969,13041.5226046875,14712.664953808,14500.1139486328,13414.4972285156,12853.5043518563,12388.6827345703,16018.4878669921,32644.8135328495,25973.7555721083,37379.8377067176,19758.7352922316,23738.0675040323,20085.6041821099,19697.6437825062,15964.3731736432,19263.7065970871,16050.5450990087,16511.7591991114,20555.2966379164
0,High,Master Protein,Q9UHQ9,NADH-cytochrome b5 reductase 1 OS=Homo sapiens OX=9606 GN=CYB5R1 PE=1 SV=1,0.002,0,4.209,6,1,1,1,305,34.1,9.38,19,1,0,23659.2546150365,22756.1724964623,19817.3100182757,14305.9885599234,21090.4359167378,12059.0633443021,18487.0078070084,22426.7588478861,12901.6448259148,17938.9647413804,14354.8352984976,19185.7533398438,25140.3178654898,22756.1724964623,20897.0376865392,18302.8955291694,22816.2498948505,18572.4919154444,24750.8181237153,24691.4712940386,18527.231868067,22400.9075446784,19132.2668333647,24619.6054457191
0,High,Master Protein,O43815,Striatin OS=Homo sapiens OX=9606 GN=STRN PE=1 SV=4,0.002,0,4.2,2,2,2,1,780,86.1,5.27,0,2,0,10343.3955249025,8915.02185717772,10558.6877085937,5467.45686093755,8415.44288964837,8207.45531074238,8158.48403906252,8198.15881926141,9141.68819179712,8583.65647089865,8658.8967029299,7421.01605244143,10990.8894230027,8915.02185717772,11133.967968579,6994.99313289792,9104.07204024065,12640.5254747383,10922.7602824682,9026.03022232271,13127.7971979814,10718.6617383967,11540.6633902888,9522.82060449667
0,High,Master Protein,Q9Y230,RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3,0.002,0,4.198,2,1,2,1,463,51.1,5.64,87,1,0,25292.7068345811,29487.9862325683,25500.8780881856,24913.3266703863,24889.6688648436,32342.8205815355,35883.6945328124,27844.5717974859,23072.2210825933,23882.7230184087,27651.8055064459,30736.9849166017,26876.0237736269,29487.9862325683,26890.2696661262,31873.7858220817,26926.3711220716,49812.0589155921,48041.8900808763,30656.389088396,33132.5498009281,29823.0515508204,36854.600583888,39442.414787342
0,High,Master Protein,Q9UGI8,Testin OS=Homo sapiens OX=9606 GN=TES PE=1 SV=1,0.002,0,4.195,3,1,3,1,421,48,7.68,24,1,0,6996.48060987307,9579.58030041501,7271.54983081055,7130.51308454591,7639.8133565918,13548.1493691647,12129.1875536132,13826.7671621727,5825.15367247569,9274.52938725571,11835.0826461911,9309.01133701167,7434.45849558406,9579.58030041501,7667.73344686352,9122.68561582842,8264.97334536729,20865.8738613339,16238.8266539329,15223.0300771403,8365.13283486911,11581.374863014,15773.9155116291,11945.5401175724
0,High,Master Protein,P19404,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=2",0.002,0,4.195,5,1,2,1,249,27.4,8.06,27,1,0,25437.13833955,31714.9725527585,22589.5291875,25532.7106417973,26658.7866885323,24787.2646538087,24664.2198715671,30814.908880079,25309.6941522951,24752.2857849612,28168.3038215676,25550.8833164063,27029.496653639,31714.9725527585,23820.2986337214,32666.2176120062,28840.2544821914,38175.5414367536,33021.0073245633,33926.6785361901,36345.6426212835,30908.8998937241,37542.9946600587,32787.4884502528
0,High,Master Protein,P43155,Carnitine O-acetyltransferase OS=Homo sapiens OX=9606 GN=CRAT PE=1 SV=5,0.002,0,4.184,4,2,2,2,626,70.8,8.44,15,2,0,30423.9085392911,28036.7029553474,31989.5798871256,26792.3170678714,24117.0763493413,30844.7886849613,29725.821900586,28290.9134320317,27368.7922454594,30272.972801221,30299.116638992,31981.3828125,32328.4373845937,28036.7029553474,33732.5023356518,34277.7416760536,26090.5579615384,47504.8991890162,39797.5929431069,31147.803462246,39302.5824786357,37802.7424993162,40382.963113001,41039.2551444457
0,High,Master Protein,Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=IARS2 PE=1 SV=2",0.002,0,4.174,1,1,1,1,1012,113.7,7.2,17,1,0,32698.053245213,40474.9923622557,33900.4727595687,27504.5099097648,34841.075121605,29702.6162345206,32261.6913246808,34256.7902711859,31130.4459839346,31731.637457372,34418.2118542957,31816.1518124999,34744.9429638802,40474.9923622557,35747.508425457,35188.9119266935,37692.0932178986,45745.8082881564,43192.6714521053,37716.1300633782,44704.4542523898,39624.2195227788,45872.9340623351,40827.2268776714
0,High,Master Protein,Q9H9B4,Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4,0.002,0,4.169,6,2,2,2,322,35.6,9.07,0,2,0,9059.9820609375,9000.06602343748,10363.712390625,10190.8858170412,11330.3977488281,13678.3908251989,9117.1839700793,11016.5865868654,10147.4278817873,8213.54976298838,11125.2314250002,12457.1612666016,9627.1346064658,9000.06602343748,10928.3696021115,13038.0866500565,12257.5553898414,21066.4622752254,12206.2891193425,12129.0701573455,14572.0760234174,10256.4987170023,14827.8187648948,15985.3194151365
0,High,Master Protein,Q9HD20,Endoplasmic reticulum transmembrane helix translocase OS=Homo sapiens OX=9606 GN=ATP13A1 PE=1 SV=2,0.002,0,4.168,1,1,1,1,1204,132.9,8.13,23,1,0,21820.5176835931,25235.9030601555,26448.8077089844,21921.9564432126,21535.9022355463,23562.0030599116,23600.2286179688,17439.1623575684,23762.4532019526,21675.4677353502,25602.9499606927,23481.0355441407,23186.4764753167,25235.9030601555,27889.8463489227,28046.665694892,23298.1683762797,36288.4826829151,31596.5121180944,19200.2143361241,34123.7482636599,27066.787617192,34123.8655953457,30131.4115903438
0,High,Master Protein,P47813,"Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2",0.002,0,4.153,7,1,1,1,144,16.5,5.24,17,1,0,18226.9807242192,21711.0944531256,17099.300315625,19312.310187231,18982.5344424134,20154.4442424313,20484.9496757813,19671.8730422604,17145.4708766595,18205.2350809565,24298.8792556641,21722.1507092659,19367.985027043,21711.0944531256,18030.9397581982,24707.9182471887,20535.8604812898,31040.4085346889,27425.7072313516,21658.3899536035,24621.5206437088,22733.4070698587,32385.7872280661,27874.3696127872
0,High,Master Protein,P53007,"Tricarboxylate transport protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2",0.002,0,4.148,4,1,1,1,311,34,9.89,43,1,0,9051.74997890624,9448.82134675506,7544.47044140622,6768.13202790542,7121.73516591795,6819.79680789718,8254.53824765622,10162.4683484252,4108.12262695318,8021.10942912616,8960.84248004159,8701.86750468751,9618.38719821782,9448.82134675506,7955.52388258823,8659.0600094148,7704.50121903701,10503.354818141,11051.3597979625,11188.7008374092,5899.41371654657,10016.1928694318,11943.0997162223,11166.4390139644
0,High,Master Protein,P43243,Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2,0.002,0,4.144,3,2,2,2,847,94.6,6.25,20,2,0,,,,,,,,,,,,,,,,,,,,,,,,
0,High,Master Protein,Q10567,AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=2,0.002,0,4.119,3,2,2,2,949,104.6,5.06,0,2,0,34063.8380639661,33259.0833649669,34158.9166101562,31055.3710387206,29756.2681268941,31279.3002505371,31692.3506882812,29391.211531494,31291.0934853517,31296.879092591,35838.0870115872,37466.2508472657,36196.2255608176,33259.0833649669,36020.0333483956,39731.8374302083,32191.2004190763,48174.1022861735,42430.4255176051,32359.2125259467,44935.1499154577,39081.324095192,47765.3577519478,48077.5655274597
0,High,Master Protein,O95834,Echinoderm microtubule-associated protein-like 2 OS=Homo sapiens OX=9606 GN=EML2 PE=1 SV=1,0.002,0,4.118,2,1,1,1,649,70.6,6.32,16,1,0,13007.1565045893,15931.0665373525,13740.0627133294,10976.8295983884,10800.7230761717,15545.2575311271,13956.0771748528,11833.8036657711,11846.4062255856,13311.9419980379,12388.316297607,12597.7508507813,13821.4011545284,15931.0665373525,14488.6772256712,14043.612892549,11684.5378504215,23941.6745378301,18684.7071998513,13028.8119426682,17011.8708045564,16623.0095346752,16511.270808293,16165.7272433292
0,High,Master Protein,P09525,Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4,0.002,0,4.046,3,1,1,1,319,35.9,6.13,62,1,0,,,,,,,,,,,,,,,,,,,,,,,,
0,High,Master Protein,P55056,Apolipoprotein C-IV OS=Homo sapiens OX=9606 GN=APOC4 PE=1 SV=1,0.002,0,4.035,9,1,2,1,127,14.5,8.92,0,1,0,76699.1424615025,77053.0716422628,60834.5146825199,48854.3613695812,78939.5504809582,49848.7987432628,69577.4807867359,94526.6991635709,44897.0431045908,77856.9184335935,74075.3104104497,76747.300678125,81500.4890419148,77053.0716422628,64149.0265222967,62503.6339534526,85399.1125395048,76773.4927017617,93151.8821453601,104072.251133049,64473.7891186189,97222.2007617532,98728.308271525,98483.9233701305
0,High,Master Protein,P51571,Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1,0.002,0,4.035,6,1,1,1,173,19,6.15,25,1,0,30272.5747048811,25010.71631953,26245.3302375001,16701.6697917485,21130.0019326162,17316.9944682866,20362.75621875,22566.0906885506,15960.7686506107,21724.7283757332,18713.1237003141,23247.0965460937,32167.6300910937,25010.71631953,27675.2825970287,21367.8989103493,22859.0535670548,26670.3748524558,27262.1119074105,24844.873226411,22920.2450983975,27128.3008130046,24941.0368336055,29831.2156205395
0,High,Master Protein,P0DPK5,Histone H3.X OS=Homo sapiens OX=9606 GN=H3Y2 PE=5 SV=1,0.002,0,4.028,7,2,4,2,147,16.5,11.39,24,2,0,288773.671517108,245856.421406099,291574.182982167,171679.810266261,238564.8814538,184167.540485151,315206.512252124,308889.514674896,117057.111071483,232343.776119719,237593.787049065,298961.539928908,306850.829041361,245856.421406099,307460.330619099,219644.914338434,258086.460273943,283641.445366807,422005.504493021,340081.98136681,168098.274901445,290134.437659795,316667.355441417,383634.409664218
