Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Protein Pathway Groups,# Razor Peptides,"Abundance: F16: 127N, Sample, 5B+","Abundance: F16: 127C, Sample, 5A+","Abundance: F16: 128C, Sample, 2B+","Abundance: F16: 129C, Sample, 2A+","Abundance: F16: 130N, Sample, 4B+","Abundance: F16: 130C, Sample, 1A+","Abundance: F16: 131N, Sample, 1B+","Abundance: F16: 132N, Sample, 6B+","Abundance: F16: 132C, Sample, 4A+","Abundance: F16: 133N, Sample, 6B+","Abundance: F16: 133C, Sample, 3A+","Abundance: F16: 134N, Sample, 3B+","Abundances (Normalized): F16: 127N, Sample, n/a, n/a","Abundances (Normalized): F16: 127C, Sample, n/a, n/a","Abundances (Normalized): F16: 128C, Sample, n/a, n/a","Abundances (Normalized): F16: 129C, Sample, n/a, n/a","Abundances (Normalized): F16: 130N, Sample, n/a, n/a","Abundances (Normalized): F16: 130C, Sample, n/a, n/a","Abundances (Normalized): F16: 131N, Sample, n/a, n/a","Abundances (Normalized): F16: 132N, Sample, n/a, n/a","Abundances (Normalized): F16: 132C, Sample, n/a, n/a","Abundances (Normalized): F16: 133N, Sample, n/a, n/a","Abundances (Normalized): F16: 133C, Sample, n/a, n/a","Abundances (Normalized): F16: 134N, Sample, n/a, n/a",# Protein Groups,Modifications
0,High,Master Protein,P06727,Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=4,0.002,0,2.436,2,1,1,1,396,45.3,5.38,28,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,Q9NP81,"Serine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=SARS2 PE=1 SV=1",0.002,0,2.412,1,1,2,1,518,58.2,8.13,33,1,0,0,372774.857528945,372642.792747109,377962.254817363,266075.352752351,332244.992958394,203640.208586722,216745.867374621,322097.584823435,225369.52346134,276844.205137505,243085.667885162,277882.366987501,389355.576649057,372642.792747109,393180.885920521,298776.989694239,357326.013336287,244702.537232046,255350.45308036,362863.509284681,264917.187152008,317288.466235592,278286.982368638,317841.247894883,1,
0,High,Master Protein,Q5VT25,Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens OX=9606 GN=CDC42BPA PE=1 SV=1,0.002,0,2.375,1,1,4,1,1732,197.2,6.58,0,1,0,0,316878.78407107,368844.424036256,347082.385321292,355861.347161708,319298.853666505,350355.146357508,328613.836031252,327308.063845884,381590.343729872,327913.030894765,326144.11453915,329187.13905,330973.291808618,368844.424036256,361057.640038621,399598.012193456,343402.575995438,421001.303431081,387143.214933936,368733.446819843,448551.511991046,375817.953565571,373373.149647262,376523.534763559,1,
0,High,Master Protein,Q99832,T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,0.002,0,2.373,3,1,1,1,543,59.3,7.65,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,Q16143,Beta-synuclein OS=Homo sapiens OX=9606 GN=SNCB PE=1 SV=1,0.002,0,2.35,8,1,2,1,134,14.3,4.41,17,1,0,0,437731.31433278,539016.093631577,443259.948076162,476132.575604324,458647.056269521,369869.467391028,324797.753671868,391463.182218057,509570.580698469,393665.839114469,526392.153813315,533549.250093752,457201.243236087,539016.093631577,461107.787500857,534651.01582269,493270.109764255,444450.522533749,382647.450510541,441008.286768929,598989.618563978,451176.611191621,602619.172498638,610272.473570823,1,
0,High,Master Protein Candidate,P37840,Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1,0.002,0,2.35,8,1,2,1,140,14.5,4.7,17,1,0,0,437731.31433278,539016.093631577,443259.948076162,476132.575604324,458647.056269521,369869.467391028,324797.753671868,391463.182218057,509570.580698469,393665.839114469,526392.153813315,533549.250093752,457201.243236087,539016.093631577,461107.787500857,534651.01582269,493270.109764255,444450.522533749,382647.450510541,441008.286768929,598989.618563978,451176.611191621,602619.172498638,610272.473570823,1,
0,High,Master Protein,Q9H0E2,Toll-interacting protein OS=Homo sapiens OX=9606 GN=TOLLIP PE=1 SV=1,0.002,0,2.324,5,1,1,1,274,30.3,5.97,26,1,0,0,160611.218471674,188893.881547881,176579.362729677,153771.699275391,169230.240557805,141806.754374999,145111.757793751,152265.002510156,154746.620711719,173447.386444924,126578.416969151,145590.708656251,167755.073394376,188893.881547881,183689.321852744,172670.805222726,182005.352905449,170400.889063253,170957.599094046,171536.254090087,181901.433923294,198786.372249865,144908.278623753,166526.336387816,1,
0,High,Master Protein,Q6IAA8,Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2,0.002,0,2.299,8,1,1,1,161,17.7,5.15,0,1,0,0,203240.287851581,201624.57008205,206588.170761352,208264.690631251,179228.469466419,235875.24015,225981.592150188,180951.288581251,205050.634903125,198320.495175,219792.8374125,224028.7075125,212280.248725273,201624.57008205,214906.433024372,233861.185121956,192758.343475833,283437.490736723,266231.15191228,203853.188219871,241032.756283871,227293.20162546,251621.109553283,256243.5491391,1,
0,High,Master Protein,P48059,LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens OX=9606 GN=LIMS1 PE=1 SV=4,0.002,0,2.286,3,1,2,1,325,37.2,8.05,16,1,0,0,266201.527798806,317957.980447889,273638.977463678,281140.793419929,265288.299107526,326521.075830477,273680.11381026,252574.719233209,314407.613991805,292531.063507039,271558.502711725,293412.449650936,278041.952850632,317957.980447889,284657.037072507,315694.028286934,285314.789730261,392361.293822918,322425.252702729,284541.559129652,369579.610581957,335267.022910283,310882.977650055,335604.522719294,1,
0,High,Master Protein,P13804,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1",0.002,0,2.271,7,1,1,1,333,35.1,8.38,13,1,0,0,168252.999672658,168735.854615627,177515.035396879,145228.17024375,163819.513378126,161953.886479685,148851.010146091,142168.588005469,175421.913773704,151143.362571093,143494.406975391,151560.820869667,175736.754739138,168735.854615627,184662.66933264,163077.245131442,176186.172441209,194610.52024651,175362.849325191,160161.998054073,206204.810872414,173223.946183208,164273.878634521,173354.937772481,1,
0,High,Master Protein,P43304,"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3",0.002,0,2.251,1,1,1,1,727,80.8,7.69,21,1,0,0,178310.690933218,163576.802225989,193787.540022678,154772.307421875,159022.702130288,184360.488674999,188097.052246016,144948.252487501,175828.231115625,154742.053331251,194841.929184375,172370.894850001,186241.803836258,163576.802225989,201590.385535436,173794.391781111,171027.252137688,221535.224586555,221599.00022954,163293.467695911,206682.428456458,177348.370861628,223057.052204406,197157.455198826,1,
0,High,Master Protein,Q9UNF0,Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2,0.002,0,2.229,2,1,1,1,486,55.7,5.2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,None,P60763,Ras-related C3 botulinum toxin substrate 3 OS=Homo sapiens OX=9606 GN=RAC3 PE=1 SV=1,0.002,0,2.218,6,1,1,1,192,21.4,8.15,0,1,0,0,740528.036144495,746462.612144346,718035.125027338,689936.879775002,693068.031175771,735386.3488125,745468.104691406,707403.636225002,591421.825500002,712040.750437501,719822.616562501,785968.478625,773466.114236112,746462.612144346,746946.773075849,774732.653309957,745387.415309761,883670.796887815,878243.357511862,796935.39478745,695204.054325662,816063.018156158,824060.363355147,898989.038996669,1,
0,High,None,P63000,Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=1 SV=1,0.002,0,2.218,6,1,1,1,192,21.4,8.5,0,1,0,0,740528.036144495,746462.612144346,718035.125027338,689936.879775002,693068.031175771,735386.3488125,745468.104691406,707403.636225002,591421.825500002,712040.750437501,719822.616562501,785968.478625,773466.114236112,746462.612144346,746946.773075849,774732.653309957,745387.415309761,883670.796887815,878243.357511862,796935.39478745,695204.054325662,816063.018156158,824060.363355147,898989.038996669,1,
0,High,Master Protein,P56377,AP-1 complex subunit sigma-2 OS=Homo sapiens OX=9606 GN=AP1S2 PE=1 SV=1,0.002,0,2.191,6,1,1,1,157,18.6,5.47,41,1,0,0,145111.695838169,151434.879039389,139469.338036236,145103.104948828,122275.66579014,137426.264075976,148266.767002155,120234.465501561,148346.840528907,130614.419357811,145211.229468164,135780.922148438,151566.144739806,151434.879039389,145085.063889075,162936.808852977,131506.199072509,165137.109881674,174674.546690774,135451.807602905,174378.625433562,149695.922895364,166239.314749835,155305.92388368,1,
0,High,Master Protein,P07910,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4,0.002,0,2.16,5,1,1,1,306,33.7,5.08,0,1,0,0,398454.933937545,440823.724171926,399526.851261893,433863.1478189,366144.506288067,469801.194843751,430979.580919313,359111.07478125,410593.359000001,373844.320781251,437586.255768751,458260.780312501,416177.881738894,440823.724171926,415613.77975188,487186.52029844,393784.585199999,564532.639063544,507741.312852437,404561.570648068,482643.95317956,428459.360717536,500953.263527676,524157.685335823,1,
0,High,Master Protein,Q00013,55 kDa erythrocyte membrane protein OS=Homo sapiens OX=9606 GN=MPP1 PE=1 SV=2,0.002,0,2.158,3,1,1,1,466,52.3,7.37,23,1,0,0,227451.024303058,218034.687930443,254877.162851939,170463.006656256,170965.624487102,152680.487025005,165562.647641009,185413.914881256,157550.858643755,177598.667400006,163780.403737505,186822.990028126,237567.858824973,218034.687930443,265139.778942897,191413.535512207,183871.740162462,183467.218090834,195050.994975814,208880.621880182,185197.757284369,203544.115206763,187497.497173545,213687.73027856,1,
0,High,Master Protein,Q8WUM4,Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,0.002,0,2.155,1,1,1,1,868,96,6.52,32,1,0,0,175035.332663229,239600.647089666,168509.736391984,209487.507758198,182614.851930269,238218.048105461,203489.543793154,217716.858510932,209631.882332807,193317.555401949,253088.629290225,227442.20833125,182820.760323835,239600.647089666,175294.772418079,235234.290959669,196400.362380813,286252.706135132,239733.046973802,245271.951831056,246417.917347704,221559.38073341,289738.475862199,260147.903962629,1,
0,High,Master Protein,O75563,Src kinase-associated phosphoprotein 2 OS=Homo sapiens OX=9606 GN=SKAP2 PE=1 SV=1,0.002,0,2.125,3,1,1,1,359,41.2,4.69,34,1,0,0,102618.308032973,109183.420699802,103520.9855625,95380.9411371115,75050.7505751939,88935.4838625019,88800.1114687497,83317.8834855485,111110.222192581,89645.0754890644,83909.2098410173,104770.457085937,107182.685988489,109183.420699802,107689.252818372,107103.608704688,80716.2969173423,106868.573265314,104616.290828467,93862.9192277591,130607.755099338,102741.354088924,96060.1297589657,119836.221289311,1,
0,High,Master Protein,O00602,Ficolin-1 OS=Homo sapiens OX=9606 GN=FCN1 PE=1 SV=2,0.002,0,2.055,4,1,1,1,326,35.1,6.86,0,1,0,0,368096.820261322,263680.54585572,369850.425140617,294882.010860936,910387.770703094,300684.698015624,304785.744656245,277210.190889843,549145.21163906,257164.544355468,279320.258946093,351409.876125,384469.464130645,263680.54585572,384742.433831488,331124.091760642,979112.52115147,361315.228568629,359071.104483351,312294.992000344,645508.774083951,294733.797329057,319768.716324552,401941.853169763,1,
0,High,Master Protein,P27797,Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,0.002,0,2.043,7,1,1,1,417,48.1,4.44,17,1,0,0,369413.951310978,375821.305844574,415904.967353945,415854.650320302,342052.683431278,346276.307931344,332776.977914675,350287.383367963,452337.604305455,391107.47174296,330387.590285153,338396.288999999,385845.180086277,375821.305844574,432651.359861285,466964.712393687,367874.081812824,416100.001675554,392047.85362,394621.118493403,531713.44525754,448244.491088294,378231.124493676,387056.940477246,1,
0,High,Master Protein,P42768,Wiskott-Aldrich syndrome protein OS=Homo sapiens OX=9606 GN=WAS PE=1 SV=4,0.002,0,2.027,4,1,1,1,502,52.9,6.64,0,1,0,0,38614.215443983,43240.1752873553,36240.9000679688,43196.9336648432,41062.4618588393,42701.1942070308,37866.0457054688,34701.7620468755,35377.770398438,43850.4084046869,38171.9382515626,42146.4212812499,40331.743993425,43240.1752873553,37700.138079043,48505.9952787739,44162.2480541934,51311.5294755208,44610.3634840756,39093.7521670453,41585.833247198,50256.5290092198,43699.6290221755,48206.9851338876,1,
0,High,Master Protein,Q9H4A4,Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2,0.002,0,2.024,2,1,1,1,650,72.5,5.74,13,1,0,0,18657.5072536317,16926.5193573642,15740.3699191406,17695.0563796875,19107.2866875,22245.5528173829,17862.6944074219,18454.1743546875,20701.7981542968,17152.9184707031,25842.113588672,20583.5021648437,19487.377833704,16926.5193573642,16374.1551190474,19869.8437224797,20549.6868949741,26731.1807148582,21044.2171997106,20789.8065145817,24334.5331338277,19658.7939788387,29584.3184470114,23543.3650758244,1,
0,High,Master Protein,P13501,C-C motif chemokine 5 OS=Homo sapiens OX=9606 GN=CCL5 PE=1 SV=3,0.002,0,2.02,13,1,1,1,91,10,9.07,0,1,0,0,1819267.2800223,1824876.94306776,1544950.73478271,1410123.2508,1709337.47809675,1152358.7856,1248200.6397093,1266078.4026,1667887.716,1334092.75395,1255118.4921,1526927.5923,1900186.79260536,1824876.94306776,1607158.09809885,1583432.57131379,1838374.57129445,1384722.20488751,1470517.53625401,1426318.21486279,1960567.31816227,1528990.8037142,1436872.60841141,1746496.46410846,1,
0,High,None,Q9Y696,Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4,0.002,0,1.927,2,1,2,1,253,28.8,5.59,24,1,0,0,1855419.25184446,1933118.96434969,1762606.18850506,1608875.06680314,1670021.09809144,1575050.48894534,1531053.7365235,1795467.89789705,1457576.47798127,1536950.0040488,1529092.90101564,1618609.91325,1937946.77440543,1933118.96434969,1833577.43767375,1806611.71461818,1796090.21600283,1892646.12125638,1803749.57108608,2022709.30592681,1713350.83233633,1761483.53628431,1750521.3404271,1851362.50370845,1,
0,High,None,Q9NZA1,Chloride intracellular channel protein 5 OS=Homo sapiens OX=9606 GN=CLIC5 PE=1 SV=3,0.002,0,1.927,1,1,2,1,410,46.5,4.82,24,1,0,0,1855419.25184446,1933118.96434969,1762606.18850506,1608875.06680314,1670021.09809144,1575050.48894534,1531053.7365235,1795467.89789705,1457576.47798127,1536950.0040488,1529092.90101564,1618609.91325,1937946.77440543,1933118.96434969,1833577.43767375,1806611.71461818,1796090.21600283,1892646.12125638,1803749.57108608,2022709.30592681,1713350.83233633,1761483.53628431,1750521.3404271,1851362.50370845,1,
0,High,None,O15247,Chloride intracellular channel protein 2 OS=Homo sapiens OX=9606 GN=CLIC2 PE=1 SV=3,0.002,0,1.927,2,1,2,1,247,28.3,5.59,24,1,0,0,1855419.25184446,1933118.96434969,1762606.18850506,1608875.06680314,1670021.09809144,1575050.48894534,1531053.7365235,1795467.89789705,1457576.47798127,1536950.0040488,1529092.90101564,1618609.91325,1937946.77440543,1933118.96434969,1833577.43767375,1806611.71461818,1796090.21600283,1892646.12125638,1803749.57108608,2022709.30592681,1713350.83233633,1761483.53628431,1750521.3404271,1851362.50370845,1,
0,High,Master Protein,Q12846,Syntaxin-4 OS=Homo sapiens OX=9606 GN=STX4 PE=1 SV=2,0.002,0,1.898,3,1,1,1,297,34.2,6.28,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,P49588,"Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2",0.002,0,1.887,1,1,1,1,968,106.7,5.53,0,1,0,0,295649.907955934,343798.989106893,314056.907961337,263665.478999999,277329.67051177,291918.76456875,291619.653058594,275888.381999999,250918.938084375,297126.281420223,272238.84785625,285358.79233125,308800.172740956,343798.989106893,326702.393500552,296070.933617182,298265.158675382,350781.718656495,343560.001570616,310805.889830779,294949.992614615,340533.557721689,311661.843795831,326392.766966826,1,
0,High,Master Protein,P04839,Cytochrome b-245 heavy chain OS=Homo sapiens OX=9606 GN=CYBB PE=1 SV=2,0.002,0,1.882,2,1,1,1,570,65.3,8.63,14,1,0,0,570372.904889596,579174.319214594,558844.354121458,605665.545375001,464739.059657823,647941.823100002,629301.290913241,528849.427425,534640.520700001,623157.163200002,669185.817300002,683348.480100002,595742.622666128,579174.319214594,581346.193818565,680104.062765595,499821.995662038,778593.820894693,741386.083643352,595782.670099264,628458.811582061,714194.398388241,766090.832752363,781612.5075393,1,
0,High,Master Protein,Q6PIF6,Unconventional myosin-VIIb OS=Homo sapiens OX=9606 GN=MYO7B PE=1 SV=2,0.002,0,1.867,1,1,1,1,2116,241.4,8.57,0,1,0,0,281274.412218172,268841.315080096,282391.892999654,270024.260962501,245797.094135721,247106.391062409,280155.827724592,282439.1695125,253277.91369375,280052.038406251,245508.6525375,261047.17485,293785.266774134,268841.315080096,293762.388310518,303211.233209856,264352.202737815,296933.308401494,330054.355402922,318185.770517147,297722.919376839,320964.932922964,281060.840215095,298585.191688287,1,
0,High,Master Protein,Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3",0.002,0,1.865,4,1,1,1,314,34.3,8.85,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,O95782,AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3,0.004,0,1.85,1,1,1,1,977,107.5,7.03,35,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein Candidate,O94973,AP-2 complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=2,0.004,0,1.85,1,1,1,1,939,103.9,6.96,35,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,Q01813,"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",0.004,0,1.845,1,1,1,1,784,85.5,7.55,18,1,0,0,245353.133614716,267002.531844699,229558.716646887,234163.416916715,207946.318387508,225006.069234375,214858.797304244,220543.6464,203703.719484375,201040.925765625,211692.100640625,215686.29121875,256266.239237428,267002.531844699,238801.886779978,262942.959876524,223644.08948872,270376.643278744,253127.277140252,248456.509001806,239449.485224915,230411.060816954,242347.302459593,246701.511499182,1,
0,High,Master Protein,P14866,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2,0.004,0,1.825,2,1,1,1,589,64.1,8.22,17,1,0,0,52572.6373186561,44966.9143764063,54123.3571783865,48089.8409062507,40764.756356544,86726.1233437497,66333.1834204171,58314.069902345,47884.3287656257,56721.3508125011,92377.7072109367,73286.4825000003,54911.0249946984,44966.9143764063,56302.6314219491,54000.2587696186,43842.0689016463,104213.713852475,78147.7803744711,65694.525642086,56287.0324719286,65007.791632014,105754.952982295,83824.9195303362,1,
0,High,Master Protein,P01137,Transforming growth factor beta-1 proprotein OS=Homo sapiens OX=9606 GN=TGFB1 PE=1 SV=2,0.004,0,1.822,3,1,1,1,390,44.3,8.53,0,1,0,0,293436.137413999,304978.534910088,278888.847290645,248166.170999999,279742.414462519,239017.059600001,242014.745465645,274533.82666875,229940.462400001,267759.617400001,278383.631638387,273810.682200001,306487.935505758,304978.534910088,290118.292642938,278666.703805284,300860.039547614,287212.83155117,285119.968631137,309279.896702681,270290.230799062,306876.708083806,318696.455712344,313184.063677247,1,
0,High,Master Protein,O43396,Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3,0.004,0,1.819,2,1,1,1,289,32.2,4.96,18,1,0,0,433751.372323183,478878.621378451,458907.485727571,424619.532975,411521.725151394,453327.472668434,411958.863164089,388063.2009375,430533.338606248,390650.28894375,404752.899168749,435689.426493748,453044.276678717,478878.621378451,477385.372465601,476806.831280331,442587.309263176,544737.129905837,485332.816877216,437177.990619265,506082.98445595,447720.518303388,463365.297899177,498340.619855192,1,
0,High,Master Protein,O76096,Cystatin-F OS=Homo sapiens OX=9606 GN=CST7 PE=1 SV=1,0.004,0,1.814,5,1,1,1,145,16.4,8.48,33,1,0,0,419383.834017056,427799.347980423,303786.062726953,333477.5334,356185.311616407,426344.694599999,574286.04926598,632046.789412499,360831.869887499,564117.430387497,932572.508793743,627644.168043746,438037.682083545,427799.347980423,316017.993201483,374463.145606154,383073.575543008,512313.502466351,676572.082568661,712041.092031338,424150.357764736,646529.53156636,1067618.636549,717898.03638006,1,
0,High,Master Protein,P00491,Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2,0.004,0,1.801,2,1,1,1,289,32.1,6.95,0,1,0,0,728822.554788183,788913.795656138,615987.006112534,609160.310549999,601406.818246684,561454.985024999,615987.006112534,530364.399262499,574399.4631375,526804.906649999,495498.437981251,571243.42213125,761239.982694802,788913.795656138,640789.691806362,684028.347401031,646806.739941629,674667.642165026,725700.39285034,597489.382671242,675194.621432977,603766.008948396,567251.727647382,653386.985688469,1,
0,High,None,P12236,ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4,0.004,0,1.795,3,1,1,1,298,32.8,9.74,54,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,None,P12235,ADP/ATP translocase 1 OS=Homo sapiens OX=9606 GN=SLC25A4 PE=1 SV=4,0.004,0,1.795,3,1,1,1,298,33,9.76,54,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,None,Q9H0C2,ADP/ATP translocase 4 OS=Homo sapiens OX=9606 GN=SLC25A31 PE=1 SV=1,0.004,0,1.795,3,1,1,1,315,35,9.89,54,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,P13747,"HLA class I histocompatibility antigen, alpha chain E OS=Homo sapiens OX=9606 GN=HLA-E PE=1 SV=4",0.004,0,1.784,4,1,1,1,358,40,5.83,0,1,0,0,164780.488008984,143953.214431642,237757.146928124,146312.432278508,76877.1421751967,108648.471744139,126770.926889063,76919.2720312507,70893.9290554699,102238.532408202,115571.206226951,140752.841315626,172109.788612203,143953.214431642,247330.426442468,164294.766947852,82680.5619718998,130556.518708598,149350.084551277,86654.4745940359,83334.339013903,117174.59327662,132307.110120518,160992.794229802,1,
0,High,Master Protein,P23219,Prostaglandin G/H synthase 1 OS=Homo sapiens OX=9606 GN=PTGS1 PE=1 SV=2,0.006,0,1.762,1,1,1,1,599,68.6,7.23,0,1,0,0,398240.369748591,411308.209763038,446777.767959951,386454.918093749,346558.648895501,328242.088659378,342506.242836907,343162.183598439,355636.361334376,357103.911656251,343406.775318752,406145.974162498,415953.773911258,411308.209763038,464767.252224618,433951.645224547,372720.200519459,394429.334357563,403509.996986899,386594.125698219,418043.145526904,409273.339710561,393135.621938629,464548.883236977,1,
0,High,Master Protein,Q15019,Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1,0.006,0,1.752,2,1,1,1,361,41.5,6.6,30,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,None,P62258,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1,0.006,0,1.73,3,1,1,0,255,29.2,4.74,27,1,0,0,572405.795181851,435992.49831318,546137.825610258,350648.95078124,365745.724839218,388051.505531236,323757.908280445,334752.865012492,352051.546584365,328908.715832805,348077.525142178,347794.675260483,597865.934246883,435992.49831318,568128.03757854,393744.993176325,393355.699924585,466298.815146668,381422.398355916,377120.491009333,413829.270352265,376959.098444106,398482.74456033,397806.794271908,3,
0,High,Master Protein,A0A0B4J2D5,"Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial OS=Homo sapiens OX=9606 GN=GATD3B PE=5 SV=1",0.006,0,1.652,3,1,1,1,268,28.1,8.27,19,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein Candidate,P0DPI2,"Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=GATD3 PE=1 SV=1",0.006,0,1.652,3,1,1,1,268,28.2,8.27,19,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,Q9NTJ5,Phosphatidylinositol-3-phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=2,0.006,0,1.651,1,1,1,1,587,66.9,7.12,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,O00217,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1",0.006,0,1.643,4,1,1,1,210,23.7,6.34,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,High,Master Protein,O43169,Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=3,0.006,0,1.628,9,1,1,1,150,16.7,4.97,0,1,0,0,87602.7978874464,81786.8445007283,83531.6305167437,87165.0544101554,86536.5397665481,85442.6311792962,86391.8056779406,76726.1257382815,72602.7489128914,79544.6364796875,95724.975921092,80938.5105374998,91499.2982993468,81786.8445007283,86895.0274011599,97877.9593592806,93069.1430060764,102671.4163301,101779.041923618,86436.8829541901,85343.0212129194,91165.3386184194,109586.940761049,92577.2925820415,1,
0,High,Master Protein,Q9Y678,Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1,0.006,0,1.602,1,1,1,1,874,97.7,5.47,0,1,0,0,427687.047813903,469096.403421731,443398.204379917,443624.956706254,390896.327443388,451821.260756254,445780.642493003,458993.026800005,430647.475293753,494510.371134036,439185.292012504,435806.34260625,446710.216002121,469096.403421731,461251.610687702,498148.091308923,420404.909851065,542927.203079119,525178.590087254,517084.971416804,506217.149758074,566753.554103762,502783.856729008,498474.348250769,1,
0,High,Master Protein,Q8IWL2,Pulmonary surfactant-associated protein A1 OS=Homo sapiens OX=9606 GN=SFTPA1 PE=1 SV=2,0.006,0,1.602,6,1,1,1,248,26.2,5,0,1,0,0,249380.212750172,236306.244365018,232553.494713002,169515.7608375,208854.093299426,123240.998770312,118696.668548559,169420.740792187,119535.217003125,142340.027878125,110232.311799514,128803.321040625,260472.439541254,236306.244365018,241917.249433688,190349.869707386,224620.391907589,148091.505599024,139837.720830071,190863.289407039,140511.161259587,163134.529425855,126195.088657788,147324.958889526,1,
0,High,Master Protein Candidate,Q8IWL1,Pulmonary surfactant-associated protein A2 OS=Homo sapiens OX=9606 GN=SFTPA2 PE=1 SV=1,0.006,0,1.602,6,1,1,1,248,26.2,5.17,0,1,0,0,249380.212750172,236306.244365018,232553.494713002,169515.7608375,208854.093299426,123240.998770312,118696.668548559,169420.740792187,119535.217003125,142340.027878125,110232.311799514,128803.321040625,260472.439541254,236306.244365018,241917.249433688,190349.869707386,224620.391907589,148091.505599024,139837.720830071,190863.289407039,140511.161259587,163134.529425855,126195.088657788,147324.958889526,1,
0,High,Master Protein,Q13045,Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2,0.006,0,1.6,1,1,1,1,1269,144.7,6.05,32,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,
