Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Graft-versus-host disease	4/42	0.263749247965284	0.3317845087873765	0	0	1.5889643463497454	2.1177024742869963	HLA-B;HLA-C;HLA-A;HLA-E
Aldosterone synthesis and secretion	8/98	0.26476843250913157	0.3317845087873765	0	0	1.3423948220064725	1.7839080421551352	PRKCB;GNAQ;ATP1B3;PRKCA;ATP1A1;PRKACA;CALM1;ADCY6
Ascorbate and aldarate metabolism	3/30	0.28579043845578217	0.3521662128091121	0	0	1.676873489121676	2.1002781247791122	ALDH2;AKR1A1;ALDH9A1
Nitrogen metabolism	2/17	0.2859132445634321	0.3521662128091121	0	0	2.011916264090177	2.5190536690345033	GLUD1;CA2
Phenylalanine metabolism	2/17	0.2859132445634321	0.3521662128091121	0	0	2.011916264090177	2.5190536690345033	MAOB;MIF
Primary bile acid biosynthesis	2/17	0.2859132445634321	0.3521662128091121	0	0	2.011916264090177	2.5190536690345033	SCP2;HSD17B4
Insulin secretion	7/86	0.2868638687120582	0.3521662128091121	0	0	1.3378529107784247	1.6706404787662994	PRKCB;GNAQ;ATP1B3;PRKCA;ATP1A1;PRKACA;ADCY6
Melanoma	6/72	0.2902338424004134	0.3546269721021661	0	0	1.3724482302834484	1.6978122372627815	MAP2K2;EGF;MAPK1;BAX;KRAS;MAPK3
MicroRNAs in cancer	22/310	0.2912168512627059	0.3546269721021661	0	0	1.1544599018003274	1.4242422836851483	MAP2K2;ROCK1;PRKCB;HDAC1;ITGB3;TPM1;PRKCA;THBS1;RHOA;NFKB1;CRKL;GLS;HNRNPK;CASP3;PLCG2;MAPK1;GRB2;KRAS;VIM;EZR;CD44;MAPK3
Glycosaminoglycan degradation	2/19	0.3328482970009021	0.40369552487659616	0	0	1.7750307852609644	1.9526553777167217	HEXB;HPSE
Metabolism of xenobiotics by cytochrome P450	6/76	0.3345644534016013	0.40415385970913437	0	0	1.2937456727440573	1.4165554279722088	CBR1;GSTK1;AKR7A2;GSTO1;GSTP1;ADH5
Hepatocellular carcinoma	12/168	0.35286379252594097	0.4245612165053154	0	0	1.1613386613386614	1.209735305496172	MAP2K2;TGFB1;PRKCB;GSTO1;GSTP1;PLCG2;MAPK1;BAX;PRKCA;GRB2;KRAS;MAPK3
Pentose and glucuronate interconversions	3/34	0.3552977383203281	0.4257933213203932	0	0	1.460190793064906	1.5110041791258817	UGP2;AKR1A1;AKR1B1
Cocaine addiction	4/49	0.36374431129479856	0.43248339374420935	0	0	1.3412903225806452	1.3564524020746114	MAOB;PRKACA;NFKB1;GNAI2
Sphingolipid metabolism	4/49	0.36374431129479856	0.43248339374420935	0	0	1.3412903225806452	1.3564524020746114	ARSA;ASAH1;PSAP;CERS2
Cell cycle	9/124	0.36592507356504944	0.43337008712409775	0	0	1.1812638619961275	1.1875560808058476	YWHAE;TGFB1;YWHAQ;PRKDC;YWHAB;HDAC1;YWHAZ;YWHAG;YWHAH
Cushing syndrome	11/155	0.3704311537547585	0.43699300169506666	0	0	1.153081914030819	1.1451114328666587	RAP1B;FH;MAP2K2;NCEH1;GNAQ;AIP;MAPK1;PRKACA;ADCY6;GNAI2;MAPK3
TNF signaling pathway	8/112	0.3960218210530563	0.4653641632607899	0	0	1.1608165297485686	1.0752480601152845	CASP3;CCL5;MAPK1;PGAM5;DNM1L;MAPK14;NFKB1;MAPK3
Arginine biosynthesis	2/22	0.4013566613151442	0.4685153551162055	0	0	1.5085346215781	1.3771485230575513	GLUD1;GLS
Riboflavin metabolism	1/8	0.4018062151493286	0.4685153551162055	0	0	2.1548097919779337	1.9647240185805377	BLVRB
Vitamin digestion and absorption	2/24	0.4451457068513327	0.517053859496548	0	0	1.371248719074806	1.1098251137206177	APOA1;APOB
alpha-Linolenic acid metabolism	2/25	0.46636026596282204	0.53961992460066	0	0	1.311559196247287	1.0004532111863054	ACOX1;ACAA1
p53 signaling pathway	5/73	0.4790244255185119	0.552157925597674	0	0	1.1090537910079286	0.816267682745092	CASP3;SERPINE1;BAX;BID;THBS1
Bile secretion	6/90	0.49126523185923887	0.5641144487509131	0	0	1.0773136395107317	0.7657234113194386	NCEH1;CA2;ATP1B3;ATP1A1;PRKACA;ADCY6
Th1 and Th2 cell differentiation	6/92	0.5129148598398091	0.5867435139076604	0	0	1.0521471240184845	0.7024612009518209	PPP3CA;STAT5B;MAPK1;MAPK14;NFKB1;MAPK3
Phototransduction	2/28	0.5269833419325318	0.6005621481646212	0	0	1.1600396383005078	0.7431055463586392	GNB1;CALM1
Cytosolic DNA-sensing pathway	4/63	0.5566363960157875	0.631970645100631	0	0	1.0222525970475669	0.5988795712824595	STING1;CCL5;CASP1;NFKB1
Cortisol synthesis and secretion	4/65	0.581692232794685	0.6566969935232606	0	0	0.988630354309889	0.5356535500337916	NCEH1;GNAQ;PRKACA;ADCY6
Asthma	2/31	0.5827642194179928	0.6566969935232606	0	0	1.039868954411683	0.5615007438238648	CD40;FCER1G
Ether lipid metabolism	3/49	0.5951369289517033	0.6681462919829533	0	0	0.983253337070385	0.510272855938701	AGPS;PAFAH1B3;PAFAH1B2
Base excision repair	2/33	0.6171702431125653	0.6903163459999804	0	0	0.9726767440652434	0.46942388564894194	FEN1;HMGB1
Transcriptional misregulation in cancer	11/192	0.6543251072913447	0.7291741048043768	0	0	0.9155453392659506	0.3883294209234054	DDX5;CD40;ITGAM;HDAC1;BAX;CD14;MPO;ELANE;NFKB1;PTK2;H3-3A
Selenocompound metabolism	1/17	0.6645104629196668	0.7378020580946301	0	0	0.9422767497988737	0.3851128943182172	PAPSS1
Hedgehog signaling pathway	3/56	0.6852803169290272	0.7554360073887182	0	0	0.8530704088303711	0.3223985985662428	GRK2;ARRB1;PRKACA
Other glycan degradation	1/18	0.6853955828626118	0.7554360073887182	0	0	0.8868013818560408	0.33499730445898596	HEXB
Gastric cancer	8/149	0.715475072510207	0.7857217159930273	0	0	0.8545066446326517	0.2860961048927319	MAP2K2;TGFB1;EGF;MAPK1;BAX;GRB2;KRAS;MAPK3
Mineral absorption	3/60	0.7296158819012827	0.7983478128050266	0	0	0.7930361762585352	0.2499944025920254	TF;ATP1B3;ATP1A1
Herpes simplex virus 1 infection	27/498	0.7977459757084316	0.8697447099781457	0	0	0.8612857135380413	0.19462047654903836	SRC;ITGB3;SRSF1;C3;CCL5;CASP3;BID;B2M;PDIA3;SYK;STAT2;TAP2;HLA-B;HLA-C;PTPN11;HLA-A;EIF2S1;NFKB1;HLA-E;PPP1CA;TAPBP;STING1;RHEB;SRSF3;BAX;CALR;SRSF7
Retinol metabolism	3/68	0.8033775995266872	0.8725705877358384	0	0	0.6951341969875411	0.15218603528466543	RDH11;ALDH1A1;ADH5
Intestinal immune network for IgA production	2/48	0.8085528785792625	0.8725705877358384	0	0	0.6549744451445775	0.13918809456547498	CD40;TGFB1
Ribosome biogenesis in eukaryotes	5/108	0.8092934910474601	0.8725705877358384	0	0	0.730819561657146	0.15463677503974643	XPO1;CSNK2A1;CSNK2B;REXO2;RAN
Maturity onset diabetes of the young	1/26	0.8118951495157966	0.8725705877358384	0	0	0.602767497988737	0.12560714652596003	NKX6-1
Breast cancer	7/147	0.8156710852494095	0.8735200983876655	0	0	0.7524656426839127	0.15331042542734621	MAP2K2;EGF;MAPK1;BAX;GRB2;KRAS;MAPK3
Ovarian steroidogenesis	2/51	0.8346467119442788	0.8906830636295837	0	0	0.614775378750534	0.11111864746631421	PRKACA;ADCY6
Circadian rhythm	1/31	0.8636200125465849	0.9183564922150304	0	0	0.5021721641190667	0.07362969153794702	PRKAA1
Viral protein interaction with cytokine and cytokine receptor	4/100	0.8761222979764554	0.9283822245224194	0	0	0.6270161290322581	0.08292262487688705	CCL5;PPBP;PF4V1;PF4
Signaling pathways regulating pluripotency of stem cells	6/143	0.8864521686278167	0.9360438983412611	0	0	0.6586677358112331	0.07938797746158749	MAP2K2;MAPK1;GRB2;KRAS;MAPK14;MAPK3
Steroid hormone biosynthesis	2/61	0.8999674863134304	0.9449346064614652	0	0	0.5103032287999126	0.053784247038151316	HSD17B12;COMT
DNA replication	1/36	0.901129690930139	0.9449346064614652	0	0	0.4303183542121595	0.044798761584823064	FEN1
Inflammatory bowel disease	2/65	0.9186108018040519	0.9599323949647878	0	0	0.4778007821486082	0.0405618214763352	TGFB1;NFKB1
JAK-STAT signaling pathway	6/162	0.9422248902679874	0.9738608753823943	0	0	0.5778551012799801	0.034388905910393106	STAT5B;EGF;STAT2;GRB2;PTPN11;PTPN6
ABC transporters	1/45	0.9445954853096655	0.9738608753823943	0	0	0.34213413296277334	0.019501132721416983	TAP2
Glycosphingolipid biosynthesis	1/45	0.9445954853096655	0.9738608753823943	0	0	0.34213413296277334	0.019501132721416983	HEXB
Glycerophospholipid metabolism	3/98	0.9478852023245634	0.9738608753823943	0	0	0.4748547436278044	0.02541511796672362	LYPLA2;GPD2;AGPAT1
Nucleotide excision repair	1/47	0.9512879411847891	0.9738608753823943	0	0	0.3272237573892056	0.01634105869788539	DDB1
Other types of O-glycan biosynthesis	1/47	0.9512879411847891	0.9738608753823943	0	0	0.3272237573892056	0.01634105869788539	COLGALT1
Protein digestion and absorption	3/103	0.9588766750678911	0.9783133644273753	0	0	0.4509911361804996	0.018938385000703672	ATP1B3;ATP1A1;PRSS3
Taste transduction	2/86	0.9734386304986005	0.9898264862309002	0	0	0.3579480101219232	0.009636138053465903	PRKACA;ADCY6
Notch signaling pathway	1/59	0.977505688889312	0.9906265706193699	0	0	0.25935584098538017	0.005900648129511949	HDAC1
Basal cell carcinoma	1/63	0.9826148891221983	0.9924739013876384	0	0	0.242571302519918	0.004254217100152791	BAX
Cytokine-cytokine receptor interaction	6/295	0.9998288214457355	0.9999953021818442	0	0	0.30969137631295035	5.301705988674111E-5	CD40;TGFB1;CCL5;PPBP;PF4V1;PF4
Neuroactive ligand-receptor interaction	6/341	0.9999790268293013	0.9999953021818442	0	0	0.26650109709931763	5.589431615114753E-6	C3;TSPO;PLG;PRSS3;F2;KNG1
Olfactory transduction	6/440	0.9999953021818442	0.9999953021818442	0	0	0.20460382808603142	9.611938360912865E-7	GRK2;GNB1;ARRB1;PRKACA;CALM1;PRKG1
