"","feat1","feat2","R","p","Padj","name_int"
"7950","PEBP1","VAT",0.250305955004821,0.00180511852465814,0.0167471401583271,"PEBP1 (interacts with) VAT"
"7951","PGF","VAT",0.279074754441583,0.000477047545861087,0.00552803164522286,"PGF (interacts with) VAT"
"7952","PGLYRP2","VAT",0.355036802557639,6.69575805556377e-06,0.000127636732072112,"PGLYRP2 (interacts with) VAT"
"7953","PIBF1","VAT",0.217263834372413,0.00698268975314997,0.048878704075528,"PIBF1 (interacts with) VAT"
"7954","PLA2G10","VAT",-0.340458467989065,1.66190010384426e-05,0.000290237883400811,"PLA2G10 (interacts with) VAT"
"7955","PLA2G1B","VAT",-0.32607054933135,3.90238129583942e-05,0.000623802472243019,"PLA2G1B (interacts with) VAT"
"7956","PLAT","VAT",0.282281079879139,0.000407523972238533,0.00483424523418148,"PLAT (interacts with) VAT"
"7957","PLG","VAT",0.227007683860925,0.00477491285820175,0.036426275145771,"PLG (interacts with) VAT"
"7958","PLIN1","VAT",0.378542672907682,1.40221884237235e-06,3.05828471221002e-05,"PLIN1 (interacts with) VAT"
"7959","PLSCR3","VAT",0.400260344465704,2.95494586577405e-07,7.26049579983956e-06,"PLSCR3 (interacts with) VAT"
"7960","PLTP","VAT",-0.230819039354859,0.00409788800269673,0.0323076410114923,"PLTP (interacts with) VAT"
"7961","PLXNA4","VAT",0.29028742598489,0.000272733636635714,0.00342756098063253,"PLXNA4 (interacts with) VAT"
"7962","PNMA1","VAT",0.225060583699619,0.00515807958227255,0.0386799947650353,"PNMA1 (interacts with) VAT"
"7963","PODXL2","VAT",-0.281196180265096,0.000429923922312003,0.0050595097578413,"PODXL2 (interacts with) VAT"
"7964","PON2","VAT",0.26149562490409,0.00109464506552515,0.0111006932990241,"PON2 (interacts with) VAT"
"7965","PON3","VAT",-0.437332153910724,1.58212545287029e-08,4.72519396122148e-07,"PON3 (interacts with) VAT"
"7966","PPCDC","VAT",0.228329320943951,0.00452956697890805,0.0349497538185046,"PPCDC (interacts with) VAT"
"7967","PPP1R12B","VAT",0.248131391864988,0.00198439323587873,0.0180916760843731,"PPP1R12B (interacts with) VAT"
"7968","PPP1R9B","VAT",0.233227760361167,0.00371580732477828,0.0299143060617575,"PPP1R9B (interacts with) VAT"
"7969","PRAP1","VAT",0.426234836265022,3.94428925076795e-08,1.11201477283756e-06,"PRAP1 (interacts with) VAT"
"7970","PRCP","VAT",0.339984637306621,1.71044705810086e-05,0.00029786907917063,"PRCP (interacts with) VAT"
"7971","PRDX2","VAT",0.218588829147094,0.0066370114838703,0.0470113601878835,"PRDX2 (interacts with) VAT"
"7972","PRKAR1A","VAT",0.219724694947408,0.00635289025102637,0.0454538171017662,"PRKAR1A (interacts with) VAT"
"7973","PRKAR2A","VAT",0.287167626766172,0.000319386104651986,0.00392540054881361,"PRKAR2A (interacts with) VAT"
"7974","PROC","VAT",0.231172338462785,0.00403972323828117,0.031944012114092,"PROC (interacts with) VAT"
"7975","PROS1","VAT",0.392893281957328,5.07452437625844e-07,1.19761834921838e-05,"PROS1 (interacts with) VAT"
"7976","PRR4","VAT",-0.234186042422788,0.00357293859954755,0.0290040045291225,"PRR4 (interacts with) VAT"
"7977","PRSS8","VAT",0.468982293548799,9.69411217965899e-10,3.39945524409348e-08,"PRSS8 (interacts with) VAT"
"7978","PSIP1","VAT",0.218625686149464,0.00662761753942176,0.0469610293646913,"PSIP1 (interacts with) VAT"
"7979","PSMD1","VAT",0.300339587303433,0.000161949036227682,0.00218313271585165,"PSMD1 (interacts with) VAT"
"7980","PSME1","VAT",0.284737096491617,0.000360743127136631,0.00435581939135034,"PSME1 (interacts with) VAT"
"7981","PSME2","VAT",0.244871427591544,0.00228357537686175,0.0202750813560282,"PSME2 (interacts with) VAT"
"7982","PSMG3","VAT",0.274745498212751,0.000588350178309716,0.00660095562527546,"PSMG3 (interacts with) VAT"
"7983","PSPN","VAT",0.42541692390156,4.21355972335391e-08,1.18278486318662e-06,"PSPN (interacts with) VAT"
"7984","PTGR1","VAT",0.296047418250249,0.000202790039273371,0.00265352794620588,"PTGR1 (interacts with) VAT"
"7985","PTP4A3","VAT",0.353018635435329,7.61431402440671e-06,0.00014343881397901,"PTP4A3 (interacts with) VAT"
"7986","PTPN1","VAT",0.279157078944525,0.000475133282587858,0.00550919801536376,"PTPN1 (interacts with) VAT"
"7987","PTPRB","VAT",0.22616648322043,0.0049372073493279,0.0373851816335898,"PTPRB (interacts with) VAT"
"7988","PTPRS","VAT",-0.229903928874703,0.0042520596783393,0.0332570617084009,"PTPRS (interacts with) VAT"
"7989","PTRHD1","VAT",0.261716547874934,0.00108364900532809,0.0110085494565589,"PTRHD1 (interacts with) VAT"
"7990","PTS","VAT",0.29684822106345,0.000194508978043295,0.00255886690214409,"PTS (interacts with) VAT"
"7991","PTX3","VAT",-0.23400466241935,0.00359959457218495,0.0291766597908215,"PTX3 (interacts with) VAT"
"7992","QDPR","VAT",0.279681220170409,0.000463111012374728,0.00539042899811281,"QDPR (interacts with) VAT"
"7993","RABEP1","VAT",0.293983424388609,0.000225669518117311,0.00291041918804475,"RABEP1 (interacts with) VAT"
"7994","RABGAP1L","VAT",0.216653836522666,0.00714714596890831,0.0497648371083003,"RABGAP1L (interacts with) VAT"
"7995","RAD23B","VAT",0.274021760711666,0.000609139863940955,0.0067959675321418,"RAD23B (interacts with) VAT"
"7996","RAPGEF2","VAT",0.265586533123791,0.000906719596866168,0.00948767880165993,"RAPGEF2 (interacts with) VAT"
"7997","RARRES2","VAT",0.300537023280346,0.000160268830032617,0.00216333912136154,"RARRES2 (interacts with) VAT"
"7998","RBFOX3","VAT",0.224338521516824,0.0053070204699317,0.039547127271652,"RBFOX3 (interacts with) VAT"
"7999","RBKS","VAT",0.311269112243192,8.98970247718012e-05,0.00130576479631304,"RBKS (interacts with) VAT"
"8000","RBP5","VAT",0.306740983849965,0.000115046077382885,0.00162090973336008,"RBP5 (interacts with) VAT"
"8001","RCC1","VAT",0.261780648534376,0.00108047748932449,0.0109815361167976,"RCC1 (interacts with) VAT"
"8002","REG3A","VAT",-0.255042293447078,0.00146457668386679,0.0141136277308644,"REG3A (interacts with) VAT"
"8003","REN","VAT",0.304945041139187,0.000126730675263254,0.00176359408212395,"REN (interacts with) VAT"
"8004","RIDA","VAT",0.325134046407493,4.11930010151274e-05,0.000654595523691096,"RIDA (interacts with) VAT"
"8005","RNASE1","VAT",0.368714409929344,2.73671712802681e-06,5.64895541212054e-05,"RNASE1 (interacts with) VAT"
"8006","RNASE3","VAT",0.221354127402604,0.00596423051346928,0.0432932032529797,"RNASE3 (interacts with) VAT"
"8007","RNASE4","VAT",0.315492853925621,7.11623977451836e-05,0.00106238264893375,"RNASE4 (interacts with) VAT"
"8008","RNASE6","VAT",0.309292495742236,0.000100166218075959,0.00143556336523207,"RNASE6 (interacts with) VAT"
"8009","RNF41","VAT",0.279761401171658,0.000461296872375616,0.00537275115063564,"RNF41 (interacts with) VAT"
"8010","RPL14","VAT",0.281174636601403,0.00043038004300211,0.00506420300045313,"RPL14 (interacts with) VAT"
"8011","RTN4R","VAT",0.367536352315959,2.96077172601272e-06,6.07180155469806e-05,"RTN4R (interacts with) VAT"
"8012","RWDD1","VAT",0.302786975743209,0.000142234524090901,0.00195007906875717,"RWDD1 (interacts with) VAT"
"8013","S100A12","VAT",0.242808905659093,0.0024934131748684,0.0217671819516538,"S100A12 (interacts with) VAT"
"8014","S100A4","VAT",0.352002801135267,8.12061207922099e-06,0.000152077729767091,"S100A4 (interacts with) VAT"
"8015","S100P","VAT",0.291168643405192,0.000260750710943114,0.00329674837994409,"S100P (interacts with) VAT"
"8016","SAMD9L","VAT",0.223539394692709,0.00547633052028562,0.0405212216268501,"SAMD9L (interacts with) VAT"
"8017","SCAMP3","VAT",0.367024012359218,3.06355511359158e-06,6.26421632848588e-05,"SCAMP3 (interacts with) VAT"
"8018","SCARB2","VAT",0.235191627416032,0.0034283546414513,0.0280730256429176,"SCARB2 (interacts with) VAT"
"8019","SCG3","VAT",-0.312485655076884,8.40752722806037e-05,0.00123104187070469,"SCG3 (interacts with) VAT"
"8020","SCLY","VAT",0.287620319267929,0.000312186445993845,0.00384964864435495,"SCLY (interacts with) VAT"
"8021","SCRG1","VAT",0.23530618980499,0.00341222189211221,0.0279682728527376,"SCRG1 (interacts with) VAT"
"8022","SCRN1","VAT",0.234347069280811,0.0035494228742059,0.0288525858153741,"SCRN1 (interacts with) VAT"
"8023","SEC31A","VAT",0.223851003894565,0.00540974443433129,0.0401389828440168,"SEC31A (interacts with) VAT"
"8024","SELE","VAT",0.323329161789113,4.56967545894305e-05,0.000717866601184045,"SELE (interacts with) VAT"
"8025","SELL","VAT",-0.241478702937192,0.00263785419712548,0.0227751229753063,"SELL (interacts with) VAT"
"8026","SELP","VAT",0.249416569918354,0.00187658012424219,0.0172861765285132,"SELP (interacts with) VAT"
"8027","SELPLG","VAT",0.279257832133077,0.000472800157101938,0.00548622888818155,"SELPLG (interacts with) VAT"
"8028","SEMA3F","VAT",0.31938797221159,5.71869939731684e-05,0.000875609116961163,"SEMA3F (interacts with) VAT"
"8029","SEMA3G","VAT",-0.312969560307083,8.18591570623806e-05,0.00120241995152762,"SEMA3G (interacts with) VAT"
"8030","SERPINA4","VAT",0.271868976709597,0.00067504641695959,0.00741152766261624,"SERPINA4 (interacts with) VAT"
"8031","SERPIND1","VAT",0.325744680851521,3.97661348046086e-05,0.000634283130666125,"SERPIND1 (interacts with) VAT"
"8032","SERPINE1","VAT",0.488306697172911,1.52374557416124e-10,5.89322969215507e-09,"SERPINE1 (interacts with) VAT"
"8033","SERPINF1","VAT",0.429561903166962,3.00966194188845e-08,8.632154065359e-07,"SERPINF1 (interacts with) VAT"
"8034","SERPINH1","VAT",0.237474891147436,0.00311945483967158,0.0260448074256987,"SERPINH1 (interacts with) VAT"
"8035","SEZ6L2","VAT",-0.248032548085904,0.00199291388924272,0.0181554031740847,"SEZ6L2 (interacts with) VAT"
"8036","SGSH","VAT",0.274457343466949,0.00059654793099484,0.00667873235850115,"SGSH (interacts with) VAT"
"8037","SH3BP1","VAT",0.259147043771095,0.00121802255608316,0.0121262573595354,"SH3BP1 (interacts with) VAT"
"8038","SHBG","VAT",-0.448096458288851,6.31815089136012e-09,1.99351645597017e-07,"SHBG (interacts with) VAT"
"8039","SHISA5","VAT",0.24655009792382,0.00212475719595062,0.0191255184835008,"SHISA5 (interacts with) VAT"
"8040","SHMT1","VAT",0.271438419909183,0.000688990844992077,0.00753902346715832,"SHMT1 (interacts with) VAT"
"8041","SIAE","VAT",0.287973811427024,0.000306669389198211,0.0037909325752782,"SIAE (interacts with) VAT"
"8042","SIGLEC8","VAT",0.260210654699643,0.00116065274869737,0.0116534816325343,"SIGLEC8 (interacts with) VAT"
"8043","SIRT2","VAT",0.257826458806603,0.00129285799107937,0.0127380688014184,"SIRT2 (interacts with) VAT"
"8044","SKAP1","VAT",0.238017495350985,0.00304984450442092,0.0255810875992183,"SKAP1 (interacts with) VAT"
"8045","SLC27A4","VAT",0.242463993192862,0.00253016116441085,0.0220263806795915,"SLC27A4 (interacts with) VAT"
"8046","SLC39A5","VAT",0.342632745941824,1.45533344853011e-05,0.000257548652022845,"SLC39A5 (interacts with) VAT"
"8047","SLIT2","VAT",0.218135366058272,0.0067535617981842,0.0476431996338334,"SLIT2 (interacts with) VAT"
"8048","SLITRK1","VAT",-0.243954190059687,0.00237483242114545,0.0209269925510891,"SLITRK1 (interacts with) VAT"
"8049","SLITRK2","VAT",0.234501198692557,0.00352704508948332,0.0287079866778822,"SLITRK2 (interacts with) VAT"
"8050","SMNDC1","VAT",0.258195245109097,0.0012715475409113,0.0125653094494013,"SMNDC1 (interacts with) VAT"
"8051","SNAP25","VAT",-0.230532173233284,0.00414566799727845,0.0326004476621636,"SNAP25 (interacts with) VAT"
"8052","SNAP29","VAT",0.220053241661075,0.00627275483400269,0.045010915390472,"SNAP29 (interacts with) VAT"
"8053","SNRPB2","VAT",0.252793176759374,0.00161821828812614,0.015315880902786,"SNRPB2 (interacts with) VAT"
"8054","SNX15","VAT",0.252728465251508,0.00162284861915962,0.0153515161679131,"SNX15 (interacts with) VAT"
"8055","SNX9","VAT",0.239056593185046,0.00292044133183689,0.0247151063198892,"SNX9 (interacts with) VAT"
"8056","SOD1","VAT",0.28461479825648,0.000362949676346203,0.00437839172119886,"SOD1 (interacts with) VAT"
"8057","SORBS1","VAT",0.258940762372433,0.0012294449030561,0.0122208919670923,"SORBS1 (interacts with) VAT"
"8058","SORD","VAT",0.37198264705642,2.19640067866678e-06,4.61816302472224e-05,"SORD (interacts with) VAT"
"8059","SORT1","VAT",0.265080587000347,0.000928238286063365,0.00967649906407456,"SORT1 (interacts with) VAT"
"8060","SPART","VAT",0.225159804691778,0.00513790807723935,0.0385607656762493,"SPART (interacts with) VAT"
"8061","SPINK6","VAT",0.238915465954183,0.00293772035465922,0.0248321124479092,"SPINK6 (interacts with) VAT"
"8062","SRP14","VAT",0.304757150051718,0.000128015096727996,0.00177897491716676,"SRP14 (interacts with) VAT"
"8063","SSC4D","VAT",0.401830117703011,2.62888234292546e-07,6.51513534890219e-06,"SSC4D (interacts with) VAT"
"8064","SSC5D","VAT",0.346380432955544,1.15503069264555e-05,0.000208987791182029,"SSC5D (interacts with) VAT"
"8065","SSNA1","VAT",0.297471190810473,0.000188285628245577,0.00248780141261134,"SSNA1 (interacts with) VAT"
"8066","ST13","VAT",0.242794031172361,0.00249498791829006,0.0217780743668501,"ST13 (interacts with) VAT"
"8067","ST3GAL1","VAT",-0.338356225201081,1.88768486526492e-05,0.00032540831342421,"ST3GAL1 (interacts with) VAT"
"8068","STAB2","VAT",0.292282137240479,0.000246308026465858,0.00313866557079918,"STAB2 (interacts with) VAT"
"8069","STAMBP","VAT",0.221085053398521,0.00602691163530356,0.0436466878448499,"STAMBP (interacts with) VAT"
"8070","STAT5B","VAT",0.279713051244574,0.000462390029180249,0.00538344103851096,"STAT5B (interacts with) VAT"
"8071","STIP1","VAT",0.285434267995792,0.000348399886219486,0.00422780086061675,"STIP1 (interacts with) VAT"
"8072","STK11","VAT",0.241733351317203,0.00260963049577168,0.0225810424367219,"STK11 (interacts with) VAT"
"8073","STX7","VAT",0.287664118507029,0.000311497899970314,0.00384235919601036,"STX7 (interacts with) VAT"
"8074","SUMF2","VAT",0.34691150885333,1.11754786797924e-05,0.000202839042467002,"SUMF2 (interacts with) VAT"
"8075","SUOX","VAT",0.227664219025873,0.00465158502401719,0.035689400914643,"SUOX (interacts with) VAT"
"8076","TALDO1","VAT",0.3870370572063,7.72791124870054e-07,1.76655174018891e-05,"TALDO1 (interacts with) VAT"
"8077","TBCA","VAT",0.25660871735993,0.0013655645104238,0.0133263701094531,"TBCA (interacts with) VAT"
"8078","TCOF1","VAT",0.270483715056444,0.000720861283951324,0.00783025996999525,"TCOF1 (interacts with) VAT"
"8079","TCTN3","VAT",0.381123502894579,1.17210841077409e-06,2.59358057043224e-05,"TCTN3 (interacts with) VAT"
"8080","TGFB1","VAT",0.225995411305187,0.00497081070341299,0.0375845983891834,"TGFB1 (interacts with) VAT"
"8081","TGFBR2","VAT",0.254769216337137,0.00148249345014806,0.0142560718078785,"TGFBR2 (interacts with) VAT"
"8082","TGM2","VAT",0.224631890381743,0.0052460491517512,0.0391922851261075,"TGM2 (interacts with) VAT"
"8083","THOP1","VAT",0.279595544660993,0.000465056749870962,0.00540954232372352,"THOP1 (interacts with) VAT"
"8084","THTPA","VAT",0.230334485675117,0.00417888517731635,0.0328038327725333,"THTPA (interacts with) VAT"
"8085","TJAP1","VAT",0.271448699199548,0.00068865486447045,0.00753614714012635,"TJAP1 (interacts with) VAT"
"8086","TMPRSS5","VAT",-0.229243853468621,0.00436647679914626,0.0339550433428734,"TMPRSS5 (interacts with) VAT"
"8087","TNFRSF10B","VAT",0.290929316588471,0.000263955834823637,0.00333157972837341,"TNFRSF10B (interacts with) VAT"
"8088","TNFRSF6B","VAT",0.218957399170795,0.00654360319265601,0.0465018672698893,"TNFRSF6B (interacts with) VAT"
"8089","TNFSF14","VAT",0.270513870810916,0.000719834214123027,0.00782084640690127,"TNFSF14 (interacts with) VAT"
"8090","TNIP1","VAT",0.221341747913458,0.0059671015183862,0.043309395771792,"TNIP1 (interacts with) VAT"
"8091","TNXB","VAT",-0.220029787185375,0.00627844558265389,0.0450425670442529,"TNXB (interacts with) VAT"
"8092","TOMM20","VAT",0.28324103725905,0.000388608788488121,0.00464209668721345,"TOMM20 (interacts with) VAT"
"8093","TOP2B","VAT",0.249016168511754,0.0019095841957899,0.0175338234544616,"TOP2B (interacts with) VAT"
"8094","TP53I3","VAT",0.340093818060454,1.69914360874657e-05,0.000296091189993078,"TP53I3 (interacts with) VAT"
"8095","TPMT","VAT",0.281952953673967,0.000414182262155727,0.00490127621129266,"TPMT (interacts with) VAT"
"8096","TPR","VAT",0.304479302264563,0.000129936737384373,0.00180270483418078,"TPR (interacts with) VAT"
"8097","TREH","VAT",0.234211368385687,0.0035692308225761,0.028980084442075,"TREH (interacts with) VAT"
"8098","TRIAP1","VAT",0.222090430407629,0.00579567048563301,0.0423428564411049,"TRIAP1 (interacts with) VAT"
"8099","TRIM21","VAT",0.267605291662696,0.000825337288305805,0.00876885776403661,"TRIM21 (interacts with) VAT"
"8100","TSNAX","VAT",0.262246168126505,0.00105769870964645,0.010787656679794,"TSNAX (interacts with) VAT"
"8101","TTR","VAT",0.293077076434756,0.000236455571313687,0.00303004536523666,"TTR (interacts with) VAT"
"8102","TXLNA","VAT",0.341032816975306,1.60479705033634e-05,0.000281251243425771,"TXLNA (interacts with) VAT"
"8103","TXN","VAT",0.37537883166766,1.74318591739109e-06,3.73664019797553e-05,"TXN (interacts with) VAT"
"8104","TXNL1","VAT",-0.321029785510622,5.21052545883194e-05,0.000806543331116919,"TXNL1 (interacts with) VAT"
"8105","TXNRD1","VAT",0.246094823253822,0.00216680851790274,0.0194300222993535,"TXNRD1 (interacts with) VAT"
"8106","UBE2L6","VAT",0.313882871700754,7.78246855592801e-05,0.0011500884834561,"UBE2L6 (interacts with) VAT"
"8107","UBXN1","VAT",0.241230755830339,0.00266560030031382,0.0229707019465821,"UBXN1 (interacts with) VAT"
"8108","UMOD","VAT",-0.392281132049225,5.30462622716499e-07,1.24781504608885e-05,"UMOD (interacts with) VAT"
"8109","UPB1","VAT",0.321061347645601,5.20118477442821e-05,0.000805295727119153,"UPB1 (interacts with) VAT"
"8110","UROD","VAT",0.283034973109436,0.000392599297799112,0.00468298109822371,"UROD (interacts with) VAT"
"8111","USP8","VAT",0.314103750789107,7.68773182104887e-05,0.00113776228569682,"USP8 (interacts with) VAT"
"8112","VCAN","VAT",-0.267512146088497,0.000828939498747072,0.00880172943377102,"VCAN (interacts with) VAT"
"8113","VEGFA","VAT",0.373088357127521,2.03778828256063e-06,4.31158808107766e-05,"VEGFA (interacts with) VAT"
"8114","VMO1","VAT",0.254640003419883,0.00149104068360995,0.0143233108076422,"VMO1 (interacts with) VAT"
"8115","VNN1","VAT",0.425191112096352,4.2909549025083e-08,1.20326205704412e-06,"VNN1 (interacts with) VAT"
"8116","VPS37A","VAT",0.344091425776152,1.3306067600638e-05,0.000237510936583646,"VPS37A (interacts with) VAT"
"8117","VSTM2L","VAT",0.223368699333304,0.00551311512229891,0.0407310960172666,"VSTM2L (interacts with) VAT"
"8118","VTA1","VAT",0.251566005084332,0.00170810943148636,0.0160095846839019,"VTA1 (interacts with) VAT"
"8119","VWA1","VAT",0.2389206920424,0.00293707885126304,0.0248274934547622,"VWA1 (interacts with) VAT"
"8120","VWF","VAT",-0.358417594865948,5.38782837722351e-06,0.000104774225842099,"VWF (interacts with) VAT"
"8121","WASHC3","VAT",0.267125370351384,0.000844052229291403,0.00893589695828377,"WASHC3 (interacts with) VAT"
"8122","WFIKKN2","VAT",-0.336415083910275,2.12158204129231e-05,0.000361559241614412,"WFIKKN2 (interacts with) VAT"
"8123","WIF1","VAT",-0.258231264482494,0.00126948345203282,0.0125486647003097,"WIF1 (interacts with) VAT"
"8124","YOD1","VAT",0.24823526159894,0.00197547501186524,0.0180251124152679,"YOD1 (interacts with) VAT"
"8125","ZFYVE19","VAT",0.240847107942032,0.00270905243372788,0.0232722042054421,"ZFYVE19 (interacts with) VAT"
"8126","ZNRD2","VAT",0.226442910969757,0.00488333884990877,0.0370716734143463,"ZNRD2 (interacts with) VAT"
"8127","ACRV1","SAT",-0.304580986495305,0.000129230371750388,0.00179402029063804,"ACRV1 (interacts with) SAT"
"8128","AFM","SAT",0.218093482995477,0.00676441802401095,0.0477019844989177,"AFM (interacts with) SAT"
"8129","AGER","SAT",-0.237809556678981,0.00307635333669998,0.0257591167024835,"AGER (interacts with) SAT"
"8130","ANGPTL1","SAT",-0.236159369546075,0.00329421264284901,0.0271968048903916,"ANGPTL1 (interacts with) SAT"
"8131","ANP32C","SAT",-0.224971603380042,0.00517622939915041,0.0387882498441135,"ANP32C (interacts with) SAT"
"8132","AOC3","SAT",-0.243512539339337,0.00241994097487863,0.0212458403623751,"AOC3 (interacts with) SAT"
"8133","BPIFB2","SAT",0.236670341196366,0.00322531131366222,0.0267444820172132,"BPIFB2 (interacts with) SAT"
"8134","BTC","SAT",-0.23864721512208,0.00297081869428339,0.0250535285417887,"BTC (interacts with) SAT"
"8135","CA14","SAT",-0.271123687177986,0.000699351241138402,0.00763393624416906,"CA14 (interacts with) SAT"
"8136","CA9","SAT",-0.269183216006818,0.000766458570508721,0.0082441771513952,"CA9 (interacts with) SAT"
"8137","CALB1","SAT",-0.271614328328061,0.000683261988762673,0.00748643188005716,"CALB1 (interacts with) SAT"
"8138","CALB2","SAT",0.333629027259595,2.50541493997947e-05,0.000419830826457253,"CALB2 (interacts with) SAT"
"8139","CCDC134","SAT",-0.243083657857215,0.00246448692327395,0.0215613121273496,"CCDC134 (interacts with) SAT"
"8140","CCL27","SAT",-0.330643891293894,2.9887566227238e-05,0.000491474575405531,"CCL27 (interacts with) SAT"
"8141","CD22","SAT",0.278343848740551,0.000494358031588149,0.00569707434827404,"CD22 (interacts with) SAT"
"8142","CD99L2","SAT",0.255811050902841,0.00141519371726817,0.0137236716731649,"CD99L2 (interacts with) SAT"
"8143","CDHR5","SAT",0.218010844335977,0.00678588378550771,0.0478169839276295,"CDHR5 (interacts with) SAT"
"8144","CDNF","SAT",-0.254790157832226,0.00148111241921955,0.014244816502494,"CDNF (interacts with) SAT"
"8145","CEP290","SAT",-0.240208610460017,0.00278279132247317,0.0237796070437149,"CEP290 (interacts with) SAT"
"8146","CFB","SAT",0.264107005841637,0.000970969513770514,0.0100466678221493,"CFB (interacts with) SAT"
"8147","CFH","SAT",0.316271877581483,6.81340695511956e-05,0.00102236953301203,"CFH (interacts with) SAT"
"8148","CHGB","SAT",-0.228598664438662,0.004480976021914,0.0346569456663075,"CHGB (interacts with) SAT"
"8149","CKB","SAT",-0.344255291703319,1.31724379253129e-05,0.000235343031025315,"CKB (interacts with) SAT"
"8150","CLMP","SAT",0.350230314382959,9.08115312725499e-06,0.00016823085940851,"CLMP (interacts with) SAT"
"8151","CNDP1","SAT",0.227109307726831,0.00475563354393271,0.0363093994899878,"CNDP1 (interacts with) SAT"
"8152","COL4A1","SAT",-0.341037557255869,1.60433355835821e-05,0.000281179119759002,"COL4A1 (interacts with) SAT"
"8153","CRYGD","SAT",-0.242614365508598,0.00251408017657817,0.0219145908947059,"CRYGD (interacts with) SAT"
"8154","CST6","SAT",-0.226990930649325,0.00477809786627814,0.0364455631492095,"CST6 (interacts with) SAT"
"8155","CTSB","SAT",-0.243817243032888,0.00238873748010193,0.0210244884840266,"CTSB (interacts with) SAT"
"8156","DDC","SAT",-0.29123038622919,0.00025992971788158,0.00328789508764461,"DDC (interacts with) SAT"
"8157","DEFB104A_DEFB104B","SAT",-0.24448087331069,0.00232203608070769,0.0205487939773056,"DEFB104A_DEFB104B (interacts with) SAT"
"8158","EDDM3B","SAT",-0.26611509604265,0.000884728619608532,0.00929549621946393,"EDDM3B (interacts with) SAT"
"8159","EIF2S2","SAT",-0.249907229250506,0.00183684399892492,0.0169883073368597,"EIF2S2 (interacts with) SAT"
"8160","ENG","SAT",-0.225454094643267,0.0050784937604933,0.0382126582498259,"ENG (interacts with) SAT"
"8161","FABP4","SAT",0.601986590767022,2.22044604925031e-16,1.56128094908966e-14,"FABP4 (interacts with) SAT"
"8162","FABP9","SAT",-0.229497018768929,0.00432227060744417,0.0336852228703516,"FABP9 (interacts with) SAT"
"8163","FAS","SAT",-0.228444535285131,0.00450872417529991,0.0348230893728026,"FAS (interacts with) SAT"
"8164","FCER2","SAT",0.24121212527485,0.0026676957494729,0.0229849161453941,"FCER2 (interacts with) SAT"
"8165","FCRL1","SAT",0.243819122586322,0.00238854613934425,0.021023146330703,"FCRL1 (interacts with) SAT"
"8166","FETUB","SAT",0.261780429250779,0.00108048832434182,0.0109816030632195,"FETUB (interacts with) SAT"
"8167","FGA","SAT",-0.225711444853842,0.00502704196410386,0.0379126273026416,"FGA (interacts with) SAT"
"8168","FGF2","SAT",-0.267553805031251,0.000827326645157722,0.00878686695860634,"FGF2 (interacts with) SAT"
"8169","FURIN","SAT",0.30590809371492,0.000120333927264626,0.00168570100738565,"FURIN (interacts with) SAT"
"8170","GALNT5","SAT",-0.247444511364884,0.00204429537462225,0.0185352983823772,"GALNT5 (interacts with) SAT"
"8171","GHR","SAT",0.372773085031126,2.08186722039372e-06,4.39683568448407e-05,"GHR (interacts with) SAT"
"8172","GIP","SAT",-0.230835212481736,0.00409520902305438,0.0322919303404326,"GIP (interacts with) SAT"
"8173","GIT1","SAT",-0.244181195877046,0.00235194466760924,0.0207623272110638,"GIT1 (interacts with) SAT"
"8174","GPD1","SAT",0.226231631182744,0.00492446402478586,0.0373101304313435,"GPD1 (interacts with) SAT"
"8175","HPGDS","SAT",0.257266686995289,0.0013258287923561,0.0130056321599443,"HPGDS (interacts with) SAT"
"8176","HS6ST2","SAT",-0.267791027674388,0.000818197216563732,0.00870605236430308,"HS6ST2 (interacts with) SAT"
"8177","HSD11B1","SAT",-0.280358049325156,0.000448002153130789,0.00524076229411581,"HSD11B1 (interacts with) SAT"
"8178","IGFBP2","SAT",-0.356177694310822,6.22398532779123e-06,0.000119434686698035,"IGFBP2 (interacts with) SAT"
"8179","IGSF9","SAT",0.232143634969857,0.00388362002266973,0.0309709854399707,"IGSF9 (interacts with) SAT"
"8180","IL1RL1","SAT",-0.249818228119251,0.00184399444837791,0.0170414567826509,"IL1RL1 (interacts with) SAT"
"8181","IL1RN","SAT",0.291786591435408,0.000252641290265476,0.00320844262993719,"IL1RN (interacts with) SAT"
"8182","IL4","SAT",-0.284969727025466,0.000356580161848363,0.00431301044245277,"IL4 (interacts with) SAT"
"8183","INSL3","SAT",-0.270897065181399,0.000706899749694845,0.00770260851159487,"INSL3 (interacts with) SAT"
"8184","ITGAM","SAT",0.301595571804099,0.000151534015993438,0.00206039058628813,"ITGAM (interacts with) SAT"
"8185","ITGB2","SAT",0.247253939308229,0.00206120355744721,0.0186590194725806,"ITGB2 (interacts with) SAT"
"8186","KLK3","SAT",-0.327542879737541,3.5829280814248e-05,0.000577871142754908,"KLK3 (interacts with) SAT"
"8187","LCAT","SAT",0.25283401030233,0.001615302705543,0.0152930001762879,"LCAT (interacts with) SAT"
"8188","LDLR","SAT",0.252746893751274,0.00162152876872668,0.0153414109899348,"LDLR (interacts with) SAT"
"8189","LEP","SAT",0.672917832411777,0,0,"LEP (interacts with) SAT"
"8190","LEPR","SAT",-0.283664892784713,0.000380518372880445,0.00455934220900923,"LEPR (interacts with) SAT"
