"","ID","NAME","EQUATION","GENE.ASSOCIATION","SUBSYSTEM","Flux_C1","Flux_C2","Flux_CT"
"888","MAR06450","","9-carboxy-gamma-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] => 7-carboxy-gamma-tocotrienol[m] + AMP[m] + 2 H+[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]","ENSG00000060971 or ENSG00000072506 or ENSG00000084754 or ENSG00000087008 or ENSG00000097021 or ENSG00000101473 or ENSG00000119673 or ENSG00000127884 or ENSG00000130304 or ENSG00000133835 or ENSG00000136881 or ENSG00000138029 or ENSG00000138796 or ENSG00000140284 or ENSG00000143554 or ENSG00000157426 or ENSG00000161533 or ENSG00000167107 or ENSG00000167114 or ENSG00000167315 or ENSG00000176715 or ENSG00000177465 or ENSG00000184227 or ENSG00000242110","Vitamin E metabolism",0.00360937334427997,0.0039954819294824,0.00360937334427997
"889","MAR06451","","7-carboxy-gamma-tocotrienol[m] + ATP[m] + CoA[m] + 2 H2O[m] + O2[m] => 5-carboxy-gamma-chromanol[m] + acetyl-CoA[m] + AMP[m] + H+[m] + H2O2[m] + PPi[m]","ENSG00000060971 or ENSG00000072506 or ENSG00000084754 or ENSG00000087008 or ENSG00000097021 or ENSG00000101473 or ENSG00000104325 or ENSG00000119673 or ENSG00000127884 or ENSG00000130304 or ENSG00000133835 or ENSG00000136881 or ENSG00000138029 or ENSG00000138796 or ENSG00000140284 or ENSG00000143554 or ENSG00000157426 or ENSG00000161533 or ENSG00000167107 or ENSG00000167114 or ENSG00000167315 or ENSG00000167969 or ENSG00000176715 or ENSG00000177465 or ENSG00000184227 or ENSG00000198721 or ENSG00000242110 or ENSG00000242612","Vitamin E metabolism",0.00360937334427997,0.0039954819294824,0.00360937334427997
"890","MAR06453","","5-carboxy-gamma-chromanol[m] + ATP[m] + CoA[m] + 2 H2O[m] + NAD+[m] + O2[m] => AMP[m] + gamma-carboxyethyl-hydroxychroman[m] + 2 H+[m] + H2O2[m] + NADH[m] + PPi[m] + propanoyl-CoA[m]","ENSG00000060971 or ENSG00000072506 or ENSG00000084754 or ENSG00000087008 or ENSG00000097021 or ENSG00000101473 or ENSG00000119673 or ENSG00000127884 or ENSG00000130304 or ENSG00000133835 or ENSG00000136881 or ENSG00000138029 or ENSG00000138796 or ENSG00000140284 or ENSG00000143554 or ENSG00000157426 or ENSG00000161533 or ENSG00000167107 or ENSG00000167114 or ENSG00000167315 or ENSG00000176715 or ENSG00000177465 or ENSG00000184227 or ENSG00000242110","Vitamin E metabolism",0.00360937334427997,0.0039954819294824,0.00360937334427997
"891","MAR06454","","gamma-carboxyethyl-hydroxychroman[m] => gamma-carboxyethyl-hydroxychroman[c]","","Transport reactions",0.00360937334427997,0.0039954819294824,0.00360937334427997
"892","MAR06492","","gamma-CEHC-glucuronide[c] + H2O[c] <=> gamma-carboxyethyl-hydroxychroman[c] + glucuronate[c] + H+[c]","ENSG00000133116 or ENSG00000169919","Vitamin E metabolism",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"893","MAR06505","","riboflavin[c] <=> riboflavin[e]","","Transport reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"894","MAR06512","","FAD[c] <=> FAD[e]","ENSG00000039123 or ENSG00000054148 or ENSG00000063601 or ENSG00000067113 or ENSG00000072756 or ENSG00000087053 or ENSG00000126821 or ENSG00000139505 or ENSG00000141934 or ENSG00000162407 or ENSG00000163082","Transport reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"895","MAR06571","1D-myo-inositol 3-phosphate phosphohydrolase","1D-myo-inositol-3-phosphate[c] + H2O[c] => inositol[c] + Pi[c]","ENSG00000104331 or ENSG00000133731 or ENSG00000141401","Other",NA,735.718568999072,555.222347702835
"896","MAR06572","1D-myo-inositol-3-phosphate lyase (isomerizing)","glucose-6-phosphate[c] => 1D-myo-inositol-3-phosphate[c]","ENSG00000105655","Other",NA,735.718568999072,555.222347702835
"897","MAR06603","","H2O2[e] + urate[e] <=> alloxan[e] + 2 H+[e] + urea[e]","ENSG00000117592 or ENSG00000121053 or ENSG00000130508 or ENSG00000147485 or ENSG00000167419","Purine metabolism",-263.695820347823,-1000,-991.117704906757
"898","MAR06612","","dADP[m] + dTDP[m] <=> dATP[m] + dTMP[m]","ENSG00000168393","Pyrimidine metabolism",-0.003609373344716,NA,-0.00360937334426126
"899","MAR06614","","dADP[c] + dTTP[c] <=> dATP[c] + dTDP[c]","ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678","Pyrimidine metabolism",-0.698335277480282,-1000,-0.698335277480282
"900","MAR06615","","dADP[m] + dTTP[m] <=> dATP[m] + dTDP[m]","ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678","Pyrimidine metabolism",1000,NA,1000
"901","MAR06627","","dTDP[c] + H+[c] + PEP[c] <=> dTTP[c] + pyruvate[c]","ENSG00000067225 or ENSG00000143627","Pyrimidine metabolism",-1000,-1000,-1000
"902","MAR06629","","retinol[c] <=> retinol[r]","","Transport reactions",0.00449863924075089,0.0179391348079889,0.00449863924075089
"903","MAR06633","retinol:NAD+ oxidoreductase","NAD+[r] + retinol[r] => H+[r] + NADH[r] + retinal[r]","ENSG00000025423 or ENSG00000135437 or ENSG00000147576 or ENSG00000170786 or ENSG00000172955 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144","Retinol metabolism",0.00269918354441806,0.0159471843968037,0.00269918354441806
"904","MAR06634","","NADPH[c] + O2[c] + retinol[c] => 4-oxoretinol[c] + H+[c] + H2O[c] + NADP+[c]","ENSG00000095596","Retinol metabolism",0.00360937334427997,0.0039954819294824,0.00360937334427997
"905","MAR06636","","H2O[c] + retinyl-ester[c] => H+[c] + retinol[c] + fatty acid pool[c]","ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000138207 or ENSG00000159398 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000172828 or ENSG00000172831 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000198848 or ENSG00000203837 or ENSG00000266200","Retinol metabolism",0.00990746828125545,0.0239265671487265,0.00990746828125545
"906","MAR06638","11-cis-retinol:NAD+ oxidoreductase","11-cis-retinal[c] + H+[c] + NADH[c] <=> 11-cis-retinol[c] + NAD+[c]","ENSG00000025423 or ENSG00000135437 or ENSG00000139547 or ENSG00000140522 or ENSG00000157326 or ENSG00000170786 or ENSG00000187630 or ENSG00000265203","Retinol metabolism",1000,652.579726237449,1000
"907","MAR06641","","H+[c] + NADPH[c] + O2[c] + retinol[c] => 4-hydroxyvitamin A1[c] + H2O[c] + NADP+[c]","ENSG00000003137","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"908","MAR06642","","H+[r] + NADPH[r] + O2[r] + retinol[r] => 4-hydroxyvitamin A1[r] + H2O[r] + NADP+[r]","ENSG00000003137","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"909","MAR06644","9-cis-retinol:NAD+ oxidoreductase","9-cis-retinal[c] + H+[c] + NADH[c] <=> 9-cis-retinol[c] + NAD+[c]","ENSG00000025423 or ENSG00000135437 or ENSG00000139547 or ENSG00000140522 or ENSG00000157326 or ENSG00000170786 or ENSG00000187630 or ENSG00000265203","Retinol metabolism",982.207216701901,0.00399548192945076,0.00360937334426126
"910","MAR06647","retinal:NAD+ oxidoreductase","H2O[r] + NAD+[r] + retinal[r] => 2 H+[r] + NADH[r] + retinoate[r]","ENSG00000128918 or ENSG00000165092","Retinol metabolism",0.000899727848139354,0.0139552339855834,0.000899727848139355
"911","MAR06649","","H+[r] + NADPH[r] + O2[r] + retinal[r] => 4-OH-retinal[r] + H2O[r] + NADP+[r]","ENSG00000140505","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"912","MAR06651","all-trans-Retinal 11-cis-trans-isomerase","retinal[c] => 11-cis-retinal[c]","ENSG00000114113 or ENSG00000114115","Retinol metabolism",0.0153162973218525,0.0299139994894766,0.0153162973218525
"913","MAR06652","","9-cis-retinal[r] + H2O[r] + NAD+[r] <=> 9-cis-retinoate[r] + 2 H+[r] + NADH[r]","ENSG00000128918 or ENSG00000165092","Retinol metabolism",-0.00179945569630036,-0.00199195041125222,-0.00179945569630036
"914","MAR06654","","9-cis-retinal[r] + H+[r] + NADPH[r] + O2[r] => 4-OH-9-cis-retinal[r] + H2O[r] + NADP+[r]","ENSG00000140505","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"915","MAR06655","","4-OH-9-cis-retinal[c] + H+[c] + NADPH[c] + O2[c] => 4-oxo-9-cis-retinal[c] + 2 H2O[c] + NADP+[c]","ENSG00000140505","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"916","MAR06656","","4-OH-9-cis-retinal[r] + H+[r] + NADPH[r] + O2[r] => 4-oxo-9-cis-retinal[r] + 2 H2O[r] + NADP+[r]","ENSG00000140505","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"917","MAR06657","","H+[c] + NADPH[c] + O2[c] + retinoate[c] => 18-hydroxy-all-trans-retinoate[c] + H2O[c] + NADP+[c]","ENSG00000021461 or ENSG00000100197 or ENSG00000106258 or ENSG00000108242 or ENSG00000130649 or ENSG00000134716 or ENSG00000137869 or ENSG00000138061 or ENSG00000138109 or ENSG00000138115 or ENSG00000140465 or ENSG00000140505 or ENSG00000142973 or ENSG00000155016 or ENSG00000160868 or ENSG00000160870 or ENSG00000165841 or ENSG00000167600 or ENSG00000171903 or ENSG00000186160 or ENSG00000186204 or ENSG00000186377 or ENSG00000186526 or ENSG00000197408 or ENSG00000197446 or ENSG00000197838 or ENSG00000198077 or ENSG00000255974","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"918","MAR06658","","H+[r] + NADPH[r] + O2[r] + retinoate[r] => 18-hydroxy-all-trans-retinoate[r] + H2O[r] + NADP+[r]","ENSG00000021461 or ENSG00000100197 or ENSG00000106258 or ENSG00000108242 or ENSG00000130649 or ENSG00000134716 or ENSG00000137869 or ENSG00000138061 or ENSG00000138109 or ENSG00000138115 or ENSG00000140465 or ENSG00000140505 or ENSG00000142973 or ENSG00000155016 or ENSG00000160868 or ENSG00000160870 or ENSG00000165841 or ENSG00000167600 or ENSG00000171903 or ENSG00000186160 or ENSG00000186204 or ENSG00000186377 or ENSG00000186526 or ENSG00000197408 or ENSG00000197446 or ENSG00000197838 or ENSG00000198077 or ENSG00000255974","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"919","MAR06659","","9-cis-retinoate[c] <=> retinoate[c]","","Retinol metabolism",-999.951341462538,-0.00199195041125222,-0.00179945569630036
"920","MAR06660","","9-cis-retinoate[r] <=> retinoate[r]","","Retinol metabolism",-0.00359891139260071,-0.00398390082239075,-0.00359891139260071
"921","MAR06664","","9-cis-retinoate[c] + NADPH[c] + O2[c] => 4-oxo-9-cis-retinoate[c] + H+[c] + H2O[c] + NADP+[c]","ENSG00000003137","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"922","MAR06665","","9-cis-retinoate[r] + NADPH[r] + O2[r] => 4-oxo-9-cis-retinoate[r] + H+[r] + H2O[r] + NADP+[r]","ENSG00000003137","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"923","MAR06668","","4-oxo-9-cis-retinoate[c] + UDP-glucuronate[c] <=> 4-oxo-9-cis-retinoyl-beta-glucuronide[c] + UDP[c]","ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474","Retinol metabolism",0.00179945569630036,0.00199195041125222,0.00179945569630036
"924","MAR06669","","4-oxo-9-cis-retinoate[r] + UDP-glucuronate[r] => 4-oxo-9-cis-retinoyl-beta-glucuronide[r] + UDP[r]","ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"925","MAR06672","","13-cis-retinal[c] <=> retinal[c]","","Retinol metabolism",0.0279438730509582,-0.00598743234070298,-999.954950835883
"926","MAR06674","","13-cis-retinal[r] + H2O[r] + NAD+[r] <=> 2 H+[r] + NADH[r] + retinoate[r]","ENSG00000128918 or ENSG00000165092","Retinol metabolism",-0.00540882904056161,-0.00598743234070298,-0.00540882904056161
"927","MAR06675","","13-cis-retinal[c] + H2O[c] + NAD+[c] <=> 13-cis-retinoate[c] + 2 H+[c] + NADH[c]","ENSG00000128918 or ENSG00000165092","Retinol metabolism",-0.0297433287472586,0.00399548192945076,999.953151380186
"928","MAR06676","","13-cis-retinal[r] + H2O[r] + NAD+[r] <=> 13-cis-retinoate[r] + 2 H+[r] + NADH[r]","ENSG00000128918 or ENSG00000165092","Retinol metabolism",0.00360937334426126,0.00399548192945076,0.00360937334426126
"929","MAR06677","","13-cis-retinal[c] + H+[c] + NADPH[c] + O2[c] => 4-OH-13-cis-retinal[c] + H2O[c] + NADP+[c]","ENSG00000095596","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"930","MAR06678","","13-cis-retinal[r] + H+[r] + NADPH[r] + O2[r] => 4-OH-13-cis-retinal[r] + H2O[r] + NADP+[r]","ENSG00000095596","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"931","MAR06682","","13-cis-retinoate[r] + H+[r] + NADPH[r] + O2[r] => 4-oxo-13-cis-retinoate[r] + H2O[r] + NADP+[r]","ENSG00000003137","Retinol metabolism",0.00360937334427997,0.0039954819294824,0.00360937334427997
"932","MAR06687","","13-cis-retinoate[c] + H+[c] + NADPH[c] + O2[c] => 5,8-epoxy-13-cis-retinoate[c] + H2O[c] + NADP+[c]","ENSG00000003137","Retinol metabolism",0.00360937334427997,0.0039954819294824,0.00360937334427997
"933","MAR06690","","APE[c] + H+[c] + H2O[c] <=> PE-LD pool[c] + retinal[c]","","Retinol metabolism",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"934","MAR06691","","A2PE-H2[c] + H2O[c] <=> APE[c] + H+[c] + retinal[c]","","Retinol metabolism",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"935","MAR06692","","A2PE-H2[c] + FAD[c] <=> A2PE[c] + FADH2[c]","","Retinol metabolism",0.00360937334426126,0.00399548192945076,0.00360937334426126
"936","MAR06693","","A2PE[c] + H2O[c] <=> H+[c] + N-retinylidene-N-retinylethanolamine[c] + phosphatidate-LD-PE pool[c]","","Retinol metabolism",0.00360937334426126,0.00399548192945076,0.00360937334426126
"937","MAR06700","","H+[c] + NADPH[c] + O2[c] + retinoate[c] => 4-hydroxy-all-trans-retinoate[c] + H2O[c] + NADP+[c]","ENSG00000095596","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"938","MAR06701","","H+[r] + NADPH[r] + O2[r] + retinoate[r] => 4-hydroxy-all-trans-retinoate[r] + H2O[r] + NADP+[r]","ENSG00000095596","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"939","MAR06702","","4-hydroxy-all-trans-retinoate[c] + H+[c] + NADPH[c] + O2[c] => 4-oxo-all-trans-retinoate[c] + 2 H2O[c] + NADP+[c]","ENSG00000003137","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"940","MAR06703","","4-hydroxy-all-trans-retinoate[r] + H+[r] + NADPH[r] + O2[r] => 4-oxo-all-trans-retinoate[r] + 2 H2O[r] + NADP+[r]","ENSG00000003137","Retinol metabolism",0.00179945569627871,0.00199195041122021,0.00179945569627871
"941","MAR06725","L-Phenylalanine:2-oxoglutarate aminotransferase","AKG[c] + phenylalanine[c] <=> glutamate[c] + phenylpyruvate[c]","ENSG00000120053 or ENSG00000125166 or ENSG00000198650","Other",1000,1000,982.668979247776
"942","MAR06768","L-tyrosine:2-oxoglutarate aminotransferase","AKG[c] + tyrosine[c] => 4-hydroxyphenylpyruvate[c] + glutamate[c]","ENSG00000120053 or ENSG00000125166 or ENSG00000198650","Other",0.00360937334427997,NA,0.00360937334427997
"943","MAR06781","","4-hydroxyphenylpyruvate[c] + H+[c] <=> 4-hydroxyphenylpyruvate[m] + H+[m]","","Transport reactions",0.00360937334426126,NA,0.00360937334426126
"944","MAR06817","","dopaminochrome[c] + H+[c] + NADPH[c] <=> leukoaminochrome[c] + NADP+[c]","ENSG00000116791","Other",-1000,-1000,-1000
"945","MAR06887","Transport of L-Cysteine with Symport of Sodium And Antiport of Proton by Snat5 Transporter","cysteine[e] + H+[c] + Na+[e] <=> cysteine[c] + H+[e] + Na+[c]","ENSG00000017483","Transport reactions",-1000,-1000,-1000
"946","MAR06901","(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 7 isopentenyl units)","farnesyl-PP[c] + 7 isopentenyl-pPP[c] => all-trans-decaprenyl-diphosphate[c] + 7 PPi[c]","ENSG00000148459 or ENSG00000164494","Other",0.00360937334427997,0.0039954819294824,0.00360937334427997
"947","MAR06902","","all-trans-decaprenyl-diphosphate[c] <=> all-trans-decaprenyl-diphosphate[m]","","Transport reactions",0.00360937334426126,0.00399548192945076,0.00360937334426126
"948","MAR06903","solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase","4-hydroxybenzoate[m] + all-trans-decaprenyl-diphosphate[m] => 3-decaprenyl-4-hydroxybenzoate[m] + PPi[m]","ENSG00000173085","Other",0.00360937334427997,0.0039954819294824,0.00360937334427997
"949","MAR06904","","3-decaprenyl-4-hydroxybenzoate[m] + H+[m] + NADPH[m] + O2[m] => 3,4-dihydroxy-5-all-trans-decaprenylbenzoate[m] + H2O[m] + NADP+[m]","ENSG00000119723","Other",0.00360937334427997,0.0039954819294824,0.00360937334427997
"950","MAR06905","","3,4-dihydroxy-5-all-trans-decaprenylbenzoate[m] + SAM[m] => 3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate[m] + H+[m] + SAH[m]","ENSG00000132423","Other",0.00360937334427997,0.0039954819294824,0.00360937334427997
"951","MAR06906","","3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate[m] + H+[m] => 2-methoxy-6-(all-trans-decaprenyl)phenol[m] + CO2[m]","","Other",0.00360937334427997,0.0039954819294824,0.00360937334427997
"952","MAR06911","","FADH2[m] + ubiquinone[m] <=> FAD[m] + ubiquinol[m]","ENSG00000105379 or ENSG00000140374 or ENSG00000143252 or ENSG00000171503","Other",-1000,-1000,1000
"953","MAR06912","diphosphate phosphohydrolase","H2O[m] + PPi[m] => H+[m] + 2 Pi[m]","ENSG00000107902 or ENSG00000138777 or ENSG00000143363 or ENSG00000180817","Other",500.484297694506,335.356044934193,375.446033410274
"954","MAR06916","ATP phosphohydrolase","ADP[m] + Pi[m] + 3 H+[i] => ATP[m] + 2 H+[m] + H2O[m]","ENSG00000099624 and ENSG00000110955 and ENSG00000116459 and ENSG00000124172 and ENSG00000135390 and ENSG00000152234 and ENSG00000154518 and ENSG00000154723 and ENSG00000156411 and ENSG00000159199 and ENSG00000165629 and ENSG00000167283 and ENSG00000167863 and ENSG00000169020 and ENSG00000173915 and ENSG00000198899 and ENSG00000228253 and ENSG00000241468 and ENSG00000241837","Other",1000,1000,1000
"955","MAR06918","","2 ferricytochrome C[m] + 2 H+[m] + ubiquinol[m] => 2 ferrocytochrome C[m] + ubiquinone[m] + 4 H+[i]","ENSG00000010256 and ENSG00000127540 and ENSG00000140740 and ENSG00000156467 and ENSG00000164405 and ENSG00000169021 and ENSG00000173660 and ENSG00000179091 and ENSG00000184076 and ENSG00000198727","Other",1000,1000,1000
"956","MAR07160","Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase","0.3 dATP[n] + 0.2 dCTP[n] + 0.2 dGTP[n] + 0.3 dTTP[n] => DNA[n] + PPi[n]","(ENSG00000115350 and ENSG00000148229) or (ENSG00000062822 and ENSG00000077514 and ENSG00000106628 and ENSG00000175482) or (ENSG00000014138 and ENSG00000101868) or (ENSG00000014138 and ENSG00000062822 and ENSG00000077514 and ENSG00000100479 and ENSG00000101868 and ENSG00000106628 and ENSG00000115350 and ENSG00000148229 and ENSG00000175482 and ENSG00000177084) or ENSG00000009413 or ENSG00000051341 or ENSG00000070501 or ENSG00000101751 or ENSG00000111445 or ENSG00000112941 or ENSG00000122008 or ENSG00000122678 or ENSG00000130997 or ENSG00000132382 or ENSG00000140521 or ENSG00000166169 or ENSG00000170734 or ENSG00000256525","Nucleotide metabolism",2.32778425826752,2.5767963168401,2.32778425826752
"957","MAR07162","","Pi[c] + RNA[c] => 0.18 ADP[c] + 0.3 CDP[c] + 0.34 GDP[c] + 0.18 UDP[c]","(ENSG00000113356 or ENSG00000121851) and (ENSG00000090060 or ENSG00000115421 or ENSG00000164329 or ENSG00000218823) and (ENSG00000083223 or ENSG00000134744 or ENSG00000149016) and ENSG00000005075 and ENSG00000013503 and ENSG00000047315 and ENSG00000058600 and ENSG00000066379 and ENSG00000068654 and ENSG00000099817 and ENSG00000099821 and ENSG00000100142 and ENSG00000100413 and ENSG00000102978 and ENSG00000105258 and ENSG00000107951 and ENSG00000125630 and ENSG00000132664 and ENSG00000137054 and ENSG00000144231 and ENSG00000147669 and ENSG00000148606 and ENSG00000161980 and ENSG00000163882 and ENSG00000168002 and ENSG00000168495 and ENSG00000171453 and ENSG00000177700 and ENSG00000181222 and ENSG00000186141 and ENSG00000186184","Nucleotide metabolism",NA,NA,9.79936144678909
"958","MAR07588","Acyl-CoA:glycerone-phosphate O-acyltransferase","DHAP[c] + acyl-CoA pool[c] => acylglycerone-phosphate[c] + CoA[c]","ENSG00000116906","Other",0.148741054956743,12.2091041524363,0.148741054956743
"959","MAR07591","","NADP+[c] + 1-acylglycerol-3P pool[c] <=> acylglycerone-phosphate[c] + H+[c] + NADPH[c]","ENSG00000117448","Glycerophospholipid metabolism",-0.148741054956758,-12.2091041524362,-0.148741054956758
"960","MAR07623","NAD+:protein-L-arginine ADP-D-ribosyltransferase","[protein]-L-arginine[c] + NAD+[c] => [protein]-omega-N-(ADP-D-ribosyl)-L-arginine[c] + H+[c] + nicotinamide[c]","ENSG00000077463 or ENSG00000111339 or ENSG00000129744 or ENSG00000156219 or ENSG00000167311","Other",NA,NA,246.799004800021
"961","MAR07624","protein-omega-N-(ADP-D-ribosyl)-L-arginine ADP-ribosylhydrolase","[protein]-omega-N-(ADP-D-ribosyl)-L-arginine[c] + H2O[c] => [protein]-L-arginine[c] + ADP-ribose[c]","ENSG00000144843","Other",NA,NA,246.799004800021
"962","MAR07666","","biotin[e] + H+[e] => biotin[c] + H+[c]","ENSG00000155380","Transport reactions",0.00360937334427997,0.0039954819294824,0.00360937334427997
"963","MAR07682","","5-formyl-THF[c] + hydroxide[e] <=> 5-formyl-THF[e] + hydroxide[c]","ENSG00000173638","Transport reactions",1000,-1000,-1000
"964","MAR07683","","5-methyl-THF[c] + hydroxide[e] <=> 5-methyl-THF[e] + hydroxide[c]","ENSG00000173638","Transport reactions",-1000,-1000,467.350603484887
"965","MAR07685","","hydroxide[e] + THF[c] <=> hydroxide[c] + THF[e]","ENSG00000173638","Transport reactions",-967.351219868209,-168.148284296435,532.645787141769
"966","MAR07686","","hydroxide[c] + thiamin-P[e] <=> hydroxide[e] + thiamin-P[c]","ENSG00000173638","Transport reactions",1000,-691.130888350126,-1000
"967","MAR07723","","cytidine[c] <=> cytidine[m]","ENSG00000112759","Transport reactions",0.975814135700261,1.08020073675743,0.975814135700261
"968","MAR07735","","heme[c] <=> heme[e]","ENSG00000076351","Transport reactions",-0.00360937334426126,-0.00399548192945076,-0.00360937334426126
"969","MAR07769","","SAH[c] + SAM[m] <=> SAH[m] + SAM[c]","ENSG00000144741","Transport reactions",-0.0108281200327838,-0.011986445788466,-0.0108281200327838
"970","MAR07800","","ADP[c] + GDP[c] <=> AMP[c] + GTP[c]","ENSG00000154027","Nucleotide metabolism",63.4947244850682,-419.03744927784,-444.643527063619
"971","MAR07801","","ADP[m] + GDP[m] <=> AMP[m] + GTP[m]","ENSG00000147853","Nucleotide metabolism",-1000,-1000,-1000
"972","MAR07802","","2 dADP[c] <=> dAMP[c] + dATP[c]","ENSG00000154027","Nucleotide metabolism",-554.836554911749,1000,1000
"973","MAR07804","","dADP[m] + dCDP[c] <=> dADP[c] + dCDP[m]","ENSG00000125454","Transport reactions",-1000,334.673714577501,-1000
"974","MAR07806","","dADP[m] + dGDP[c] <=> dADP[c] + dGDP[m]","ENSG00000125454","Transport reactions",-1000,-1000,-1000
"975","MAR07808","","dTDP[c] + dUDP[m] <=> dTDP[m] + dUDP[c]","ENSG00000125454","Transport reactions",NA,-1000,-0.00360937334426126
"976","MAR07810","","dGDP[c] + dUDP[m] <=> dGDP[m] + dUDP[c]","ENSG00000125454","Transport reactions",1000,1000,-998.055590475288
"977","MAR07812","","dADP[c] + dUDP[m] <=> dADP[m] + dUDP[c]","ENSG00000125454","Transport reactions",-1000,1000,-1.94080015136751
"978","MAR07814","","dCDP[c] + dUDP[m] <=> dCDP[m] + dUDP[c]","ENSG00000125454","Transport reactions",-1000,-1000,1000
"979","MAR07818","","dGDP[c] + dTDP[m] <=> dGDP[m] + dTDP[c]","ENSG00000125454","Transport reactions",-998.133557298671,334.673714577501,1000
"980","MAR07820","","dADP[c] + dTDP[m] <=> dADP[m] + dTDP[c]","ENSG00000125454","Transport reactions",-1.86283332798416,-1000,-1000
"981","MAR07822","","dCDP[c] + dTDP[m] <=> dCDP[m] + dTDP[c]","ENSG00000125454","Transport reactions",1000,-334.673714577501,-1000
"982","MAR07824","","dCDP[m] + dGDP[c] <=> dCDP[c] + dGDP[m]","ENSG00000125454","Transport reactions",-1000,-1000,-1000
"983","MAR07850","","dGTP[c] + dTDP[m] => dGTP[m] + dTDP[c]","ENSG00000125454","Transport reactions",NA,NA,1000
"984","MAR07863","","CDP[c] + UDP[c] <=> CTP[c] + UMP[c]","ENSG00000162368","Nucleotide metabolism",-1000,-21.254932414137,-1000
"985","MAR07864","","CDP[n] + UDP[n] <=> CTP[n] + UMP[n]","ENSG00000162368","Nucleotide metabolism",1000,-1000,1000
"986","MAR07865","","2 UDP[c] <=> UMP[c] + UTP[c]","ENSG00000162368","Nucleotide metabolism",1000,1000,1000
"987","MAR07866","","2 UDP[n] <=> UMP[n] + UTP[n]","ENSG00000162368","Nucleotide metabolism",-1000,-1000,-1000
"988","MAR07867","","GDP[c] + UDP[c] <=> GTP[c] + UMP[c]","ENSG00000162368","Nucleotide metabolism",-54.044662323245,1000,-1000
"989","MAR07868","","GDP[n] + UDP[n] <=> GTP[n] + UMP[n]","ENSG00000162368","Nucleotide metabolism",-1000,NA,-1000
